CNPJ_Fundo;Data_Referencia;Versao;Total_Necessidades_Liquidez;Disponibilidades;Titulos_Publicos;Titulos_Privados;Fundos_Renda_Fixa;Total_Investido;Direitos_Bens_Imoveis;Terrenos;Imoveis_Renda_Acabados;Imoveis_Renda_Construcao;Imoveis_Venda_Acabados;Imoveis_Venda_Construcao;Outros_Direitos_Reais;Acoes;Debentures;Bonus_Subscricao;Certificados_Deposito_Valores_Mobiliarios;Cedulas_Debentures;Fundo_Acoes;FIP;FII;FDIC;Outras_Cotas_FI;Notas_Promissorias;Acoes_Sociedades_Atividades_FII;Cotas_Sociedades_Atividades_FII;CEPAC;CRI;CRI_CRA;Letras_Hipotecarias;LCI;LCI_LCA;LIG;Outros_Valores_Mobliarios;Valores_Receber;Contas_Receber_Aluguel;Contas_Receber_Venda_Imoveis;Outros_Valores_Receber;Rendimentos_Distribuir;Taxa_Administracao_Pagar;Taxa_Performance_Pagar;Obrigacoes_Aquisicao_Imoveis;Adiantamento_Venda_Imoveis;Adiantamento_Alugueis;Obrigacoes_Securitizacao_Recebiveis;Instrumentos_Financeiros_Derivativos;Provisoes_Contigencias;Outros_Valores_Pagar;Total_Passivo
40.011.225/0001-68;2024-02-01;1;660730.69;0;0;0;660730.69;264065074.86;0;0;0;0;0;0;0;2919104;0;0;0;0;0;0;261145970.86;0;0;0;0;0;0;;0;0;;0;0;0;347882.9;0;0;347882.9;0;156895.79;0;0;0;0;0;7554.32;0;351922.99;516373.1
40.011.225/0001-68;2024-03-01;1;6723566.38;0;0;0;6723566.38;254260124.46;0;0;0;0;0;0;0;3019740;0;0;0;0;0;0;251240384.46;0;0;0;0;0;0;;0;0;;0;0;0;2916220.41;0;0;2916220.41;0;158265.07;0;0;0;0;0;12791.36;0;262849.93;433906.36
40.011.234/0001-59;2024-01-01;2;593494.34;0;0;0;593494.34;92921111.98;66844234.09;0;66844234.09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12124201.33;0;0;;13952676.56;0;;0;0;0;2156190.35;559846.51;0;1596343.84;0;79901.92;0;2018053.74;0;0;45965532.97;0;0;26516.6;48090005.23
40.011.234/0001-59;2024-02-01;1;434976.47;0;0;0;434976.47;93140516.69;66844234.09;0;66844234.09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12324201.33;0;0;;13972081.27;0;;0;0;0;2171249.61;559846.51;0;1611403.1;0;79725.67;0;2007948.34;0;0;45927284.83;0;0;31208.2;48046167.04
40.011.234/0001-59;2024-03-01;2;1161494.05;0;0;0;1161494.05;90826803.28;67386578.5;0;67386578.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10709577.21;0;0;;12730647.57;0;;0;0;0;2051825.68;559846.51;0;1491979.17;0;79788.95;0;383176.38;0;0;45986326.48;0;0;35899.8;46485191.61
40.011.251/0001-96;2024-01-01;1;6481752.24;0;6481752.24;0;0;86087887.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1487809.44;0;0;0;0;0;0;;84600077.96;0;;0;0;0;46.91;0;0;46.91;0;89742.59;0;0;0;0;0;0;0;24041.82;113784.41
40.011.251/0001-96;2024-02-01;1;6623990.92;0;6623990.92;0;0;85326850.19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1473754.56;0;0;0;0;0;0;;83853095.63;0;;0;0;0;11096.72;0;0;11096.72;0;89742.59;0;0;0;0;0;0;0;27870.49;117613.08
40.011.251/0001-96;2024-03-01;1;6956805.84;0;6956805.84;0;0;84687877.99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1465723.2;0;0;0;0;0;0;;83222154.79;0;;0;0;0;9485.54;0;0;9485.54;0;89742.59;0;0;0;0;0;0;0;32320.28;122062.87
40.011.279/0001-23;2024-01-01;1;6113321.78;0;0;0;6113321.78;16017500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16017500;0;0;;0;0;;0;0;0;226850.78;0;0;226850.78;0;31621.67;0;0;0;0;0;0;0;27040.57;58662.24
40.011.279/0001-23;2024-02-01;1;6097891.67;0;0;0;6097891.67;16017500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16017500;0;0;;0;0;;0;0;0;227396.08;0;0;227396.08;0;31590.26;0;0;0;0;0;0;0;31581.14;63171.4
40.011.279/0001-23;2024-03-01;1;6082086.37;0;0;0;6082086.37;16017500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16017500;0;0;;0;0;;0;0;0;227819.31;0;0;227819.31;0;31562.79;0;0;0;0;0;0;0;29121.71;60684.5
40.011.324/0001-40;2024-01-01;1;6931273.84;0;0;0;6931273.84;34554960.71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;34554960.71;0;;0;0;0;38.94;0;0;38.94;0;65250.51;0;0;0;0;0;0;0;18204.9;83455.41
40.011.324/0001-40;2024-02-01;1;7514867.12;0;0;0;7514867.12;33944679.97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;33944679.97;0;;0;0;0;177.14;0;0;177.14;0;66700.93;0;0;0;0;0;0;0;25312.96;92013.89
40.011.324/0001-40;2024-03-01;1;7730283.34;0;0;0;7730283.34;32251575.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;32251575.8;0;;0;0;0;9889;0;0;9889;0;66670.21;0;0;0;0;0;0;0;36483.65;103153.86
40.041.603/0001-56;2024-01-01;1;1453364.05;1000;;;1452364.05;39071139.84;0;;;;;;;;;;;;;;349149.78;;;;;;;;38721990.06;;;;;;26665.39;;;26665.39;;53013.85;;;;;;;;23590.92;76604.77
40.041.603/0001-56;2024-02-01;1;1651099.56;1000;;0;1650099.56;38649581.76;0;;;;;;0;;;;;;;;369941.04;;;;;;;;38279640.72;;;0;;0;2656.23;;;2656.23;;45522.92;;;;;;;;25691.91;71214.83
40.041.603/0001-56;2024-03-01;1;1772784.89;999.36;;;1771785.53;38461450.11;0;;;;;;;;;;;;;;369224.1;;;;;;;;38092226.01;;;;;;2441.83;;;2441.83;;47642.59;;;;;;;;27818.35;75460.94
40.041.711/0001-29;2024-01-01;1;11085766.11;0;0;0;11085766.11;282158153.47;68495507.21;0;68495507.21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;213662646.26;0;0;;0;0;;0;0;0;487076.04;0;0;487076.04;0;106990.88;0;67839998.06;0;0;0;0;0;102984888.82;170931877.76
40.041.711/0001-29;2024-02-01;2;11293676.63;0;0;0;11293676.63;290362646.26;76700000;0;76700000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;213662646.26;0;0;;0;0;;0;0;0;499267.69;0;0;499267.69;0;98784.89;0;67839998.06;0;0;0;0;0;102942243.6;170881026.55
40.041.711/0001-29;2024-03-01;1;7490420.96;0;0;0;7490420.96;294242975.21;76700000;0;76700000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;213662646.26;0;0;;3880328.95;0;;0;0;0;498336.48;0;0;498336.48;0;104148.98;0;102729264.83;0;0;0;0;0;67998987.88;170832401.69
40.041.723/0001-53;2024-01-01;1;3738964.85;1000;;;3737964.85;265020957.98;256081869.66;;;256081869.66;;;;;;;;;;;;;;;;;;;6605343.44;;;2333744.88;;;0;;;;1400000;183347.67;;5235593.67;;;;;;14361.06;6833302.4
40.041.723/0001-53;2024-02-01;1;3676398.93;1000;;0;3675398.93;263733121.46;256083469.66;;;256083469.66;;;0;;;;;;;;;;;;;;;;5294784.4;;;2354867.4;;0;377.47;;;377.47;1400000;158282.89;;3969851.08;;;;;;23444.42;5551578.39
40.041.723/0001-53;2024-03-01;1;3247189.55;1000;;;3246189.55;262455173.81;256098869.66;;;256098869.66;;;;;;;;;;;;;;;;;;;3979285.96;;;2377018.19;;;2993.84;;;2993.84;1400000;166536.32;;2819176.08;;;;;;37805.83;4423518.23
40.054.838/0001-82;2024-01-01;1;5025783.87;7594.01;;;5018189.86;24194793.26;24194793.26;;;;24194793.26;;;;;;;;;;;;;;;;;;;;;;;;2976237.14;;2923410;52827.14;;28044.55;;;1227590;;;;;56145.2;1311779.75
40.054.838/0001-82;2024-02-01;1;5025783.87;7594.01;;;5018189.86;24194793.26;24194793.26;;;;24194793.26;;;;;;;;;;;;;;;;;;;;;;;;2976237.14;;2923410;52827.14;;28044.55;;;1227590;;;;;56145.2;1311779.75
40.054.838/0001-82;2024-03-01;1;6072988;6072988;0;0;0;24194793;24194793;0;0;0;24194793;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;1836324.47;0;1825017;11307.47;0;17383;0;0;1132690;0;0;0;0;333445;1483518
40.054.913/0001-05;2024-01-01;1;476986.16;0;;;476986.16;48628450.27;0;;;;;;;;;;;;;;;;;;48628450.27;;;;;;;;;;0;;;;;67369.78;;;;;;;;19503.43;86873.21
40.054.913/0001-05;2024-02-01;1;5095539.6;2530435.06;;;2565104.54;48628450.27;0;;;;;;;;;;;;;;;;;;48628450.27;;;;;;;;;;214.4;;;214.4;;61349.56;;;;;;;;21707.6;83057.16
40.054.913/0001-05;2024-03-01;1;1073096.32;0;;;1073096.32;57478450;0;;;;;;;;;;;;;;;;;;57478450;;;;;;;;;;0;;;;;65875.62;;;;;;;;24031.52;89907.14
40.063.899/0001-06;2024-01-01;1;190.13;190.13;0;0;0;68500000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68500000;0;0;;0;0;;0;0;0;0;0;0;0;0;459159.83;0;0;0;0;0;0;0;53448.72;512608.55
40.063.899/0001-06;2024-02-01;1;190.13;190.13;0;0;0;68500000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68500000;0;0;;0;0;;0;0;0;0;0;0;0;0;459159.83;0;0;0;0;0;0;0;53448.72;512608.55
40.063.899/0001-06;2024-03-01;1;190.13;190.13;0;0;0;68500000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68500000;0;0;;0;0;;0;0;0;0;0;0;0;0;512786.83;0;0;0;0;0;0;0;52477.95;565264.78
40.067.483/0001-66;2024-01-01;1;1699.52;1699.52;0;0;0;131773751.97;130525000;0;130525000;0;0;0;0;0;0;0;0;0;0;0;0;0;1248751.97;0;0;0;0;;0;0;;0;0;0;14600736;0;14600000;736;0;23258.1;0;0;0;0;0;0;0;7319252.96;7342511.06
40.067.483/0001-66;2024-02-01;1;11025.17;11025.17;0;0;0;132164601.45;130525000;0;130525000;0;0;0;0;0;0;0;0;0;0;0;0;0;1639601.45;0;0;0;0;;0;0;;0;0;0;14600736;0;14600000;736;0;23258.1;0;0;0;0;0;0;0;7259518.74;7282776.84
40.067.483/0001-66;2024-03-01;1;9480.28;9480.28;0;0;0;136712593.01;130525000;0;130525000;0;0;0;0;0;0;0;0;0;0;0;0;0;6187593.01;0;0;0;0;;0;0;;0;0;0;14600736;0;14600000;736;0;23258.1;0;0;0;0;0;0;0;7199868.54;7223126.64
40.102.445/0001-05;2024-01-01;1;1653291.09;0;445054.75;0;1208236.34;72769843.23;17442000;0;17442000;0;0;0;0;0;0;0;0;0;0;0;1515575.73;0;0;0;49932267.5;0;0;;3880000;0;;0;0;0;243975.31;0;0;243975.31;0;82481.27;0;0;0;0;0;0;0;42070.73;124552
40.102.445/0001-05;2024-02-01;1;1654814.16;0;448799.66;0;1206014.5;73046138.28;17442000;0;17442000;0;0;0;0;0;0;0;0;0;0;0;1513170.78;0;0;0;50210967.5;0;0;;3880000;0;;0;0;0;255479.13;0;0;255479.13;0;83396.62;0;0;0;0;0;0;0;47742.48;131139.1
40.102.445/0001-05;2024-03-01;1;1579828.16;0;452612.02;0;1127216.14;73134412.17;17442000;0;17442000;0;0;0;0;0;0;0;0;0;0;0;1513170.78;0;0;0;50299241.39;0;0;;3880000;0;;0;0;0;255558.61;0;0;255558.61;0;83446.44;0;0;0;0;0;0;0;54505.72;137952.16
40.102.474/0001-69;2024-01-01;1;37012699.01;1000;;;37011699.01;151414236.64;0;;;;;;;;;;;;;;;;;;;;;;151414236.64;;;;;;0;;;;637016.17;150360.99;499841.69;;;;;;;37309.23;1324528.08
40.102.474/0001-69;2024-02-01;1;18258167.47;1000;;;18257167.47;170752231.66;0;;;;;;;;;;;;;;22216440.26;;;;;;;;148535791.4;;;;;;40983.05;;;40983.05;1908524.4;156493.05;499841.69;;;;;;;28383.19;2593242.33
40.102.474/0001-69;2024-03-01;1;0;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0
40.189.596/0001-34;2024-01-01;1;156932.23;4245.46;0;0;152686.77;241909226.5;237400000;0;237400000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;4509226.5;0;0;2566402.63;2564204.12;0;2198.51;1442613.94;122657.09;0;0;0;0;0;0;0;1468060.43;3033331.46
40.189.596/0001-34;2024-02-01;1;4391560.86;1861.11;0;0;4389699.75;237400000;237400000;0;237400000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;2502931.4;2499965.32;0;2966.08;1442723.14;105985.79;0;0;0;0;0;0;0;1130941.01;2679649.94
40.189.596/0001-34;2024-03-01;1;4407765.65;1179.07;0;0;4406586.58;237400000;237400000;0;237400000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;2438246.54;2435726.52;0;2520.02;1442528.49;111564.9;0;0;0;0;0;0;1052312.7;7725.51;2614131.6
40.225.262/0001-79;2024-01-01;1;68525.22;62722.15;0;0;5803.07;259561038.02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;259561038.02;0;0;0;0;0;0;;0;0;;0;0;0;29372.13;0;0;29372.13;0;13035.88;0;0;0;0;0;0;0;41070.98;54106.86
40.225.262/0001-79;2024-02-01;1;46096.18;10101.28;0;0;35994.9;262611913.43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;262611913.43;0;0;0;0;0;0;;0;0;;0;0;0;26842.3;0;0;26842.3;0;13035.88;0;0;0;0;0;0;0;39820.98;52856.86
40.225.262/0001-79;2024-03-01;1;20299.47;1178.92;0;0;19120.55;270601278.01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;270601278.01;0;0;0;0;0;0;;0;0;;0;0;0;34187.2;0;0;34187.2;0;13035.88;0;0;0;0;0;0;0;48394.37;61430.25
40.265.671/0001-07;2024-01-01;1;6478081.16;1000;0;0;6477081.16;698211425.38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;497068801.19;0;;0;0;201142624.19;212.52;0;0;212.52;0;228544.11;902370.33;0;0;0;0;0;0;31166683.67;32297598.11
40.265.671/0001-07;2024-02-01;1;7258917.91;1000;0;0;7257917.91;698080817.13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;497599087.83;0;;0;0;200481729.3;777;0;0;777;0;318086.67;768286.36;0;0;0;0;0;0;31909323.01;32995696.04
40.265.671/0001-07;2024-03-01;1;4842125.09;1000;0;0;4841125.09;691482106.21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;491607461.53;0;;0;0;199874644.68;1000167.99;0;0;1000167.99;0;502435.65;634202.39;0;0;0;0;0;0;24001765.37;25138403.41
40.343.867/0001-64;2024-01-01;1;121062.11;1730.96;119331.15;0;0;5848793.47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1103713.94;0;0;0;0;0;0;;4745079.53;0;;0;0;0;4639.67;0;0;4639.67;39720.32;15000;0;0;0;0;0;0;0;24571.11;79291.43
40.343.867/0001-64;2024-02-01;2;132994.71;2710.75;130283.96;0;0;5811762.15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1114228.13;0;0;0;0;0;0;;4697534.02;0;;0;0;0;3993.42;0;0;3993.42;39720.32;15000;0;0;0;0;0;0;0;25739.32;80459.64
40.343.867/0001-64;2024-03-01;1;158142.4;2046.88;156095.52;0;0;5786311.96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1125262.02;0;0;0;0;0;0;;4661049.94;0;;0;0;0;3618.42;0;0;3618.42;37237.8;0;0;0;0;0;0;0;0;22139.12;59376.92
40.346.049/0001-15;2024-01-01;1;31537301.09;24616.37;0;31512580.76;103.96;464873085.78;464857470.57;36457470.57;428400000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;15615.21;8815365.6;2938543.69;0;5876821.91;187719.1;0;0;0;0;0;200885560.17;0;0;51179.08;201124458.35
40.346.049/0001-15;2024-02-01;1;27542998.8;89060.3;0;27453833.76;104.74;465922268.66;465903259.1;37503259.1;428400000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;19009.56;8939117.48;2915073.4;0;6024044.08;187719.1;0;0;0;0;0;200532124.53;0;0;29967.69;200749811.32
40.346.049/0001-15;2024-03-01;1;27034799.44;13924.81;0;27020769.19;105.44;466315542.83;466293845.24;37836583.24;428457262;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;21697.59;8907252.08;2939033.2;0;5968218.88;187719.1;0;0;0;0;0;200864129.2;0;0;18549.49;201070397.79
40.413.979/0001-44;2024-01-01;1;19302746.25;0.01;0;0;19302746.24;696452734.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;696452734.5;0;;0;0;0;60227.39;0;0;60227.39;7484446.75;657140.27;0;0;0;0;0;0;0;62479298.62;70620885.64
40.413.979/0001-44;2024-02-01;1;17127643.53;76123.44;0;0;17051520.09;698596206.54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;698596206.54;0;;0;0;0;764.63;0;0;764.63;7484446.75;562291.44;0;0;0;0;0;0;0;62635438.8;70682176.99
40.413.979/0001-44;2024-03-01;1;13328267.16;77517.56;0;0;13250749.6;695547356.16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;695547356.16;0;;0;0;0;271.32;0;0;271.32;7144244.63;595712.84;0;0;0;0;0;0;0;51428419.82;59168377.29
40.414.001/0001-05;2024-01-01;2;743989.98;0;743989.98;0;0;69500000;69500000;0;69500000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;461035.62;424842.24;0;36193.38;0;20622.78;0;0;0;0;33184277.14;0;0;48787.5;33253687.42
40.414.001/0001-05;2024-02-01;1;203396.62;0;203396.62;0;0;69500000;69500000;0;69500000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;457018.45;424842.24;0;32176.21;0;20622.78;0;0;0;0;32845949.53;0;0;67031.66;32933603.97
40.414.001/0001-05;2024-03-01;1;414566.09;0;414566.09;0;0;69500000;69500000;0;69500000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;484436.4;424842.24;0;59594.16;0;20622.78;0;0;0;0;33193686.38;0;0;36777.5;33251086.66
40.575.940/0001-23;2024-01-01;1;6339099.29;545916.43;3871296.59;0;1921886.27;242461452.12;233957210.78;0;233957210.78;0;0;0;0;0;0;0;661545.97;0;0;0;0;0;0;0;0;0;0;;0;0;;7842695.37;0;0;7075081.78;1755227.81;0;5319853.97;1548785.04;18019.32;469118.42;7546000;0;0;88031646.64;0;0;1464813.33;99078382.75
40.575.940/0001-23;2024-02-01;2;12616622.21;546199.13;10133926.6;0;1936496.48;235649015.48;233911436.1;0;233911436.1;0;0;0;0;0;0;0;665966.03;0;0;0;0;0;0;0;0;0;0;;0;0;;1071613.35;0;0;7076325.07;1759286.13;0;5317038.94;1572251.48;15694.49;469118.42;7546000;0;0;87899375.66;0;0;1427434.34;98929874.39
40.575.940/0001-23;2024-03-01;1;3379079.9;546147.4;881614.83;0;1951317.67;243977336.79;233915789.1;0;233915789.1;0;0;0;0;0;0;0;670526.81;0;0;0;0;0;0;0;0;0;0;;0;0;;9391020.88;0;0;6884663.24;2069224.2;0;4815439.04;1572251.48;16124.97;469118.42;7546000;0;0;87238677.95;0;0;1450568.77;98292741.59
40.837.664/0001-24;2024-01-01;1;597.74;597.74;0;0;0;18697000;18697000;0;0;18697000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;768057.16;768057.16;0;0;0;5295.04;0;0;0;0;0;0;0;5116.22;10411.26
40.837.664/0001-24;2024-02-01;1;408.71;408.71;0;0;0;18697000;18697000;0;0;18697000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;768057.16;768057.16;0;0;0;5295.04;0;0;0;0;0;0;0;11200.28;16495.32
40.837.664/0001-24;2024-03-01;1;365.68;365.68;0;0;0;18697000;18697000;0;18697000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;768057.16;768057.16;0;0;0;5295.04;0;0;0;0;0;0;0;6212.68;11507.72
40.886.241/0001-02;2024-01-01;1;3340299.73;0;0;0;3340299.73;360650030.15;340150509.42;0;340150509.42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20499520.73;0;0;;0;0;;0;0;0;2202888.78;2202517.65;0;371.13;0;166569.79;0;0;0;0;0;0;0;7162185.72;7328755.51
40.886.241/0001-02;2024-02-01;1;3361957.78;0.01;0;0;3361957.77;360651073.13;340151552.4;0;340151552.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20499520.73;0;0;;0;0;;0;0;0;2247283.34;2235882.73;0;11400.61;0;167470.08;0;0;0;0;0;0;0;7154508.3;7321978.38
40.886.241/0001-02;2024-03-01;1;3249757.89;0;0;0;3249757.89;360681649.93;340182129.2;0;340182129.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20499520.73;0;0;;0;0;;0;0;0;2415202.13;2405345.05;0;9857.08;0;167504.56;0;0;0;0;0;0;0;7067135.59;7234640.15
40.886.521/0001-02;2024-01-01;1;1242518.93;544140.87;;;698378.06;159521104.12;159521104.12;;159521104.12;;;;;;;;;;;;;;;;;;;;;;;;;;55450.97;;;55450.97;;120322.42;;51637156.25;;;;;;299277.09;52056755.76
40.886.521/0001-02;2024-02-01;1;1085301.54;539767.36;;;545534.18;159524656.18;159524656.18;;159524656.18;;;;;;;;;;;;;;;;;;;;;;;;;;55209.46;;;55209.46;318655.51;106778.01;;51825058.38;;;;;;295392.39;52545884.29
40.886.521/0001-02;2024-03-01;1;1239372.46;964420.69;;;274951.77;159526101.61;159526101.61;;159526101.61;;;;;;;;;;;;;;;;;;;;;;;;;;154492.76;;;154492.76;;118305.81;;52056515.57;;;;;;649811.95;52824633.33
40.887.170/0001-54;2024-01-01;1;1585054.24;1000;;;1584054.24;15000000;0;;;;;;;;;;;;;;;;;;15000000;;;;;;;;;;0;;;;;35475.4;;;;;;;;2454630.6;2490106
40.887.170/0001-54;2024-02-01;1;1473869.49;1000;;;1472869.49;15000000;0;;;;;;;;;;;;;;;;;;15000000;;;;;;;;;;100.62;;;100.62;;35475.4;;;;;;;;2370719.87;2406195.27
40.887.170/0001-54;2024-03-01;1;1252670.22;1000;;;1251670.22;15000000;0;;;;;;;;;;;;;;;;;;15000000;;;;;;;;;;0;;;;;35475.4;;;;;;;;2200370.03;2235845.43
40.944.707/0001-70;2024-01-01;1;1793658.3;604333.07;1189325.23;0;0;67509300;67509300;0;67509300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;224414.79;0;0;224414.79;0;60608.94;0;0;0;0;0;0;0;25049.61;85658.55
40.944.707/0001-70;2024-02-01;1;1843121.19;645842.17;1197279.02;0;0;68158532.64;68158532.64;0;68158532.64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;222618.05;0;0;222618.05;0;52395.96;0;0;0;0;0;0;0;25670.87;78066.83
40.944.707/0001-70;2024-03-01;2;2015273.18;809947.31;1205325.87;0;0;67509300;67509300;0;67509300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;220726.75;0;0;220726.75;0;55244.69;0;0;0;0;0;0;0;26848.87;82093.56
40.944.736/0001-32;2024-01-01;1;66302140.39;244711.36;0;0;66057429.03;2404971134.1;2357498737;0;2357498737;0;0;0;0;0;0;0;0;0;0;18305673.28;0;0;0;0;0;0;0;;0;0;;0;0;29166723.82;27151158.22;27150371.01;0;787.21;0;17660.36;0;2439456174.06;0;35937977.33;0;0;0;15643692.34;2491055504.09
40.944.736/0001-32;2024-02-01;1;66302140.39;244711.36;0;0;66057429.03;2404971134.1;2357498737;0;2357498737;0;0;0;0;0;0;0;0;0;0;18305673.28;0;0;0;0;0;0;0;;0;0;;0;0;29166723.82;27151158.22;27150371.01;0;787.21;0;17660.36;0;2439456174.06;0;35937977.33;0;0;0;15643692.34;2491055504.09
40.944.736/0001-32;2024-03-01;1;65947917.92;119822.92;0;0;65828095;2342031256.18;2296866040;0;2296866040;0;0;0;0;0;0;0;0;0;0;19349692.2;0;0;0;0;0;0;0;;0;0;;0;0;25815523.98;54981678.13;54981394.22;0;283.91;0;17660.36;0;2096876309.21;0;35028155.11;0;0;0;330350749.53;2462272874.21
41.076.380/0001-25;2024-01-01;1;6758411.46;0;6758411.46;0;0;102691034.95;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5390000;0;0;0;0;0;0;;97301034.95;0;;0;0;0;279.14;0;0;279.14;0;96774.1;0;0;0;0;0;0;0;25903.79;122677.89
41.076.380/0001-25;2024-02-01;1;7006837.91;0;7006837.91;0;0;102286107.77;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5500000;0;0;0;0;0;0;;96786107.77;0;;0;0;0;26084.79;0;0;26084.79;0;96862.95;0;0;0;0;0;0;0;27911.25;124774.2
41.076.380/0001-25;2024-03-01;1;7170133.39;0;7170133.39;0;0;101826686.96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5485000;0;0;0;0;0;0;;96341686.96;0;;0;0;0;24724.17;0;0;24724.17;0;96752.29;0;0;0;0;0;0;0;30948.18;127700.47
41.076.564/0001-95;2024-01-01;1;9792571.06;0;0;0;9792571.06;165365088.5;0;0;0;0;0;0;0;2303180.98;0;0;0;0;0;0;19362433.18;0;0;0;0;0;0;;143398749.32;0;;300725.02;0;0;14388.09;0;0;14388.09;0;150422.67;0;0;0;0;0;0;0;60623.42;211046.09
41.076.564/0001-95;2024-02-01;1;9193323.65;0;0;0;9193323.65;165262603.28;0;0;0;0;0;0;0;2382282.78;0;0;0;0;0;0;18380814.33;0;0;0;0;0;0;;144196562.93;0;;302943.24;0;0;11430.18;0;0;11430.18;0;150174.86;0;0;0;0;0;0;0;65551.56;215726.42
41.076.564/0001-95;2024-03-01;1;7934660.02;0;0;0;7934660.02;165972777;0;0;0;0;0;0;0;2396890.38;0;0;0;0;0;0;18954926.79;0;0;0;0;0;0;;144315694.36;0;;305265.47;0;0;51694.57;0;0;51694.57;0;149565.97;0;0;0;0;0;0;0;70689.15;220255.12
41.076.607/0001-32;2024-01-01;2;29274693.22;0;0;0;29274693.22;327030000;289230000;0;289230000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;37800000;72816436.42;0.13;72763725.14;52711.15;0;201612.29;0;0;0;0;0;48263437.23;0;4355810.08;52820859.6
41.076.607/0001-32;2024-02-01;2;25764884.71;2525.73;0;0;25762358.98;327030000;289230000;0;289230000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;37800000;70532695.7;0.13;70468365.14;64330.43;0;189859.35;0;0;0;0;0;48263437.23;0;3482844.28;51936140.86
