CNPJ_Fundo;Data_Referencia;Versao;Total_Necessidades_Liquidez;Disponibilidades;Titulos_Publicos;Titulos_Privados;Fundos_Renda_Fixa;Total_Investido;Direitos_Bens_Imoveis;Terrenos;Imoveis_Renda_Acabados;Imoveis_Renda_Construcao;Imoveis_Venda_Acabados;Imoveis_Venda_Construcao;Outros_Direitos_Reais;Acoes;Debentures;Bonus_Subscricao;Certificados_Deposito_Valores_Mobiliarios;Cedulas_Debentures;Fundo_Acoes;FIP;FII;FDIC;Outras_Cotas_FI;Notas_Promissorias;Acoes_Sociedades_Atividades_FII;Cotas_Sociedades_Atividades_FII;CEPAC;CRI;CRI_CRA;Letras_Hipotecarias;LCI;LCI_LCA;LIG;Outros_Valores_Mobliarios;Valores_Receber;Contas_Receber_Aluguel;Contas_Receber_Venda_Imoveis;Outros_Valores_Receber;Rendimentos_Distribuir;Taxa_Administracao_Pagar;Taxa_Performance_Pagar;Obrigacoes_Aquisicao_Imoveis;Adiantamento_Venda_Imoveis;Adiantamento_Alugueis;Obrigacoes_Securitizacao_Recebiveis;Instrumentos_Financeiros_Derivativos;Provisoes_Contigencias;Outros_Valores_Pagar;Total_Passivo
00.332.266/0001-31;2024-01-01;1;10100284.67;655992.79;0;0;9444291.88;527941600;527941600;0;527941600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;6288159.55;5478912.25;0;809247.3;3119257.18;105112.97;0;0;0;650002.6;0;0;0;4123262.09;7997634.84
00.332.266/0001-31;2024-02-01;1;9972241.05;205473.32;0;0;9766767.73;527941600;527941600;0;527941600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;5247499.9;4425814.19;0;821685.71;2950443.44;105937.62;0;0;0;650002.6;0;0;0;4148900.35;7855284.01
00.332.266/0001-31;2024-03-01;1;8205910.12;2438104.05;0;0;5767806.07;527941600;527941600;0;527941600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;5690169.83;4658454.25;0;1031715.58;1998689.14;105937.62;0;0;0;650002.6;0;0;0;3575421.91;6330051.27
00.613.094/0001-74;2024-01-01;1;569584.13;569584.13;0;0;0;195896624.86;195896624.86;0;0;0;195896624.86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;544892.4;0;544892.4;0;22379.3;0;0;0;0;0;0;0;0;213229180.33;213251559.63
00.613.094/0001-74;2024-02-01;1;569584.13;569584.13;0;0;0;195896624.86;195896624.86;0;0;0;195896624.86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;537780.09;0;537780.09;0;22379.3;0;0;0;0;0;0;0;0;213605316.97;213627696.27
00.613.094/0001-74;2024-03-01;1;1107750.3;569584.13;0;0;538166.17;195896624.86;195896624.86;0;0;0;195896624.86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;0;0;0;0;22379.3;0;0;0;0;0;0;0;0;213996299.59;214018678.89
00.762.723/0001-28;2024-01-01;1;162753.55;5435.14;0;0;157318.41;104700000;104700000;0;104700000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;245715;20868.62;0;224846.38;15.85;47924.19;0;0;0;0;0;0;0;36596.22;84536.26
00.762.723/0001-28;2024-02-01;1;92776.1;4985.74;0;0;87790.36;104700000;104700000;0;104700000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;264161.56;20868.61;0;243292.95;15.85;48626.95;0;0;0;0;0;0;0;27950.09;76592.89
00.762.723/0001-28;2024-03-01;1;4162950.51;5500;0;0;4157450.51;104700000;104700000;0;104700000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;268904.67;20868.6;0;248036.07;15.85;48626.94;0;0;0;0;0;0;0;17249.5;65892.29
00.868.235/0001-08;2024-01-01;2;2602649.7;11911.04;0;0;2590738.66;110200000;110200000;0;110200000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;3784978.94;2586878.71;0;1198100.23;619998.61;51451.11;0;0;0;0;0;0;0;2370369.47;3041819.19
00.868.235/0001-08;2024-02-01;1;2497655.12;9296.86;0;0;2488358.26;110200000;110200000;0;110200000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;3771968.19;2573553.96;0;1198414.23;572108.41;51451.11;0;0;0;0;0;0;0;2234944.22;2858503.74
00.868.235/0001-08;2024-03-01;1;2750368.36;8504.31;0;0;2741864.05;110200000;110200000;0;110200000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;3492576.88;2271429.49;0;1221147.39;540452.59;51451.11;0;0;0;0;0;0;0;2182478.91;2774382.61
01.201.140/0001-90;2024-01-01;1;8693945.84;5260.09;0;0;8688685.75;465435882.36;465435882.36;0;0;0;465435882.36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;7351365.25;5848178.98;0;1503186.27;3963509.69;96900.4;0;0;0;35349.57;0;0;24566.75;270799.14;4391125.55
01.201.140/0001-90;2024-02-01;1;7477436.23;5322.67;0;0;7472113.56;465435882.36;465435882.36;0;0;0;465435882.36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;7029429.84;5360183.51;0;1669246.33;2458354.82;96900.4;0;0;0;25608.47;0;0;24566.75;247452.85;2852883.29
01.201.140/0001-90;2024-03-01;1;7559097.87;5562.4;0;0;7553535.47;465435882.36;465435882.36;0;0;0;465435882.36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;7285729.76;5393892.4;0;1891837.36;2462605.16;96900.4;0;0;0;46405.56;0;0;24566.75;272895.85;2903373.72
01.235.622/0001-61;2024-01-01;2;60281515.84;481619.76;;;59799896.08;2407474057.78;1663839744.78;340777389.25;599752093.35;;63679855.7;659630406.48;;;;;;;;;301325560.15;;;;209916705.4;;;;232392047.45;;;;;;934737525.72;3844612.51;768773621.98;162119291.23;60333770.57;2486037.45;;61935850.64;;;93839330.7;;1935085.14;323666993.89;544197068.39
01.235.622/0001-61;2024-02-01;1;118289106.39;362639.25;;;117926467.14;2463659433.15;1714043753.39;408723576.28;599752093.35;;58165308.1;647402775.66;;;;;;;;;304530127.6;;;;210716705.4;;;;234368846.76;;;;;;967246423.22;3532016.77;796397079.98;167317326.47;2038.92;2155064.37;;61962762.1;;;93574357.61;;1935085.14;315127769.42;474757077.56
01.235.622/0001-61;2024-03-01;1;73174372.44;692261.8;;;72482110.64;2486164697.49;1729568319.77;432187168.63;599752093.35;;56399024.27;641230033.52;;;;;;;;;310273143.59;;;;210716705.4;;;;235606528.73;;;;;;999492636.7;3596495.05;821965364.11;173930777.54;2038.92;2440029.96;;57097131.21;;;93574357.61;;1935085.14;309461204.53;464509847.37
01.356.517/0001-80;2024-01-01;1;88020043.7;386478.62;0;0;87633565.08;235462414.92;235462414.92;38979129.96;196483284.96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;13569144.48;12550956.88;0;1018187.6;170400975.19;0;0;604373.47;0;5343136.4;0;0;0;401497.07;176749982.13
01.356.517/0001-80;2024-02-01;1;87160323.58;686646.6;0;0;86473676.98;235506456.37;235506456.37;38979129.96;196527326.41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;13781935.93;12751097.8;0;1030838.13;169150975.19;0;0;604373.47;0;5451763.55;0;0;0;426760.6;175633872.81
01.356.517/0001-80;2024-03-01;1;95362141.84;390158.84;0;0;94971983;235513876.37;235513876.37;38979129.96;196534746.41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;13814885.56;12775486.35;0;1039399.21;167900975.19;0;0;604373.47;0;5515514.42;0;0;0;407810.93;174428674.01
01.497.954/0001-14;2024-01-01;1;25913.35;1;0;0;25912.35;155879000;155879000;0;0;0;155879000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;422762.03;358794.03;0;63968;29219.05;68259.27;0;0;0;11022.04;0;0;0;93791.87;202292.23
01.497.954/0001-14;2024-02-01;1;8818.1;1;0;0;8817.1;155879000;155879000;0;0;0;155879000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;454168.09;399002.16;0;55165.93;42028.43;70143.06;0;0;0;11022.04;0;0;0;84621.3;207814.83
01.497.954/0001-14;2024-03-01;1;1502.54;1;0;0;1501.54;155879000;155879000;0;0;0;155879000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;518834.26;472881.39;0;45952.87;53642.02;70372.21;0;0;0;11022.04;0;0;0;89994.36;225030.63
01.601.918/0001-59;2024-01-01;1;333418.26;6280.82;0;0;327137.44;77436522.12;71960000;0;71960000;0;0;0;0;0;0;0;0;0;0;0;5476522.12;0;0;0;0;0;0;;0;0;;0;0;0;418248.34;0;0;418248.34;250000;52086.04;0;0;0;5449.32;0;0;408113.92;20242.94;735892.22
01.601.918/0001-59;2024-02-01;1;282215.74;5322.13;0;0;276893.61;77450781.04;71960000;0;71960000;0;0;0;0;0;0;0;0;0;0;0;5490781.04;0;0;0;0;0;0;;0;0;;0;0;0;418895.05;0;0;418895.05;250000;52539.65;0;0;0;5449.32;0;0;408113.92;13153.19;729256.08
01.601.918/0001-59;2024-03-01;1;634281.99;6041.06;0;0;628240.93;77049315.08;71960000;0;71960000;0;0;0;0;0;0;0;0;0;0;0;5089315.08;0;0;0;0;0;0;;0;0;;0;0;0;419083.17;0;0;419083.17;250000;52539.65;0;0;0;5449.32;0;0;408113.92;6089.32;722192.21
01.633.741/0001-72;2024-01-01;1;917064.95;36295.49;880769.46;0;0;58390480;58390480;12172626.77;46217853.23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;232051.06;203675.03;0;28376.03;150.64;17535.94;0;0;0;0;0;0;0;79032.24;96718.82
01.633.741/0001-72;2024-02-01;1;945485.13;14711.12;930774.01;0;0;58390480;58390480;12172626.77;46217853.23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;244134.6;203675.03;0;40459.57;150.64;17535.94;0;0;0;0;0;0;0;82491.84;100178.42
01.633.741/0001-72;2024-03-01;1;977464.44;53167.11;924297.33;0;0;58390480;58390480;12172626.77;46217853.23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;264998.1;203601.2;0;61396.9;150.64;17532.25;0;0;0;0;0;0;0;101338.27;119021.16
01.636.325/0001-28;2024-01-01;2;11801696;4272256;0;0;7529440;294207180;294207180;0;0;0;294207180;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;4540378.68;2728392;0;1811986.68;422407;20833;0;0;0;907466;0;0;0;4785399;6136105
01.636.325/0001-28;2024-02-01;2;11642133;4589607;0;0;7052526;294716658;294716658;0;0;0;294716658;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;3576411.9;1781043;0;1795368.9;3650847;20833;0;0;0;901759;0;0;0;1179810;5753249
01.636.325/0001-28;2024-03-01;1;11274292;5536817;0;0;5737475;296198251;296198251;0;0;0;296198251;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;3883526.23;2251930;0;1631596.23;3816832;20833;0;0;0;896051;0;0;0;1719311;6453027
01.657.856/0001-05;2024-01-01;1;888640.68;141832.55;0;0;746808.13;49532191.95;49532191.95;0;49530663.91;0;0;0;1528.04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;1026231.25;450385.47;0;575845.78;191642;18061.68;0;0;0;0;0;0;0;1536807;1746510.68
01.657.856/0001-05;2024-02-01;1;638795.51;70893.23;0;0;567902.28;49573652.58;49573652.58;0;49572161.52;0;0;0;1491.06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;1029381.56;435994.03;0;593387.53;2840.9;18153.61;0;0;0;0;0;0;0;1512748.37;1533742.88
01.657.856/0001-05;2024-03-01;1;562034.41;146658.76;0;0;415375.65;49605617.25;49605617.25;0;49604163.17;0;0;0;1454.08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;1076468.24;472578.93;0;603889.31;2840.9;18162.74;0;0;0;0;0;0;0;1484163.32;1505166.96
01.964.775/0001-40;2024-01-01;1;1352582.23;1352582.23;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;249878.23;;;249878.23;;1032.94;;;;;;;0;3839.34;4872.28
01.964.775/0001-40;2024-02-01;1;1343776.55;1343776.55;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;249878.23;;;249878.23;;961.44;;;;;;;0;3839.34;4800.78
01.964.775/0001-40;2024-03-01;1;1341402.48;36756.27;;1304646.21;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;249878.23;;;249878.23;;1022.63;;;;;;;0;3839.34;4861.97
02.027.437/0001-44;2024-01-01;1;503623.34;5148.79;0;0;498474.55;67460000;67460000;0;67460000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;168033.1;127525.4;0;40507.7;172980.26;33601.91;0;0;0;0;0;0;0;186834.77;393416.94
02.027.437/0001-44;2024-02-01;1;265400.34;5561.59;0;0;259838.75;67460000;67460000;0;67460000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;141747.13;100660.35;0;41086.78;172980.26;34094.68;0;0;0;0;0;0;0;179860.72;386935.66
02.027.437/0001-44;2024-03-01;1;21720.74;5548.86;0;0;16171.88;67460000;67460000;0;67460000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;167907.65;127275.4;0;40632.25;172980.26;56502.75;0;0;0;0;0;0;0;194003.29;423486.3
02.508.235/0001-14;2024-01-01;1;2465433.05;5890.5;0;0;2459542.55;243000000;243000000;0;243000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;1215755.56;1215755.56;0;0;1397338.58;64695.62;0;0;0;0;0;0;0;21662.72;1483696.92
02.508.235/0001-14;2024-02-01;1;2210063.57;5094.76;0;0;2204968.81;243000000;243000000;0;243000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;1216069.56;1215755.56;0;314;2064835.73;65034.39;0;0;0;0;0;0;0;21662.72;2151532.84
02.508.235/0001-14;2024-03-01;1;2242218.64;5572.6;0;0;2236646.04;243000000;243000000;0;243000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;1215755.56;1215755.56;0;0;1108270.03;65034.39;0;0;0;0;0;0;0;8418.8;1181723.22
03.251.720/0001-18;2024-01-01;1;12503244.33;12952.43;11691069.52;0;799222.38;251326465;251326465;11874693.88;203347778.98;36103992.14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;1442232.6;1174998.78;0;267233.82;0;15000;0;0;0;0;0;0;0;9028563.04;9043563.04
03.251.720/0001-18;2024-02-01;1;12364263.17;0;10776944.88;0;1587318.29;251326465;251326465;11874693.88;203347778.98;36103992.14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;1286386.71;1236105.42;0;50281.29;127354.84;97882.69;0;0;0;0;0;0;0;9167707.99;9392945.52
03.251.720/0001-18;2024-03-01;1;12344026.43;0;10875270.52;0;1468755.91;251326465;251326465;11874693.88;203347778.98;36103992.14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;1198538.18;1150493.81;0;48044.37;0;25786.84;0;0;0;0;0;0;0;9150049.9;9175836.74
03.507.519/0001-59;2024-01-01;1;8148392.38;5498.24;0;0;8142894.14;552225710.59;552225710.59;0;0;0;552225710.59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;7015654.76;5327803.41;0;1687851.35;2938352.14;88314.08;0;0;0;345062.79;0;0;150246.25;179496.35;3701471.61
03.507.519/0001-59;2024-02-01;1;7648931.26;5302.87;0;0;7643628.39;552225710.59;552225710.59;0;0;0;552225710.59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;6750102.82;5114125.11;0;1635977.71;2945549.58;90394.57;0;0;0;337220.45;0;0;150246.25;179496.35;3702907.2
03.507.519/0001-59;2024-03-01;1;8338528.24;5610.64;0;0;8332917.6;552225710.59;552225710.59;0;0;0;552225710.59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;6517210.36;4941930.85;0;1575279.51;2924669.15;89886.66;0;0;0;329378.11;0;0;150246.25;164228.68;3658408.85
03.683.056/0001-86;2024-01-01;1;17349167.23;5340.57;0;0;17343826.66;838163716.18;792483595.3;0;792483595.3;0;0;0;0;0;0;0;0;0;0;0;45680120.88;0;0;0;0;0;0;;0;0;;0;0;0;12916438.43;4103912.29;0;8812526.14;317425.24;327082.05;0;109055864.33;0;5290.73;0;0;0;398148.19;110103810.54
03.683.056/0001-86;2024-02-01;1;17314338.09;5669.64;0;0;17308668.45;834700677.76;792667190.6;0;792667190.6;0;0;0;0;0;0;0;0;0;0;0;42033487.16;0;0;0;0;0;0;;0;0;;0;0;0;14951442.68;4169201.94;0;10782240.74;320471.65;333371.32;0;108409022.74;0;5290.73;0;0;0;398148.19;109466304.63
03.683.056/0001-86;2024-03-01;1;24034897.48;5571.18;0;0;24029326.3;828244407.34;792850785.9;0;792850785.9;0;0;0;0;0;0;0;0;0;0;0;35393621.44;0;0;0;0;0;0;;0;0;;0;0;0;15936687.79;4015885.98;0;11920801.81;323704.58;330066.66;0;107858681.08;0;5290.73;0;0;0;651985.61;109169728.66
03.855.441/0001-63;2024-01-01;1;137146105.33;6942.12;0;0;137139163.21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;579246984.13;529350081.65;0;49896902.48;0;150334.05;0;0;0;0;594809027.77;0;0;27794830.08;622754191.9
03.855.441/0001-63;2024-02-01;1;137986674.16;6187.63;0;0;137980486.53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;586927973.43;537029895.5;0;49898077.93;0;152873.62;0;0;0;0;599353313.07;0;0;27809267.58;627315454.27
03.855.441/0001-63;2024-03-01;1;138944120.58;6496.62;0;0;138937623.96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;596708466.83;546809957.24;0;49898509.59;0;152873.62;0;0;0;0;605644029.01;0;0;27823705.08;633620607.71
04.066.582/0001-60;2024-01-01;1;1222700.31;172;0;0;1222528.31;63752000;63752000;0;63752000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;576234.33;547326.86;0;28907.47;15.75;29624.21;0;0;0;0;0;0;589277.2;673546.73;1292463.89
04.066.582/0001-60;2024-02-01;1;1242307.36;193.61;0;0;1242113.75;63752000;63752000;0;63752000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;587175.98;547326.86;0;39849.12;0;26533.2;0;0;0;0;0;0;589277.2;721107.15;1336917.55
04.066.582/0001-60;2024-03-01;1;1256372.93;198.5;0;0;1256174.43;63752000;63752000;0;63752000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;585893.43;547326.86;0;38566.57;0;26093.1;0;0;0;0;0;0;589277.2;737479.38;1352849.68
04.141.645/0001-03;2024-01-01;1;2976078.26;21195.14;0;0;2954883.12;299165542.46;299165542.46;0;299165542.46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;1162544.08;1129012.74;0;33531.34;2107132.24;44320.02;0;0;0;136579.62;0;0;0;1887114.1;4175145.98
04.141.645/0001-03;2024-02-01;1;3013126.15;3540.1;0;0;3009586.05;299169951.6;299169951.6;0;299169951.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;1310227.63;1273415.98;0;36811.65;2004892.26;41825.26;0;0;0;136579.62;0;0;0;1909438.33;4092735.47
04.141.645/0001-03;2024-03-01;1;3225015.4;142508.86;0;0;3082506.54;299186394.33;299186394.33;0;299186394.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;1553173.68;1515954;0;37219.68;2217465.08;45076.12;0;0;0;136579.62;0;0;0;1857276.33;4256397.15
04.644.612/0001-78;2024-01-01;1;81985.68;1049.1;80936.58;0;0;16715130;16715130;0;16715130;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;0;0;0;0;0;16608.51;0;0;0;0;0;0;0;11659.06;28267.57
04.644.612/0001-78;2024-02-01;1;52487.28;798.64;51688.64;0;0;16715130;16715130;0;16715130;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;0;0;0;0;0;16608.51;0;0;0;0;0;0;0;11675.53;28284.04
04.644.612/0001-78;2024-03-01;1;524774.41;1040.98;523733.43;0;0;16715130;16715130;0;16715130;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;0;0;0;0;0;16608.51;0;0;0;0;0;0;0;11681.92;28290.43
04.722.883/0001-02;2024-01-01;1;8611452.21;198.5;0;829993.82;7781259.89;761414000;761414000;0;761414000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;14385929.88;12135017.55;0;2250912.33;0;85691.47;0;0;0;0;0;0;290459.88;1055257.63;1431408.98
04.722.883/0001-02;2024-02-01;1;6633026.32;198.5;0;836648.88;5796178.94;764414000;764414000;0;764414000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;14775700.73;12532195.48;0;2243505.25;0;87569.98;0;0;0;0;0;0;290459.88;1065714.08;1443743.94
04.722.883/0001-02;2024-03-01;1;7908782.04;-377.06;0;838503.74;7070655.36;764414000;764414000;0;764414000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;14551069.19;12372910.77;0;2178158.42;0;87535.23;0;0;0;0;0;0;290459.88;1044108.94;1422104.05
05.437.916/0001-27;2024-01-01;1;1955291.36;8647;1946259.54;0;384.82;128143411.42;128143411.42;71526000;56617411.42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;2248420.65;824408.34;0;1424012.31;721799.68;58764.83;0;0;0;0;0;0;0;2022454.68;2803019.19
05.437.916/0001-27;2024-02-01;1;1984722.69;17463.53;1966871.75;0;387.41;128143411.42;128143411.42;71526000;56617411.42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;2269048.17;824408.34;0;1444639.83;721799.31;58764.83;0;0;0;0;0;0;0;2045265.18;2825829.32
05.437.916/0001-27;2024-03-01;1;2012798.06;15257.73;1997150.17;0;390.16;128143411.42;128143411.42;71526000;56617411.42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;2289346.98;824408.34;0;1464938.64;721799.68;58764.83;0;0;0;0;0;0;0;2084008.75;2864573.26
05.562.312/0001-02;2024-01-01;1;672391.1;2374.08;0;0;670017.02;261400000;261400000;0;261400000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;651774.01;19633.69;0;632140.32;0;74725.48;0;0;0;0;0;0;0;53491.71;128217.19
05.562.312/0001-02;2024-02-01;1;15975.77;2374.08;0;0;13601.69;261400000;261400000;0;261400000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;759000.65;19633.69;0;739366.96;0;74725.47;0;0;0;0;0;0;0;629958.66;704684.13
05.562.312/0001-02;2024-03-01;1;348355.89;2574.08;0;0;345781.81;261400000;261400000;0;261400000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;378627.01;-268778.55;0;647405.56;0;70170.13;0;0;0;0;0;0;0;456533.66;526703.79
06.175.262/0001-73;2024-01-01;1;758855.23;3960.85;0;0;754894.38;51944000;51944000;0;51944000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;451521.08;451521.08;0;0;402058.49;13881.26;0;0;0;0;0;0;0;5860.69;421800.44
06.175.262/0001-73;2024-02-01;1;767775.42;3385.17;0;0;764390.25;51944000;51944000;0;51944000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;463658.54;451521.08;0;12137.46;422776.51;12022.12;0;0;0;0;0;0;0;7028.81;441827.44
06.175.262/0001-73;2024-03-01;1;779838.64;2618.73;0;0;777219.91;51944000;51944000;0;51944000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;462513.5;451521.08;0;10992.42;414954.14;24585.03;0;0;0;0;0;0;0;12703.23;452242.4
07.000.400/0001-46;2024-01-01;1;22823549.36;0;0;0;22823549.36;249236000;249236000;0;249236000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;397.86;202.32;0;195.54;1070683.26;53474.82;0;0;0;0;0;0;0;4472601.28;5596759.36
07.000.400/0001-46;2024-02-01;1;21854491.93;0;0;0;21854491.93;249236000;249236000;0;249236000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;11687.17;202.33;0;11484.84;18938.03;53474.82;0;0;0;0;0;0;0;4831543.7;4903956.55
07.000.400/0001-46;2024-03-01;1;66729163.33;0;0;0;66729163.33;249236000;249236000;0;249236000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;10102.62;2.24;0;10100.38;10944454.94;53474.82;0;0;0;0;0;0;0;4723130.82;15721060.58
07.122.725/0001-00;2024-01-01;1;8156549.25;38064.92;0;0;8118484.33;228298000;228298000;0;228298000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;8703463.22;3988959.73;0;4714503.49;0;101873.63;0;0;0;0;0;0;0;5219768.7;5321642.33
07.122.725/0001-00;2024-02-01;1;8507250.76;75802.91;0;0;8431447.85;228298000;228298000;0;228298000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;8668840.81;3962183.92;0;4706656.89;0;101873.63;0;0;0;0;0;0;0;5184914.7;5286788.33
07.122.725/0001-00;2024-03-01;1;8849796.86;113584.96;0;0;8736211.9;228298000;228298000;0;228298000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;8638976.9;3952464.21;0;4686512.69;0;101873.63;0;0;0;0;0;0;0;5198667.43;5300541.06
07.224.019/0001-60;2024-01-01;1;60108310.22;199.5;0;0;60108110.72;2037706986.22;2037706986.22;15513475.12;2022193511.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;74358341.61;31958310.29;0;42400031.32;0;153833.24;0;0;282986;0;0;0;439853.85;36020663.81;36897336.9
