CNPJ_Fundo;Data_Referencia;Versao;Data_Informacao_Numero_Cotistas;Total_Numero_Cotistas;Numero_Cotistas_Pessoa_Fisica;Numero_Cotistas_Pessoa_Juridica_Nao_Financeira;Numero_Cotistas_Banco_Comercial;Numero_Cotistas_Corretora_Distribuidora;Numero_Cotistas_Outras_Pessoas_Juridicas_Financeira;Numero_Cotistas_Investidores_Nao_Residentes;Numero_Cotistas_Entidade_Aberta_Previdencia_Complementar;Numero_Cotistas_Entidade_Fechada_Previdência_Complementar;Numero_Cotistas_Regime_Proprio_Previdencia_Servidores_Publicos;Numero_Cotistas_Sociedade_Seguradora_Resseguradora;Numero_Cotistas_Sociedade_Capitalizacao_Arrendamento_Mercantil;Numero_Cotistas_FII;Numero_Cotistas_Outros_Fundos;Numero_Cotistas_Distribuidores_Fundo;Numero_Cotistas_Outros_Tipos;Valor_Ativo;Patrimonio_Liquido;Cotas_Emitidas;Valor_Patrimonial_Cotas;Percentual_Despesas_Taxa_Administracao;Percentual_Despesas_Agente_Custodiante;Percentual_Rentabilidade_Efetiva_Mes;Percentual_Rentabilidade_Patrimonial_Mes;Percentual_Dividend_Yield_Mes;Percentual_Amortizacao_Cotas_Mes
00.762.723/0001-28;2019-09-01;1;2019-09-30;3288;3281;4;0;0;0;0;0;2;0;0;0;0;0;0;1;124483329.27;123478955.05;2594279;47.5966366955906;0.000239;0;0.008917;0.001099;0.007818;0
00.762.723/0001-28;2019-10-01;1;2019-10-31;3298;;;;;;;;;;;;;;;;124630338.69;123648640.9;2594279;47.6620444061722;0.000245;0;0.008992;0.001374;0.007618;0
00.762.723/0001-28;2019-11-01;1;2019-11-30;3364;;;;;;;;;;;;;;;;138894701.96;137914133.39;2594279;53.1608718221903;0.00022;0;0.122997;0.115371;0.007626;0
00.762.723/0001-28;2019-12-01;1;2019-12-31;3503;3495;4;0;0;0;1;0;2;0;0;0;0;0;0;1;139056538.25;138068995.16;2594279;53.2205653902298;0.000221;0;0.007961;0.001123;0.006838;0
00.868.235/0001-08;2019-01-01;1;2019-01-31;7;;;;;;;;;;;;;;;;102568401.42;102124269.37;54316;1880.1875942632;0.000442;0;-0.000444;-0.000444;0;0
00.868.235/0001-08;2019-02-01;1;2019-02-28;7;;;;;;;;;;;;;;;;102339205.68;101984888.63;54316;1877.62148593416;0.000333;0;-0.001365;-0.001365;0;0
00.868.235/0001-08;2019-03-01;1;2019-03-31;7;0;0;0;0;0;3;1;2;0;0;0;1;0;0;0;102570508.21;102017574.45;54316;1878.22325741955;0.000333;0;0.004607;0.00032;0.004287;0
00.868.235/0001-08;2019-04-01;1;2019-04-30;7;;;;;;;;;;;;;;;;102515729.43;102027563.79;54316;1878.40716897415;0.000333;0;0.002936;9.8E-05;0.002838;0
00.868.235/0001-08;2019-05-01;1;2019-05-31;7;;;;;;;;;;;;;;;;102640392.1;102035517.39;54316;1878.55360096472;0.000333;0;0.004257;7.8E-05;0.004179;0
00.868.235/0001-08;2019-06-01;1;2019-06-30;7;0;0;0;0;0;3;1;2;0;0;0;1;0;0;0;102652074.87;102175748.63;54316;1881.1353676633;0.000333;0;0.004318;0.001374;0.002944;0
00.868.235/0001-08;2019-07-01;1;2019-07-31;7;;;;;;;;;;;;;;;;102791878.23;102200094.38;54316;1881.58359194344;0.000353;0;0.004544;0.000238;0.004306;0
00.868.235/0001-08;2019-08-01;1;2019-08-31;7;;;;;;;;;;;;;;;;102905802.8;102218561.24;54316;1881.92358126519;0.000353;0;0.005464;0.000181;0.005283;0
00.868.235/0001-08;2019-09-01;1;2019-09-30;7;0;0;0;0;0;3;1;2;0;0;0;1;0;0;0;102711992.44;102228164.29;54316;1882.10038091907;0.000353;0;0.003224;9.4E-05;0.00313;0
00.868.235/0001-08;2019-10-01;1;2019-10-31;7;;;;;;;;;;;;;;;;102815642.98;102220473.19;54316;1881.9587817586;0.000353;0;0.003963;-7.5E-05;0.004038;0
00.868.235/0001-08;2019-11-01;1;2019-11-30;7;;;;;;;;;;;;;;;;99481227.09;98881955.47;54316;1820.49406197069;0.000365;0;-0.028207;-0.03266;0.004453;0
00.868.235/0001-08;2019-12-01;1;2019-12-31;7;0;0;0;0;0;3;1;2;0;0;0;1;0;0;0;99495241;98835556.83;54316;1819.63982675455;0.000365;0;0.004646;-0.000469;0.005115;0
01.201.140/0001-90;2019-01-01;1;2019-01-31;21188;;;;;;;;;;;;;;;;914534357.13;905183612.86;61019165;14.8344149393064;8.3E-05;0;0.00621;-0.002531;0.008741;0
01.201.140/0001-90;2019-02-01;2;2019-02-28;21117;;;;;;;;;;;;;;;;912502946.5;905155869.56;12203833;74.1698013697827;0.000101;0;0.006036;-3.1E-05;0.006067;0
01.201.140/0001-90;2019-03-01;1;2019-03-31;23764;23721;35;0;0;0;4;0;0;0;0;0;0;3;0;1;912324170.22;905334993.9;12203833;74.1844790812854;0.00015;0;0.006265;0.000198;0.006067;0
01.201.140/0001-90;2019-04-01;1;2019-04-30;25089;;;;;;;;;;;;;;;;912494928.78;905535642.7;12203833;74.2009205386537;9.8E-05;0;0.006288;0.000222;0.006066;0
01.201.140/0001-90;2019-05-01;1;2019-05-31;25762;;;;;;;;;;;;;;;;912945526.15;905922565.16;12203833;74.2326255333058;0.000107;0;0.006492;0.000427;0.006065;0
01.201.140/0001-90;2019-06-01;1;2019-06-30;26115;26064;42;0;0;0;5;0;0;0;0;0;0;3;0;1;914388131.79;906569092.31;12203833;74.2856029175424;8.3E-05;0;0.006776;0.000714;0.006062;0
01.201.140/0001-90;2019-07-01;1;2019-07-31;24718;;;;;;;;;;;;;;;;916834251.13;909987230.56;12203833;74.565690186026;8.3E-05;0;0.009828;0.00377;0.006058;0
01.201.140/0001-90;2019-08-01;1;2019-08-31;23745;;;;;;;;;;;;;;;;917426013.27;909861404.8;12203833;74.5553798384491;8.3E-05;0;0.006433;-0.000138;0.006571;0
01.201.140/0001-90;2019-09-01;1;2019-09-30;22332;22284;37;0;0;0;6;0;0;0;0;0;2;2;0;1;917047739.41;909580290.35;12203833;74.5323449075385;8.3E-05;0;0.006263;-0.000309;0.006572;0
01.201.140/0001-90;2019-10-01;1;2019-10-31;21767;;;;;;;;;;;;;;;;918542475.11;910755024.13;12203833;74.6286043188234;8.3E-05;0;0.007866;0.001292;0.006574;0
01.201.140/0001-90;2019-11-01;1;2019-11-30;21767;;;;;;;;;;;;;;;;1045507669.96;1037912175.95;12203833;85.0480480968561;8.3E-05;0;0.146183;0.139617;0.006566;0
01.201.140/0001-90;2019-12-01;1;2019-12-31;21804;21762;33;0;0;0;5;0;0;0;0;0;1;2;0;1;1048888134.95;1041198867.58;12203833;85.317364436239;8.3E-05;0;0.008928;0.003167;0.005761;0
01.235.622/0001-61;2019-01-01;2;2019-01-31;52;37;;;;;;;;;;;;1;14;;2505606757.45;2070194552.45;753397;2747.81363935614;0.00087;3E-06;-0.0419;-0.0419;0;0
01.235.622/0001-61;2019-02-01;2;2019-02-28;52;37;;;;;;;;;;;;1;14;;2462638304.78;2067333323.68;753397;2744.01586903054;0.000834;0.000877;-0.0014;-0.0014;0;0
01.235.622/0001-61;2019-03-01;2;2019-03-29;52;37;;;;;;;;;;;;1;14;;2476773919.05;2078332829.98;753397;2758.61574970434;0.000829;0.001704;0.0053;0.0053;0;0
01.235.622/0001-61;2019-04-01;2;2019-04-30;52;37;;;;;;;;;;;;1;14;;2539158499.52;2114745926.82;768166;2752.98038030842;0.000819;0.002499;0.002;0.002;0;0
01.235.622/0001-61;2019-05-01;2;2019-05-31;52;37;;;;;;;;;;;;1;14;;2538927334.07;2128857049.23;768166;2771.35026703863;0.000828;0.003305;0.0022;0.0022;0;0
01.235.622/0001-61;2019-06-01;2;2019-06-28;52;37;;;;;;;;;;;;1;14;;2576977294.06;2144053896.08;771585;2778.76565262414;0.000827;0.004113;0.0071;0.0071;0;0
01.235.622/0001-61;2019-07-01;3;2019-07-31;52;37;;;;;;;;;;;;1;14;;2586322036.94;2089251386.41;771585;2707.73976478288;0.000855;0.005081;-0.025663;-0.0256;-6.3E-05;0
01.235.622/0001-61;2019-08-01;2;2019-08-30;52;37;;;;;;;;;;;;1;14;;2572391029.45;2124804682.28;782146;2716.63433972685;0.000819;0.005848;0.0033;0.0033;0;0
01.235.622/0001-61;2019-09-01;2;2019-09-30;57;42;;;;;;;;;;;;2;13;;2641455073.37;2132106075.56;782146;2725.96941691193;0.00083;0.006655;0.0034;0.0034;0;0
01.235.622/0001-61;2019-10-01;2;2019-10-31;51;36;;;;;;;;;;;;2;13;;2736001358.49;2143714974.88;782146;2740.8117856257;0.000829;0.007455;0.0054;0.0054;0;0
01.235.622/0001-61;2019-11-01;2;2019-11-29;57;42;;;;;;;;;;;;2;13;;2753258751.4;2046419816.2;789482;2592.10446368632;0.000873;0.008689;0.0063;-0.0543;0.0606;0
01.235.622/0001-61;2019-12-01;3;2019-12-31;57;42;;;;;;;;;;;;2;13;;2656002794.83;2090698111.28;789482;2648.18971335635;0.000816;0.009371;0.0216;0.0216;0;0
01.356.517/0001-80;2019-01-01;1;2018-12-31;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;240002326.62;141170641.05;56701;2489.73811837534;0.0004;0;0.036706;0.036706;;
01.356.517/0001-80;2019-02-01;1;2018-12-31;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;243307694.37;145431825.14;56701;2564.88995149997;0.0004;0;0.030185;0.030185;;
01.356.517/0001-80;2019-03-01;1;2019-03-31;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;247586480.84;151101389.14;56701;2664.88049840391;0.0004;0;0.038984;0.038984;;
01.356.517/0001-80;2019-04-01;1;2019-03-31;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;252036723.29;156824066.63;56701;2765.80777464242;0.0004;0;0.037873;0.037873;;
01.356.517/0001-80;2019-05-01;1;2019-03-31;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;254349139.29;162589347.63;56701;2867.48642228532;0.0004;0;0.036763;0.036763;;
01.356.517/0001-80;2019-06-01;1;2019-06-30;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;258976485.76;137660569.46;56701;2427.8331856581;0.0004;0;0.035151;0.035151;;
01.356.517/0001-80;2019-07-01;1;2019-06-30;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;258029156.1;143738643.33;56701;2535.0283651082;0.0004;0;0.044153;0.044153;;
01.356.517/0001-80;2019-08-01;1;2019-06-30;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;262899777.56;149596979.65;56701;2638.34817110809;0.0004;0;0.040757;0.040757;;
01.356.517/0001-80;2019-09-01;1;2019-09-30;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;267651528.27;155390914.37;56701;2740.53216645209;0.0004;0;0.03873;0.03873;;
01.356.517/0001-80;2019-10-01;1;2019-09-30;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;272743500.99;161006594.4;56701;2839.57239554858;0.0004;0;0.036139;0.036139;;
01.356.517/0001-80;2019-11-01;1;2019-09-30;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;270721541.54;166701139.57;56701;2940.00351969101;0.0004;0;0.035368;0.035368;;
01.356.517/0001-80;2019-12-01;1;2019-12-31;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;275826133.77;138748229.11;56701;2447.01555722121;0.0004;0;0.033817;0.033817;;
01.497.954/0001-14;2019-01-01;2;2019-01-31;6;;;;;;;;;;;;;;;;146115150.11;144450291.84;8703994;16.5958629842805;0.0002;0;0.000978;0.000978;0;0
01.497.954/0001-14;2019-02-01;1;2019-02-28;6;;;;;;;;;;;;;;;;145947511.54;144607359.04;8703994;16.6139084011317;0.000199;0;0.001087;0.001087;0;0
01.497.954/0001-14;2019-03-01;1;2019-03-31;6;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;145862391.07;144837528.88;8703994;16.6403525645813;0.000199;0;0.001592;0.001592;0;0
01.497.954/0001-14;2019-04-01;1;2019-04-30;6;;;;;;;;;;;;;;;;145814976.8;145060114.61;8703994;16.6659253912629;0.0002;0;0.001537;0.001537;0;0
01.497.954/0001-14;2019-05-01;1;2019-05-31;6;;;;;;;;;;;;;;;;145725765.09;145190901.92;8703994;16.6809515172;0.000199;0;0.000902;0.000902;0;0
01.497.954/0001-14;2019-06-01;1;2019-06-30;6;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;145632889.43;144362506.09;8703994;16.5857772983299;0.000201;0;0.000791;-0.005706;0.006497;0
01.497.954/0001-14;2019-07-01;1;2019-07-31;6;;;;;;;;;;;;;;;;145325938.59;144537909.6;8703994;16.6059293698962;0.000179;0;0.001215;0.001215;0;0
01.497.954/0001-14;2019-08-01;1;2019-08-31;6;;;;;;;;;;;;;;;;145302341.42;144619962.43;8703994;16.6153564019001;0.00019;0;0.000568;0.000568;0;0
01.497.954/0001-14;2019-09-01;1;2019-09-30;6;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;145182415.36;144662387.35;8703994;16.6202305918409;0.00019;0;0.000293;0.000293;0;0
01.497.954/0001-14;2019-10-01;1;2019-10-31;6;;;;;;;;;;;;;;;;145178948;144778853.57;8703994;16.6336113708259;0.000189;0;0.000805;0.000805;0;0
01.497.954/0001-14;2019-11-01;1;2019-11-30;6;;;;;;;;;;;;;;;;145227559.29;144965615.37;8703994;16.6550683938891;0.000189;0;0.00177;0.00129;0.00048;0
01.497.954/0001-14;2019-12-01;1;2019-12-31;6;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;154172611.93;153435017.8;8703994;17.6281162188301;0.000179;0;0.062867;0.058424;0.004443;0
01.601.918/0001-59;2019-01-01;1;2019-01-31;8;;;;;;;;;;;;;;;;66430083.23;66393697.59;500000;132.78739518;0.000485;1.2E-05;0.006299;0.006299;0;0
01.601.918/0001-59;2019-02-01;1;2019-02-28;8;;;;;;;;;;;;;;;;66850016.66;66268949.68;500000;132.53789936;0.000486;1.2E-05;-0.001879;-0.001879;0;0
01.601.918/0001-59;2019-03-01;1;2019-03-31;8;0;1;1;0;0;0;0;1;0;0;0;0;0;0;5;67274725.6;66689792.29;500000;133.37958458;0.000483;1.2E-05;0.006351;0.006351;0;0
01.601.918/0001-59;2019-04-01;1;2019-04-30;8;;;;;;;;;;;;;;;;67672558.99;67098508.51;500000;134.19701702;0.00048;1.2E-05;0.006129;0.006129;0;0
01.601.918/0001-59;2019-05-01;1;2019-05-31;8;;;;;;;;;;;;;;;;68090146.21;67515953.52;500000;135.03190704;0.000477;1.2E-05;0.006221;0.006221;0;0
01.601.918/0001-59;2019-06-01;1;2019-06-30;8;0;1;1;0;0;0;0;1;0;0;0;0;0;0;5;68496120.01;65500990.02;500000;131.00198004;0.000492;1.2E-05;0.006029;-0.029844;0.035873;0
01.601.918/0001-59;2019-07-01;1;2019-07-31;8;;;;;;;;;;;;;;;;69381570.88;66387036.3;500000;132.7740726;0.000485;1.2E-05;0.013527;0.013527;0;0
01.601.918/0001-59;2019-08-01;1;2019-08-31;8;;;;;;;;;;;;;;;;69989035.95;66994501.39;500000;133.98900278;0.000481;1.2E-05;0.00915;0.00915;0;0
01.601.918/0001-59;2019-09-01;1;2019-09-30;8;1;1;0;0;0;0;0;1;0;0;0;0;0;0;5;70374662.26;67381462.53;500000;134.76292506;0.000478;1.2E-05;0.005776;0.005776;0;0
01.601.918/0001-59;2019-10-01;1;2019-10-31;8;;;;;;;;;;;;;;;;71216468.38;68221933.82;500000;136.44386764;0.000472;1.2E-05;0.012473;0.012473;0;0
01.601.918/0001-59;2019-11-01;1;2019-11-30;8;;;;;;;;;;;;;;;;87250775.37;84818930.14;500000;169.63786028;0.00038;1E-05;0.243279;0.243279;0;0
01.601.918/0001-59;2019-12-01;1;2019-12-31;8;1;1;0;0;0;0;0;1;0;0;0;0;0;0;5;89526586.48;85212732.44;500000;170.42546488;0.000378;1E-05;0.02684;0.004643;0.022197;0
01.633.741/0001-72;2019-01-01;1;2019-01-31;318;;;;;;;;;;;;;;;;68085446.94;67829309.69;508008;133.520160489599;0.000164;2.4E-05;0.000738;0.000738;0;
01.633.741/0001-72;2019-02-01;1;2019-02-28;327;;;;;;;;;;;;;;;;68077864.31;67828336.29;508008;133.518244378041;0.000165;3.2E-05;-1.4E-05;-1.4E-05;0;
01.633.741/0001-72;2019-03-01;1;2019-03-29;337;325;;;;;1;;6;;;;3;2;;;68093584.3;67831239.94;508008;133.523960134486;0.000165;2.3E-05;4.3E-05;4.3E-05;0;
01.633.741/0001-72;2019-04-01;1;2019-04-30;341;;;;;;;;;;;;;;;;68135921.67;67884175.08;508008;133.628161525015;0.001997;2.3E-05;0.00078;0.00078;0;
01.633.741/0001-72;2019-05-01;1;2019-05-31;;;;;;;;;;;;;;;;;68201242.94;67915103.74;508008;133.689043755216;0.000196;2.3E-05;0.000456;0.000456;0;
01.633.741/0001-72;2019-06-01;1;2019-06-30;367;356;;;;;1;;5;;;;3;2;;;68232745.89;67764759.31;508008;133.393094813468;0.000236;2.4E-05;0.001153;-0.002213;0.003366;
01.633.741/0001-72;2019-07-01;1;2019-07-31;368;;;;;;;;;;;;;;;;68239306.19;67807925.06;508008;133.478065424167;0.000191;2.4E-05;0.000637;0.000637;0;
01.633.741/0001-72;2019-08-01;1;2019-08-30;362;;;;;;;;;;;;;;;;68195828.21;67882735.59;508008;133.625327927907;0.000191;3.1E-05;0.001103;0.001103;0;
01.633.741/0001-72;2019-09-01;1;2019-09-30;350;340;;;;;1;;5;;;;3;1;;;68246255.08;67969168.28;508008;133.795468339081;0.000195;2.3E-05;0.001273;0.001273;0;
01.633.741/0001-72;2019-10-01;1;2019-10-31;344;;;;;;;;;;;;;;;;68312428.93;67927964.93;508008;133.714360659675;0.000195;2.5E-05;0.001188;-0.000606;0.001794;
01.633.741/0001-72;2019-11-01;1;2019-11-29;349;;;;;;;;;;;;;;;;68251025.95;67873084.06;508008;133.606329152297;0.000197;2.5E-05;0.001121;-0.000823;0.001944;
01.633.741/0001-72;2019-12-01;1;2019-12-30;347;338;;;;;;;5;;;;3;1;;;66760925.26;66398374.06;508008;130.703402426733;0.000202;3.4E-05;-0.019706;-0.021727;0.002021;
01.636.325/0001-28;2019-01-01;1;2019-01-31;4;;;;;;;;;;;;;;;;253745103.34;250895665.13;233608;1074.00288145098;0.000219;0;-0.00031;-0.005664;0.005354;0
01.636.325/0001-28;2019-02-01;1;2019-02-28;4;;;;;;;;;;;;;;;;253557263.15;250597726.73;233608;1072.72750389541;0.000207;0;0.003928;-0.001187;0.005115;0
01.636.325/0001-28;2019-03-01;1;2019-03-31;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;254422850.47;251919255.32;233608;1078.38453871443;0.000193;0;0.009234;0.005274;0.00396;0
01.636.325/0001-28;2019-04-01;1;2019-04-30;4;;;;;;;;;;;;;;;;254664260.68;252108730.01;233608;1079.19561834355;0.00017;0;0.005689;0.000752;0.004937;0
01.636.325/0001-28;2019-05-01;1;2019-05-31;4;;;;;;;;;;;;;;;;254466053.58;251959831.7;233608;1078.55823302284;0.000187;0;0.003839;-0.000591;0.00443;0
01.636.325/0001-28;2019-06-01;1;2019-06-30;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;254710019.47;252140093.13;233608;1079.32987367727;0.000221;0;0.006207;0.000715;0.005492;0
01.636.325/0001-28;2019-07-01;1;2019-07-31;4;;;;;;;;;;;;;;;;253934120.27;251153851.37;233608;1075.10809291634;0.000258;0;0.002679;-0.003911;0.00659;0
01.636.325/0001-28;2019-08-01;1;2019-08-31;4;;;;;;;;;;;;;;;;253476646.05;250734653.84;233608;1073.31364439574;0.000301;0;0.004273;-0.001669;0.005942;0
01.636.325/0001-28;2019-09-01;1;2019-09-30;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;253083317.22;250383940.97;233608;1071.81235646896;0.000276;0;0.004722;-0.001399;0.006121;0
