CNPJ_Fundo;Data_Referencia;Versao;Data_Informacao_Numero_Cotistas;Total_Numero_Cotistas;Numero_Cotistas_Pessoa_Fisica;Numero_Cotistas_Pessoa_Juridica_Nao_Financeira;Numero_Cotistas_Banco_Comercial;Numero_Cotistas_Corretora_Distribuidora;Numero_Cotistas_Outras_Pessoas_Juridicas_Financeira;Numero_Cotistas_Investidores_Nao_Residentes;Numero_Cotistas_Entidade_Aberta_Previdencia_Complementar;Numero_Cotistas_Entidade_Fechada_Previdência_Complementar;Numero_Cotistas_Regime_Proprio_Previdencia_Servidores_Publicos;Numero_Cotistas_Sociedade_Seguradora_Resseguradora;Numero_Cotistas_Sociedade_Capitalizacao_Arrendamento_Mercantil;Numero_Cotistas_FII;Numero_Cotistas_Outros_Fundos;Numero_Cotistas_Distribuidores_Fundo;Numero_Cotistas_Outros_Tipos;Valor_Ativo;Patrimonio_Liquido;Cotas_Emitidas;Valor_Patrimonial_Cotas;Percentual_Despesas_Taxa_Administracao;Percentual_Despesas_Agente_Custodiante;Percentual_Rentabilidade_Efetiva_Mes;Percentual_Rentabilidade_Patrimonial_Mes;Percentual_Dividend_Yield_Mes;Percentual_Amortizacao_Cotas_Mes
00.332.266/0001-31;2023-01-01;1;2023-01-31;3998;;;;;;;;;;;;;;;;544165713.98;536125450.99;2800149;191.463186776847;0.000196;0;0.002277;-0.004172;0.006449;0
00.332.266/0001-31;2023-02-01;1;2023-02-28;4004;;;;;;;;;;;;;;;;545445430.06;536413763.21;2800149;191.566149947735;0.000196;0;0.003776;0.000538;0.003238;0
00.332.266/0001-31;2023-03-01;1;2023-03-31;3962;3924;12;;;;;;1;;;;10;15;;;545171518.74;537674165.97;2800149;192.016269837784;0.000195;0;0.006631;0.00235;0.004281;0
00.332.266/0001-31;2023-04-01;1;2023-04-30;3935;;;;;;;;;;;;;;;;545655820.08;537595812.3;2800149;191.988287873252;0.000196;0;0.005062;-0.000146;0.005208;0
00.332.266/0001-31;2023-05-01;1;2023-05-31;3932;;;;;;;;;;;;;;;;543409142.39;536352498;2800149;191.544270679882;0.000196;0;0.001229;-0.002313;0.003542;0
00.332.266/0001-31;2023-06-01;2;2023-06-30;3885;3848;13;;;;;;1;;;;9;14;;;551431017.19;539280198.21;2800149;192.589822259458;0.000195;0;0.014856;0.005459;0.009397;0
00.332.266/0001-31;2023-07-01;2;2023-07-31;3940;;;;;;;;;;;;;;;;547023366.12;538683307.17;2800149;192.376658231401;0.000195;0;0.004812;-0.001107;0.005919;0
00.332.266/0001-31;2023-08-01;1;2023-08-31;3936;;;;;;;;;;;;;;;;546961006.02;538142680.48;2800149;192.183587544806;0.000195;0;0.005234;-0.001004;0.006238;0
00.332.266/0001-31;2023-09-01;1;2023-09-30;3962;3926;11;;;;1;;1;;;;9;14;;;545841791.02;537658259.98;2800149;192.010589429348;0.000195;0;0.005344;-0.0009;0.006244;0
00.332.266/0001-31;2023-10-01;1;2023-10-31;3987;;;;;;;;;;;;;;;;542955789.52;535903026.23;2800149;191.383753589541;0.000196;0;0.000901;-0.003265;0.004166;0
00.332.266/0001-31;2023-11-01;1;2023-11-30;3987;;;;;;;;;;;;;;;;545132659.71;537534328.72;2800149;191.966330620263;0.000196;0;0.008165;0.003044;0.005121;0
00.332.266/0001-31;2023-12-01;1;2023-12-31;3982;3947;11;;;;1;;1;;;;9;13;;;544307796.55;538246777.78;2800149;192.220763173674;0.000195;0;0.003669;0.001325;0.002344;0
00.613.094/0001-74;2023-01-01;1;2023-01-31;696;680;9;0;2;0;0;0;5;0;0;0;0;0;0;0;1152592.81;-12176856;758400;-16.0559810126582;0;0;-0.0084;-0.0084;0;
00.613.094/0001-74;2023-02-01;1;2023-02-28;698;683;9;0;1;0;0;0;5;0;0;0;0;0;0;0;1152118.35;-12536949.41;758400;-16.5307877241561;0;0;-0.0296;-0.0296;0;
00.613.094/0001-74;2023-03-01;1;2023-03-31;667;52;7;;;;;;5;;;;;;;603;197049804.33;-12899955.35;758400;-17.0094347969409;0;0;0;0;0;0
00.613.094/0001-74;2023-04-01;1;2023-04-28;667;52;7;;;;;;5;;;;;;;603;197048326.97;-13244892.55;758400;-17.4642570543249;0;0;0;0;0;0
00.613.094/0001-74;2023-05-01;1;2023-05-31;667;52;7;;;;;;5;;;;;;;603;197042618.09;-13710932.32;758400;-18.0787609704641;0;0;0;0;0;0
00.613.094/0001-74;2023-06-01;1;2023-06-30;667;52;7;;;;;;5;;;;;;;603;197025805.92;-14173093.3;758400;-18.6881504483122;0;0;0;0;0;0
00.613.094/0001-74;2023-07-01;1;2023-07-31;667;52;7;;;;;;5;;;;;;;603;197023209.62;-14548034.91;758400;-19.1825354825949;0;0;0;0;0;0
00.613.094/0001-74;2023-08-01;1;2023-08-31;667;52;7;;;;;;5;;;;;;;603;197023158.76;-14943407.94;758400;-19.7038606803797;0;0;0;0;0;0
00.613.094/0001-74;2023-09-01;1;2023-09-29;667;52;7;;;;;;5;;;;;;;603;197005124.02;-15347784.94;758400;-20.2370582014768;0;0;0;0;0;0
00.613.094/0001-74;2023-10-01;1;2023-10-31;667;52;7;;;;;;5;;;;;;;603;197004048.03;-15755640.25;758400;-20.7748421017932;0;0;0;0;0;0
00.613.094/0001-74;2023-11-01;1;2023-11-30;667;52;7;;;;;;5;;;;;;;603;197006959.87;-16094640.69;758400;-21.2218363528481;0;0;0;0;0;0
00.613.094/0001-74;2023-12-01;1;2023-12-29;667;52;7;;;;;;5;;;;;;;603;197009988.21;-16138455.91;758400;-21.2796095859705;0;0;0;0;0;0
00.762.723/0001-28;2023-01-01;1;2023-01-31;3181;;;;;;;;;;;;;;;;108293485.24;108223523.09;3155589;34.2958234072942;0.000443;0;0.02547;0.02547;0;0
00.762.723/0001-28;2023-02-01;1;2023-02-28;3181;;;;;;;;;;;;;;;;107715997.65;107663274.28;3155589;34.1182816520149;0.000445;0;-0.005177;-0.005177;0;0
00.762.723/0001-28;2023-03-01;1;2023-03-31;3093;3083;6;;;;;;3;;;;1;;;;107122292.67;107074352.63;3155589;33.931653529658;0.000448;0;-0.00547;-0.00547;0;0
00.762.723/0001-28;2023-04-01;1;2023-04-30;3054;;;;;;;;;;;;;;;;106478313.54;106430373.5;3155589;33.7275777992635;0.00045;0;-0.006014;-0.006014;0;0
00.762.723/0001-28;2023-05-01;1;2023-05-31;3021;;;;;;;;;;;;;;;;105780362;105732421.96;3155589;33.5063983173981;0.000453;0;-0.006558;-0.006558;0;0
00.762.723/0001-28;2023-06-01;1;2023-06-30;2964;2954;6;;;;;;3;;;;1;;;;108509811.07;108461871.03;3408174;31.8240415630188;0.000442;0;-0.05021;-0.05021;0;0
