CNPJ_Fundo;Data_Referencia;Versao;Data_Informacao_Numero_Cotistas;Total_Numero_Cotistas;Numero_Cotistas_Pessoa_Fisica;Numero_Cotistas_Pessoa_Juridica_Nao_Financeira;Numero_Cotistas_Banco_Comercial;Numero_Cotistas_Corretora_Distribuidora;Numero_Cotistas_Outras_Pessoas_Juridicas_Financeira;Numero_Cotistas_Investidores_Nao_Residentes;Numero_Cotistas_Entidade_Aberta_Previdencia_Complementar;Numero_Cotistas_Entidade_Fechada_Previdência_Complementar;Numero_Cotistas_Regime_Proprio_Previdencia_Servidores_Publicos;Numero_Cotistas_Sociedade_Seguradora_Resseguradora;Numero_Cotistas_Sociedade_Capitalizacao_Arrendamento_Mercantil;Numero_Cotistas_FII;Numero_Cotistas_Outros_Fundos;Numero_Cotistas_Distribuidores_Fundo;Numero_Cotistas_Outros_Tipos;Valor_Ativo;Patrimonio_Liquido;Cotas_Emitidas;Valor_Patrimonial_Cotas;Percentual_Despesas_Taxa_Administracao;Percentual_Despesas_Agente_Custodiante;Percentual_Rentabilidade_Efetiva_Mes;Percentual_Rentabilidade_Patrimonial_Mes;Percentual_Dividend_Yield_Mes;Percentual_Amortizacao_Cotas_Mes
03.683.056/0001-86;2024-03-01;1;2024-03-31;34501;34307;130;;1;;3;1;8;2;;;15;32;;2;868215992.61;759046263.95;3690695;205.664858231309;0.000457;3E-06;0.006572;0.002041;0.004531;0
03.855.441/0001-63;2024-01-01;1;2024-01-31;2;;;;;;;;;;;;;;;;716393089.46;93638897.56;144210661;0.649320216069185;0.001605;1.1E-05;0.040977;0.040977;0;0
03.855.441/0001-63;2024-02-01;1;2024-02-29;2;;;;;;;;;;;;;;;;724914647.59;97599193.32;144210661;0.676782095326503;0.001566;1.1E-05;0.042293;0.042293;0;0
03.855.441/0001-63;2024-03-01;1;2024-03-31;2;;2;;;;;;;;;;;;;;735652587.41;102031979.7;144210661;0.707520366334081;0.001498;1.1E-05;0.045418;0.045418;0;0
04.066.582/0001-60;2024-01-01;1;2024-01-31;3265;3255;9;0;0;0;1;0;0;0;0;0;0;0;0;0;65550934.64;64258470.75;200000;321.292354;0.000461;0;0.016444;0.008172;0.008272;0
04.066.582/0001-60;2024-02-01;1;2024-02-29;3267;3256;10;0;0;0;1;0;0;0;0;0;0;0;0;0;65581483.34;64244565.79;200000;321.222829;0.000413;0;0.00782;-0.000216;0.008036;0
04.066.582/0001-60;2024-03-01;1;2024-03-28;3221;3211;9;0;0;0;1;0;0;0;0;0;0;0;0;0;65594266.36;64241416.68;200000;321.207083;0.000406;0;0.00751;-4.9E-05;0.007559;0
04.141.645/0001-03;2024-01-01;1;2024-01-31;14668;;;;;;;;;;;;;;;;303304164.8;299129018.82;1380670;216.65497100683;0.000148;0;0.004106;9E-05;0.004016;0
04.141.645/0001-03;2024-02-01;1;2024-02-29;14503;;;;;;;;;;;;;;;;303493305.38;299400569.91;1380670;216.851651669117;0.00014;0;0.004508;0.000908;0.0036;0
04.141.645/0001-03;2024-03-01;1;2024-03-31;14328;14295;22;;;;;;9;;;;;2;;;303964583.41;299708186.26;1380670;217.074453895572;0.00015;0;0.00527;0.001027;0.004243;0
04.644.612/0001-78;2024-01-01;1;2024-01-31;1;;;;;;;;1;;;;;;;;16797115.68;16768848.11;1306216.4796358;12.8377251178729;0.00099043833488453;0.000561248449402288;0.001813;0.001813;0;
04.644.612/0001-78;2024-02-01;1;2024-02-29;1;;;;;;;;1;;;;;;;;16767617.28;16739333.24;1306216.4796358;12.8151294222434;0.000992184680349908;0.00056223804527115;-0.00176;-0.00176;0;
04.644.612/0001-78;2024-03-01;1;2024-03-28;1;;;;;;;;1;;;;;;;;17239904.41;17211613.98;1345265.77987406;12.7942108076304;0.000964959475578477;0.000546810427594774;-0.001632;-0.001632;0;
04.722.883/0001-02;2024-01-01;1;2024-01-31;671;642;12;0;0;0;0;0;3;0;0;0;7;7;0;0;784411382.09;782979973.11;3935562;198.949978;0.000109;0;0.01198;0.008879;0.003101;0
04.722.883/0001-02;2024-02-01;1;2024-02-29;656;627;12;0;0;0;0;0;3;0;0;0;6;8;0;0;785822727.05;784378983.11;3935562;199.305457;0.000112;0;0.004233;0.001787;0.002446;0
04.722.883/0001-02;2024-03-01;1;2024-03-28;646;617;12;0;0;0;0;0;3;0;0;0;6;8;0;0;786873851.23;785451747.18;3935562;199.578039;0.000111;0;0.003777;0.001368;0.002409;0
05.437.916/0001-27;2024-01-01;1;2024-01-31;2355;;;;;;;;;;;;;;;;132347123.43;129544104.24;383936;337.410673237206;0.000454;0;0.00497;-0.000599;0.005569;
05.437.916/0001-27;2024-02-01;1;2024-02-29;2345;;;;;;;;;;;;;;;;132397182.28;129571352.96;383936;337.481645274212;0.000454;0;0.005782;0.00021;0.005572;
05.437.916/0001-27;2024-03-01;1;2024-03-31;2329;2319;9;;;1;;;;;;;;;;;132445556.46;129580983.2;383936;337.506728204701;0.000453;0;0.005645;7.4E-05;0.005571;
05.562.312/0001-02;2024-01-01;1;2024-01-31;2518;2471;40;0;0;0;0;0;0;0;0;0;0;4;0;3;262724165.11;262595947.92;111648;2351.998674;0.000285;0;-0.001883;-0.001063;-0.00082;0
05.562.312/0001-02;2024-02-01;1;2024-02-29;2501;2456;38;0;0;0;0;0;0;0;0;0;1;3;0;3;262174976.42;261470292.29;111648;2341.91649;0.000286;0;-0.00679;-0.004287;-0.002503;0
05.562.312/0001-02;2024-03-01;1;2024-03-28;2484;2438;39;0;0;0;0;0;0;0;0;0;1;3;0;3;262126982.9;261600279.11;112563;2324.034355;0.000268;0;-0.009663;-0.007636;-0.002027;0
06.175.262/0001-73;2024-01-01;1;2024-01-31;528;;;;;;;;;;;;;;;;53154376.31;52732575.87;236000;223.44311809322;0.000263;2.8E-05;0.0081;0.000472;0.007628;0
06.175.262/0001-73;2024-02-01;1;2024-02-29;527;;;;;;;;;;;;;;;;53175433.96;52733606.52;236000;223.447485254237;0.000228;2.8E-05;0.008031;2E-05;0.008011;0
06.175.262/0001-73;2024-03-01;1;2024-03-28;527;522;4;;;;;;;;;;1;;;;53186352.14;52734109.74;236000;223.449617542373;0.000238;2.8E-05;0.007879;1E-05;0.007869;0
07.000.400/0001-46;2024-01-01;1;2024-01-31;7377;7237;135;1;0;0;0;0;0;0;0;0;0;0;0;4;272059947.22;266463187.86;130000;2049.71683;0.000201;0;0.003914;-3.6E-05;0.00395;0
07.000.400/0001-46;2024-02-01;1;2024-02-29;7258;7118;135;1;0;0;0;0;0;0;0;0;0;0;0;4;271102179.1;266198222.55;130000;2047.678635;0.000201;0;-0.000924;-0.000994;7E-05;0
07.000.400/0001-46;2024-03-01;1;2024-03-28;7094;6951;136;1;0;0;1;0;0;0;0;0;1;0;0;4;315975265.95;300254205.37;130000;2309.647734;0.000178;0;0.296592;0.127935;0.168657;0
07.122.725/0001-00;2024-01-01;1;2024-01-31;2228;2149;51;0;0;0;6;1;0;0;0;0;5;15;0;1;245158012.47;239836370.14;111177;2157.248083;0.000425;0;0.003206;0.001286;0.00192;0
07.122.725/0001-00;2024-02-01;1;2024-02-29;2209;2130;50;0;0;0;7;1;0;0;0;0;6;14;0;1;245474091.57;240187303.24;111177;2160.404609;0.000424;0;0.002992;0.001463;0.001529;0
07.122.725/0001-00;2024-03-01;1;2024-03-28;2195;2117;50;0;0;0;6;1;0;0;0;0;6;14;0;1;245786773.76;240486232.7;111177;2163.09338;0.000424;0;0.002655;0.001245;0.00141;0
07.224.019/0001-60;2024-01-01;1;2024-01-31;3;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;2172173638.05;2135276301.15;1491314;1431.808661;7.2E-05;0;0.011023;0.004564;0.006459;0
07.224.019/0001-60;2024-02-01;1;2024-02-29;3;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;2169719446.58;2132569890.94;1491314;1429.993879;6.9E-05;0;0.004908;-0.001267;0.006175;0
07.224.019/0001-60;2024-03-01;1;2024-03-28;3;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;2168304958.22;2128409862.95;1491314;1427.204373;7E-05;0;0.001808;-0.001951;0.003759;0
07.583.627/0001-61;2024-01-01;1;2024-01-31;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4759518910.71;4423011999.96;224952;19662.025676411;5.8E-05;0;0.004208;0.004208;0;0
07.583.627/0001-61;2024-02-01;1;2024-02-29;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4762866907.28;4449852529.4;224952;19781.342372595;5.8E-05;0;0.006068;0.006068;0;0
07.583.627/0001-61;2024-03-01;1;2024-03-28;7;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4766222386.66;4469944520.8;224952;19870.6591663999;5.8E-05;0;0.004515;0.004515;0;0
07.789.135/0001-27;2024-01-01;2;2024-01-01;70;63;5;;;;2;;;;;;;;;;3268473885.17;2890123941.81;668376.15213937;4324.09793880161;2.56826494276624E-05;7.80160313328262E-07;0.00037;0.00037;0;
07.789.135/0001-27;2024-02-01;2;2024-02-01;70;63;5;;;;2;;;;;;;;;;3124464455.8;2886111567.69;668376.15213937;4318.09477111354;2.42376354341662E-05;7.81244919718982E-07;-0.001386;-0.001386;0;
07.789.135/0001-27;2024-03-01;1;2024-03-01;70;63;5;;;;2;;;;;;;;;;3124464455.8;2886111567.69;668376.15213937;4318.09477111354;2.42376354341662E-05;7.81244919718982E-07;-0.001386;-0.001386;0;
08.014.513/0001-63;2024-01-01;2;2024-01-31;6145;6105;19;1;0;0;2;0;0;0;0;0;4;14;0;0;266585810.87;266245210.65;1293286;205.867233;0.000306;0;0.023412;0.015719;0.007693;0
08.014.513/0001-63;2024-02-01;1;2024-02-29;6101;6066;15;1;0;0;2;0;0;0;0;0;3;14;0;0;266697660.23;264236966.77;1293286;204.314411;0.000308;0;0.00039;-0.007543;0.007933;0
08.014.513/0001-63;2024-03-01;1;2024-03-28;6052;6016;16;1;0;0;2;0;0;0;0;0;3;14;0;0;266759315.35;264316998.15;1293286;204.376293;0.000307;0;0.007356;0.000303;0.007053;0
08.098.114/0001-28;2024-01-01;1;2024-01-31;268;;;;;;;;;;;;;;;;840216877.86;833489290.49;8898724;93.66391074608;0.000758887639249864;;0.00698;0.00057;0.00641;
08.098.114/0001-28;2024-02-01;1;2024-02-29;278;;;;;;;;;;;;;;;;840490795.98;833897228.42;8898724;93.7097530409978;0.00065541406227666;;0.006895;0.000489;0.006406;
08.098.114/0001-28;2024-03-01;1;2024-03-28;283;257;1;;;;1;;;;;;4;20;;;840836555.58;834205640.05;8898724;93.7444110020718;0.000690006770950985;;0.006773;0.00037;0.006403;
08.417.532/0001-30;2024-01-01;1;2024-01-31;2;;;;;;;;;;;;;;;;1319553510.99;334555936.5;46971;7122.60621447276;0.000578;3E-06;0.01038;0.01038;0;0
08.417.532/0001-30;2024-02-01;1;2024-02-29;2;;;;;;;;;;;;;;;;1228713166.54;337191356.24;46971;7178.71359434545;0.000531;3E-06;0.007877;0.007877;0;0
08.417.532/0001-30;2024-03-01;1;2024-03-31;2;;2;;;;;;;;;;;;;;1235773761.44;340748805.53;46971;7254.45073619893;0.000529;3E-06;0.01055;0.01055;0;0
08.431.747/0001-06;2024-01-01;1;2024-01-31;110083;;;;;;;;;;;;;;;;3265268603.09;2945918011.06;12729800;231.41903337523;0.000518;2.6E-05;0.007129;-0.00043;0.007559;0
08.431.747/0001-06;2024-02-01;1;2024-02-29;113209;;;;;;;;;;;;;;;;3258062428.04;2939114089.44;12729800;230.884545667646;0.000451;2.3E-05;0.006332;-0.00231;0.008642;0
08.431.747/0001-06;2024-03-01;1;2024-03-28;114447;114130;228;;1;;16;;3;;;;19;49;;1;3267028971.92;2944933409.61;12729800;231.341687191472;0.000472;2.4E-05;0.00956;0.00198;0.00758;0
08.693.497/0001-82;2024-01-01;1;2024-01-31;53;51;1;0;0;0;0;0;0;0;0;0;0;1;0;0;282728582.58;282223030.33;621129.2239;454.370877234;0.000559;0;0.00357361;0.00357361;0;0
08.693.497/0001-82;2024-02-01;1;2024-02-29;53;51;1;0;0;0;0;0;0;0;0;0;0;1;0;0;284639081.37;284163509.43;621129.2239;457.494992193;0.000486;0;0.00687569;0.00687569;0;0
08.693.497/0001-82;2024-03-01;1;2024-03-28;53;51;1;0;0;0;0;0;0;0;0;0;0;1;0;0;287069481.71;286586541.81;623851.2214;459.38283357;0.000511;0;0.00412647;0.00412647;0;0
08.696.175/0001-97;2024-01-01;1;2024-01-31;7389;;;;;;;;;;;;;;;;190430029.21;188835380.89;927162;203.670319631305;0.000127;0;0.007844;0.000768;0.007076;0
08.696.175/0001-97;2024-02-01;1;2024-02-29;7345;;;;;;;;;;;;;;;;190575410.6;188974412.62;927162;203.820273716999;0.000127;0;0.007808;0.000736;0.007072;0
08.696.175/0001-97;2024-03-01;2;2024-03-31;7344;7327;15;;;;;;2;;;;;;;;190648635.77;189056674.9;927162;203.908998535315;0.000127;0;0.0075;0.000435;0.007065;0
08.706.065/0001-69;2024-01-01;3;2024-01-31;33788;33704;74;0;1;1;3;0;0;0;0;0;4;1;0;0;212755067.05;211029663.38;1504334;140.281123;0.000965;0;-0.015803;-0.021818;0.006015;0
08.706.065/0001-69;2024-02-01;3;2024-02-29;34047;33960;77;0;1;1;3;0;0;0;0;0;4;1;0;0;213222635.35;208507724.77;1504334;138.604675;0.000973;0;-0.005779;-0.011951;0.006172;0
08.706.065/0001-69;2024-03-01;2;2024-03-28;34421;34332;79;0;1;1;2;0;0;0;0;0;4;1;0;1;210187079.66;206918879.51;1504334;137.548496;0.000972;0;-0.007411;-0.00762;0.000209;0
08.924.783/0001-01;2024-01-01;2;2024-01-31;148034;147736;206;0;2;0;15;2;4;0;1;0;24;38;0;6;3326676013.65;2643255566.98;26638202;99.228002;0.00013;0;0.009813;0.006885;0.002928;0
08.924.783/0001-01;2024-02-01;1;2024-02-29;148660;148336;232;0;2;0;14;2;4;0;1;0;25;38;0;6;3330733580.62;2647452932.39;26638202;99.385572;0.000125;0;0.007317;0.001588;0.005729;0
08.924.783/0001-01;2024-03-01;2;2024-03-28;145664;145343;230;0;1;0;13;2;4;0;1;0;25;38;0;7;3058465669.41;2652675593.83;26638202;99.581631;0.000125;0;0.020307;0.001973;0.018334;0
09.006.914/0001-34;2024-01-01;1;2024-01-31;8717;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;126792501.62;125508209.13;1851786;67.7768430747397;0.000148;0;0.005925;0.000904;0.005021;0
09.006.914/0001-34;2024-02-01;1;2024-02-29;8647;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;126560254.23;125347470.9;1851786;67.6900413438702;0.000128;0;0.003735;-0.001281;0.005016;0
09.006.914/0001-34;2024-03-01;1;2024-03-31;8542;8509;12;0;0;0;0;1;19;0;0;0;0;1;0;0;126701987.63;125499571.61;1851786;67.7721786480727;0.000135;0;0.006236;0.001213;0.005023;0
09.072.017/0001-29;2024-01-01;1;2024-01-31;150557;;;;;;;;;;;;;;;;1892796800.7;1811123305.93;11817767;153.254274342183;0.000759;2.8E-05;0.00455;-0.000537;0.005087;0
09.072.017/0001-29;2024-02-01;1;2024-02-29;151644;;;;;;;;;;;;;;;;1890550720.95;1809252331.43;11817767;153.095955558271;0.0006436;2.38E-05;0.004057;-0.001033;0.00509;0
09.072.017/0001-29;2024-03-01;1;2024-03-28;152612;152383;188;0;1;0;3;1;0;0;0;0;13;16;0;7;1892979570.41;1814301960.1;11817767;153.523246828271;0.000667;2.5E-05;0.007886;0.002791;0.005095;0
09.150.967/0001-24;2024-01-01;1;2024-01-31;63;;;;;;;;;;;;;;;;37163752.01;10139327.84;73304.97449994;138.317050229767;0.004248;0;0.003986;0.003986;0;
09.150.967/0001-24;2024-02-01;1;2024-02-29;63;;;;;;;;;;;;;;;;34769306.99;8283926.82;73304.97449994;113.006339290204;0.005199;0;0.004983;-0.182991;0.187974;
09.150.967/0001-24;2024-03-01;1;2024-03-29;63;61;;;;;;;;;;;;2;;;33979415.58;8055230.3;73304.97449994;109.886543920789;0.002581;0;-0.015838;-0.027607;0.011769;
09.276.964/0001-31;2024-01-01;1;2024-01-31;1;;1;;;;;;;;;;;;;;363160703.36;363112197.44;1206204.149626;301.037098531445;3E-05;0;4.1E-05;4.1E-05;0;0
09.276.964/0001-31;2024-02-01;1;2024-02-29;1;;1;;;;;;;;;;;;;;412654021.64;412602484.1;1206204.149626;342.066875021059;2E-05;0;1.2E-05;1.2E-05;0;0
09.276.964/0001-31;2024-03-01;1;2024-03-28;1;;1;;;;;;;;;;;;;;412964380.02;412909620.63;1206868.34768813;342.133109564906;2E-05;0;0.000744;0.000744;0;0
