;Papel;Cotação;P/L;P/VP;PSR;Div.Yield;P/Ativo;P/Cap.Giro;P/EBIT;P/Ativ Circ.Liq;EV/EBIT;EV/EBITDA;Mrg Ebit;Mrg. Líq.;Liq. Corr.;ROIC;ROE;Liq.2meses;Patrim. Líq;Dív.Brut/ Patrim.;Cresc. Rec.5a;LPA;VPA
244;FGUI4;0.38;-0.39;-0.07;0.507;0,00%;0.798;-0.07;-1.83;-0.06;-14.24;-14.24;-27,72%;-129,00%;0.04;-60,74%;17,32%;0.0;-222024000.0;-0.46;2,13%;-0.97;-5.58
245;LIGT3;5.32;-0.37;0.65;0.149;0,00%;0.085;-0.18;-1.39;-0.13;-7.59;-16.59;-10,70%;-39,79%;0.29;-7,06%;-173,47%;5204590.0;3048560000.0;3.46;2,32%;-14.20;8.18
246;WISA4;0.25;-0.35;-0.01;0.219;0,00%;0.029;-0.06;-0.31;-0.01;-19.27;-19.27;-71,41%;-62,75%;0.18;-9,78%;2,39%;0.0;-205386000.0;-0.52;-48,66%;-0.72;-29.96
247;INEP3;2.89;-0.35;-0.07;13.67;0,00%;0.103;-0.1;-2.1;-0.04;-16.82;-18.34;-652,32%;-3.745,68%;0.08;-5,20%;20,32%;222046.0;-1806160000.0;-0.5;-8,47%;-8.28;-40.76
248;INEP4;2.74;-0.33;-0.07;12.961;0,00%;0.098;-0.09;-1.99;-0.04;-16.71;-18.22;-652,32%;-3.745,68%;0.08;-5,20%;20,32%;127184.0;-1806160000.0;-0.5;-8,47%;-8.28;-40.76
249;LETO3;0.8;-0.32;-0.05;0.0;0,00%;0.096;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;17,05%;0.0;-58642000.0;0.0;-17,38%;-2.50;-14.65
250;SEQL3;0.42;-0.32;1.29;0.159;0,00%;0.096;-0.68;-0.45;-0.14;-3.15;-5.52;-35,25%;-50,03%;0.64;-23,23%;-404,55%;4913550.0;126809000.0;7.77;-14,83%;-1.32;0.33
251;WISA3;0.2;-0.28;-0.01;0.175;0,00%;0.023;-0.05;-0.25;-0.01;-19.21;-19.21;-71,41%;-62,75%;0.18;-9,78%;2,39%;0.0;-205386000.0;-0.52;-48,66%;-0.72;-29.96
252;SNSY5;4.88;-0.28;-0.02;0.042;0,00%;0.075;26.31;0.83;-0.02;4.09;3.08;5,11%;-15,52%;1.01;9,97%;7,00%;131707.0;-1945580000.0;-0.08;19,95%;-17.64;-252.15
253;ESTR4;2.25;-0.27;-0.03;0.114;0,00%;0.062;-0.03;-4.62;-0.03;-26.01;-54.57;-2,46%;-42,60%;0.22;-1,60%;12,38%;6470.24;-549899000.0;-0.15;9,53%;-8.42;-68.02
254;VVAR11;14.58;-0.26;0.1;0.015;0,00%;0.014;-0.1;0.32;-0.03;5.13;2.89;4,81%;-5,91%;0.74;6,25%;-40,32%;0.0;4434000000.0;1.95;4,63%;-56.41;139.90
255;VVAR4;4.84;-0.26;0.1;0.015;0,00%;0.014;-0.1;0.32;-0.03;5.13;2.89;4,81%;-5,91%;0.74;6,25%;-40,32%;0.0;4434000000.0;1.95;4,63%;-18.80;46.63
256;AMAR3;2.43;-0.23;1.55;0.074;0,00%;0.067;-0.51;-1.72;-0.12;-13.24;9.89;-4,32%;-32,42%;0.75;-5,38%;-673,21%;1634040.0;107804000.0;12.27;-2,34%;-10.58;1.57
257;DOCA4;5.0;-0.18;-0.01;-1.393;0,00%;0.014;-0.15;-0.12;-0.01;-6.71;-6.62;1.165,92%;636,17%;0.61;-12,48%;8,24%;0.0;-390317000.0;-0.82;-38,80%;-27.75;-336.76
258;RPMG3;2.1;-0.17;-0.03;0.029;0,00%;0.024;-0.03;-0.14;-0.03;-0.14;-0.14;-20,57%;-16,72%;0.55;-17,50%;16,32%;41373.2;-5058390000.0;0.0;51,32%;-12.19;-74.73
259;TEKA3;50.0;-0.17;-0.01;0.088;0,00%;0.022;-0.01;-24.88;-0.01;-559.85;162.79;-0,35%;-52,84%;0.04;-0,15%;7,43%;988.68;-2032660000.0;-0.27;22,20%;-300.08;-4041.08
260;DUQE4;2.95;-0.17;-1.19;1.275;0,00%;0.045;-0.08;-0.17;-0.06;-1.23;-1.35;-732,92%;-767,60%;0.33;-28,21%;715,74%;0.0;-6987000.0;-7.19;-42,70%;-17.76;-2.48
261;SJOS4;0.09;-0.15;-0.01;0.676;0,00%;0.292;-0.01;-6.08;-0.01;-138.86;-138.86;-11,13%;-442,57%;0.02;0,49%;4,54%;0.0;-175230000.0;-0.16;2,37%;-0.59;-12.98
262;FTRX3;0.13;-0.15;-0.02;0.206;0,00%;0.023;-0.04;-0.19;-0.01;-1.77;-2.27;-106,22%;-138,83%;0.06;-11,99%;13,50%;0.0;-154535000.0;-0.16;-31,25%;-0.88;-6.49
263;RSID3;3.64;-0.14;-0.06;-1.548;0,00%;0.116;-0.06;-0.92;-0.05;-8.64;-8.77;169,20%;1.107,44%;0.22;-14,01%;41,43%;205373.0;-1248330000.0;-0.51;-28,52%;-25.86;-62.42
264;TEKA4;40.0;-0.13;-0.01;0.07;0,00%;0.018;-0.01;-19.9;-0.01;-554.88;161.34;-0,35%;-52,84%;0.04;-0,15%;7,43%;176586.0;-2032660000.0;-0.27;22,20%;-300.08;-4041.08
265;FTRX4;0.11;-0.13;-0.02;0.174;0,00%;0.019;-0.03;-0.16;-0.01;-1.74;-2.24;-106,22%;-138,83%;0.06;-11,99%;13,50%;0.0;-154535000.0;-0.16;-31,25%;-0.88;-6.49
266;MEND6;9.5;-0.12;-0.01;62.941;0,00%;0.103;-0.04;-0.1;-0.01;-12.77;-12.78;-63.858,20%;-53.010,90%;0.0;-105,25%;5,30%;0.0;-15574200000.0;-0.81;-2,39%;-80.01;-1510.73
267;PMAM4;5.84;-0.1;-0.08;0.31;0,00%;0.174;-0.1;-0.48;-0.06;-5.68;-6.64;-65,13%;-297,02%;0.15;-53,28%;78,99%;0.0;-4007930000.0;-0.91;-30,00%;-55.93;-70.80
268;FBMC4;1.96;-0.09;-0.02;0.095;0,00%;0.034;-0.04;-0.07;-0.02;-0.53;-0.59;-135,59%;-101,97%;0.31;-64,70%;24,19%;0.0;-63552000.0;-0.15;-31,66%;-21.15;-87.42
269;NEXP3;4.57;-0.09;-0.08;0.129;0,00%;0.094;-0.23;4.18;-0.05;21.55;4.06;3,08%;-143,98%;0.47;2,49%;96,62%;6494.98;-143251000.0;-0.41;-6,75%;-52.12;-53.94
270;MEND5;6.5;-0.08;0.0;43.065;0,00%;0.071;-0.03;-0.07;0.0;-12.74;-12.74;-63.858,20%;-53.010,90%;0.0;-105,25%;5,30%;0.0;-15574200000.0;-0.81;-2,39%;-80.01;-1510.74
271;CTNM4;1.25;-0.08;0.16;0.032;0,00%;0.012;-0.04;-0.1;-0.02;-2.82;-3.82;-33,48%;-70,52%;0.49;-14,43%;-197,20%;148841.0;240294000.0;5.43;-4,20%;-15.47;7.84
272;RCTB33;57.0;-0.07;0.0;0.012;0,00%;0.001;0.0;-0.02;-0.01;3.63;18.01;-78,09%;-17,09%;4.96;-11,71%;-4,28%;0.0;1586870000.0;0.07;58,75%;-786.05;18370.20
273;TENE7;9.8;-0.07;-0.01;74.113;0,00%;0.11;-2.64;-1.26;-0.01;-1.26;-2.27;-5.868,75%;-102.881,00%;0.0;-8,95%;14,01%;0.0;-117537000.0;0.0;0,00%;-136.04;-971.38
274;VPTA4;10.5;-0.07;-0.01;0.26;0,00%;0.054;-0.02;-0.13;-0.01;-6.89;-6.89;-193,57%;-396,38%;0.23;-45,00%;10,11%;0.0;-867658000.0;-0.34;-58,91%;-159.84;-1581.27
275;PMAM3;3.64;-0.07;-0.05;0.193;0,00%;0.109;-0.06;-0.3;-0.04;-5.5;-6.43;-65,13%;-297,02%;0.15;-53,28%;78,99%;99610.7;-4007930000.0;-0.91;-30,00%;-55.93;-70.80
276;OIBR4;1.96;-0.06;-0.05;0.129;0,00%;0.044;-0.33;-0.32;-0.03;-6.03;-12.71;-39,58%;-224,73%;0.72;-17,87%;84,29%;675774.0;-26822900000.0;-0.94;-17,48%;-34.24;-40.62
277;SGPS3;0.88;-0.06;0.27;0.044;0,00%;0.017;-0.05;-0.1;-0.03;-2.16;-2.8;-42,31%;-77,23%;0.45;-20,14%;-470,13%;338396.0;165504000.0;6.43;-1,31%;-15.56;3.31
278;RCTB31;41.0;-0.05;0.0;0.009;0,00%;0.001;0.0;-0.01;0.0;3.63;18.03;-78,09%;-17,09%;4.96;-11,71%;-4,28%;0.0;1586870000.0;0.07;58,75%;-786.05;18370.20
279;VPSC4;9.99;-0.05;4.3;0.029;0,00%;0.033;-0.06;-0.13;-0.06;-0.2;-0.2;-22,82%;-55,90%;0.43;-28,56%;-8.246,83%;0.0;1232000.0;6.15;-10,02%;-191.71;2.32
280;VAGV3;1.14;-0.05;-0.01;0.014;0,00%;0.037;-0.08;-0.27;-0.01;-8.9;-8.9;-5,08%;-29,29%;0.52;-15,14%;20,73%;0.0;-8194580000.0;-0.31;1,06%;-24.30;-117.19
281;DHBI4;1.01;-0.04;-0.01;0.046;0,00%;0.018;-0.01;-0.2;-0.01;-21.09;-51.1;-23,58%;-154,81%;0.12;-10,50%;21,03%;0.0;-456340000.0;-0.99;-23,62%;-22.86;-108.73
282;OSXB3;4.46;-0.04;0.0;0.33;0,00%;0.005;-0.02;-1.76;0.0;-735.61;1185.27;-18,77%;-927,13%;0.02;-0,32%;5,25%;193668.0;-6229240000.0;-0.94;47,86%;-103.90;-1978.79
283;RCTB41;33.51;-0.04;0.0;0.007;0,00%;0.001;0.0;-0.01;0.0;3.64;18.04;-78,09%;-17,09%;4.96;-11,71%;-4,28%;0.0;1586870000.0;0.07;58,75%;-786.05;18370.20
284;VAGV4;1.02;-0.04;-0.01;0.012;0,00%;0.033;-0.07;-0.24;-0.01;-8.87;-8.87;-5,08%;-29,29%;0.52;-15,14%;20,73%;0.0;-8194580000.0;-0.31;1,06%;-24.30;-117.19
285;GAFP3;0.12;-0.04;-0.01;0.372;0,00%;0.015;-0.09;-0.48;-0.01;-46.92;-46.92;-77,57%;-981,28%;0.51;-3,21%;38,79%;0.0;-80712500.0;-1.43;-58,09%;-3.17;-8.17
286;ARTE3;7.7;-0.04;-0.04;0.0;0,00%;0.103;0.0;-0.52;0.0;-15.85;-15.85;0,00%;0,00%;0.0;0,00%;102,90%;0.0;-33570000.0;0.0;-64,35%;-218.63;-212.47
287;TROR3;2.63;-0.03;-0.01;0.598;0,00%;0.532;-0.01;-6.57;-0.01;-728.92;-728.92;-9,11%;-1.745,52%;0.01;-9,77%;21,14%;0.0;-1959650000.0;-0.8;6,34%;-76.72;-362.90
288;VPSC3;6.03;-0.03;2.59;0.017;0,00%;0.02;-0.03;-0.08;-0.04;-0.15;-0.15;-22,82%;-55,90%;0.43;-28,56%;-8.246,83%;0.0;1232000.0;6.15;-10,02%;-191.71;2.32
289;VPTA3;5.0;-0.03;0.0;0.124;0,00%;0.026;-0.01;-0.06;0.0;-6.82;-6.82;-193,57%;-396,38%;0.23;-45,00%;10,11%;0.0;-867658000.0;-0.34;-58,91%;-159.84;-1581.27
290;ARTE4;6.81;-0.03;-0.03;0.0;0,00%;0.091;0.0;-0.46;0.0;-15.79;-15.79;0,00%;0,00%;0.0;0,00%;102,90%;0.0;-33570000.0;0.0;-64,35%;-218.63;-212.47
291;AMER3;0.55;-0.03;-0.02;0.029;0,00%;0.021;-0.01;-0.07;-0.01;-2.86;-3.36;-39,45%;-99,25%;0.22;-48,06%;54,76%;10594000.0;-31185000000.0;-0.72;36,25%;-18.92;-34.55
292;PDGR3;0.31;-0.03;0.0;0.178;0,00%;0.023;-0.01;-1.4;0.0;-81.18;-84.87;-12,68%;-685,26%;0.22;-2,41%;17,17%;740729.0;-5380590000.0;-0.27;-0,88%;-11.88;-69.17
293;RCTB42;20.0;-0.03;0.0;0.004;0,00%;0.0;0.0;-0.01;0.0;3.64;18.06;-78,09%;-17,09%;4.96;-11,71%;-4,28%;0.0;1586870000.0;0.07;58,75%;-786.05;18370.20
294;OIBR3;0.81;-0.02;-0.02;0.053;0,00%;0.018;-0.14;-0.13;-0.01;-5.84;-12.31;-39,58%;-224,73%;0.72;-17,87%;84,29%;23425400.0;-26822900000.0;-0.94;-17,48%;-34.24;-40.62
295;RPMG4;0.26;-0.02;0.0;0.004;0,00%;0.003;0.0;-0.02;0.0;-0.02;-0.02;-20,57%;-16,72%;0.55;-17,50%;16,32%;0.0;-5058390000.0;0.0;51,32%;-12.19;-74.73
296;TROR4;1.56;-0.02;0.0;0.355;0,00%;0.316;0.0;-3.9;0.0;-726.24;-726.24;-9,11%;-1.745,52%;0.01;-9,77%;21,14%;0.0;-1959650000.0;-0.8;6,34%;-76.72;-362.90
297;GAFP4;0.05;-0.02;-0.01;0.155;0,00%;0.006;-0.04;-0.2;0.0;-46.65;-46.65;-77,57%;-981,28%;0.51;-3,21%;38,79%;0.0;-80712500.0;-1.43;-58,09%;-3.17;-8.17
298;MILK33;0.3;-0.02;-0.02;0.077;0,00%;0.029;-0.08;-0.04;-0.02;-0.11;-0.12;-176,80%;-508,08%;0.5;-70,91%;165,12%;0.0;-516285000.0;-0.04;-42,04%;-19.88;-12.04
299;CESP4;16.29;-0.01;0.0;0.004;0,00%;0.0;0.01;0.01;0.0;1.71;1.05;44,45%;-32,33%;3.09;5,14%;-5,64%;0.0;7961190000.0;0.31;0,54%;-1288.66;22830.30
300;TENE5;0.5;0.0;0.0;3.781;0,00%;0.006;-0.13;-0.06;0.0;-0.06;-0.11;-5.868,75%;-102.881,00%;0.0;-8,95%;14,01%;0.0;-117537000.0;0.0;0,00%;-136.04;-971.38
301;CGOS4;16.0;0.0;0.0;0.0;0,00%;0.0;0.0;-0.16;0.0;-313.85;-313.85;-0,20%;-10,48%;0.54;-0,08%;-39,02%;0.0;453387000.0;2.48;8,97%;-5397.29;13831.20
302;CBMA3;0.01;0.0;0.0;2.521;0,00%;0.007;-0.5;-0.04;0.0;-806.75;-806.75;-5.880,34%;-564.625,00%;0.61;-16,95%;10,35%;0.0;-21642000000.0;-0.89;-11,80%;-21.83;-210.97
303;CBMA4;0.01;0.0;0.0;2.521;0,00%;0.007;-0.5;-0.04;0.0;-806.75;-806.75;-5.880,34%;-564.625,00%;0.61;-16,95%;10,35%;0.0;-21642000000.0;-0.89;-11,80%;-21.83;-210.97
304;EQMA5B;0.0;0.0;0.0;0.0;0,00%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;0,00%;0.0;3657630000.0;0.0;11,07%;0.00;0.00
305;ALBA3;2.15;0.0;0.0;0.0;0,00%;0.0;0.0;0.0;0.0;-1.27;-1.27;9,50%;9,62%;1.83;20,40%;19,77%;0.0;354860000.0;0.03;14,69%;0.00;0.00
306;SEBB3;0.0;0.0;0.0;0.0;0,00%;0.0;0.0;0.0;0.0;-0.23;-0.23;9,24%;7,40%;2.44;24,15%;23,01%;0.0;145783000.0;0.01;50,04%;0.00;0.00
307;VGOR3;0.0;0.0;0.0;0.0;0,00%;0.0;0.0;0.0;0.0;6.77;6.77;4,50%;-4,59%;1.04;6,00%;-24,29%;0.0;135178000.0;1.89;4,77%;0.00;0.00
308;ECIS3;211.65;0.0;0.0;0.0;0,00%;0.0;0.0;0.0;0.0;1.53;1.53;34,90%;14,18%;1.38;12,48%;7,33%;0.0;129346000.0;0.38;4,66%;0.00;0.00
309;DUFB11;0.0;0.0;0.0;0.0;0,00%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;0,00%;0.0;0.0;0.0;0,00%;0.00;0.00
310;VNET3;0.0;0.0;0.0;0.0;0,00%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;0,00%;0.0;12258800000.0;0.0;-8,03%;0.00;0.00
311;ARPS3;0.3;0.0;0.0;0.0;0,00%;0.0;0.0;0.0;0.0;-14.08;-14.08;-4,92%;-11,59%;0.91;-6,64%;20,34%;0.0;-12690000.0;-1.24;-17,53%;0.00;0.00
312;MMAQ3;0.0;0.0;0.0;0.0;0,00%;0.0;0.0;0.0;0.0;-25.45;-25.45;-0,50%;3,40%;1.69;-1,19%;13,08%;0.0;254977000.0;0.72;30,33%;0.00;0.00
313;ECIS4;145.0;0.0;0.0;0.0;0,00%;0.0;0.0;0.0;0.0;1.53;1.53;34,90%;14,18%;1.38;12,48%;7,33%;0.0;129346000.0;0.38;4,66%;0.00;0.00
314;MLPA3;0.0;0.0;0.0;0.0;0,00%;0.0;0.0;0.0;0.0;-2.08;-2.08;6,66%;8,92%;0.0;0,00%;45,13%;0.0;44578000.0;0.0;-7,51%;0.00;0.00
315;EQMA6B;0.0;0.0;0.0;0.0;0,00%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;0,00%;0.0;3657630000.0;0.0;11,07%;0.00;0.00
316;MSAN4;6.44;0.0;0.0;0.0;0,00%;0.0;0.0;0.0;0.0;0.21;0.21;6,27%;2,42%;1.18;11,78%;11,81%;0.0;2533030000.0;0.39;101,35%;0.00;0.00
317;MSAN3;6.44;0.0;0.0;0.0;0,00%;0.0;0.0;0.0;0.0;0.21;0.21;6,27%;2,42%;1.18;11,78%;11,81%;0.0;2533030000.0;0.39;101,35%;0.00;0.00
318;ARPS4;0.0;0.0;0.0;0.0;0,00%;0.0;0.0;0.0;0.0;-14.08;-14.08;-4,92%;-11,59%;0.91;-6,64%;20,34%;0.0;-12690000.0;-1.24;-17,53%;0.00;0.00
319;BPNM3;0.0;0.0;0.0;0.0;0,00%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;8,57%;0.0;8107320000.0;0.0;14,11%;0.00;0.00
320;SALM3;5.7;0.0;0.0;0.0;0,00%;0.0;0.0;0.0;0.0;1.1;1.1;10,22%;4,13%;1.31;25,78%;19,53%;0.0;475600000.0;0.8;24,53%;0.00;0.00
321;CCHI3;0.02;0.0;-0.01;0.0;0,00%;0.077;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;0,00%;0.0;-160477000.0;0.0;20,36%;0.00;-2.06
322;CCHI4;0.02;0.0;-0.01;0.0;0,00%;0.077;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;0,00%;0.0;-160477000.0;0.0;20,36%;0.00;-2.06
323;VVAX4;0.0;0.0;0.0;0.0;0,00%;0.0;0.0;0.0;0.0;-4.44;-4.44;-7,36%;-37,76%;2.19;-6,52%;-92,03%;0.0;144676000.0;1.55;0,00%;0.00;0.00
324;ILLS4;100.01;0.0;0.0;0.0;0,00%;0.0;0.0;0.0;0.0;0.73;0.73;8,43%;-10,22%;0.5;8,14%;36,09%;0.0;-18567000.0;-0.22;9,33%;0.00;0.00
325;VVAX3;0.0;0.0;0.0;0.0;0,00%;0.0;0.0;0.0;0.0;-4.44;-4.44;-7,36%;-37,76%;2.19;-6,52%;-92,03%;0.0;144676000.0;1.55;0,00%;0.00;0.00
326;REPA4;1.08;0.0;0.0;0.0;0,00%;0.0;0.0;0.0;0.0;4.54;4.54;5,18%;1,22%;1.99;4,05%;1,91%;0.0;378378000.0;0.42;1,09%;0.00;0.00
327;REPA3;1.0;0.0;0.0;0.0;0,00%;0.0;0.0;0.0;0.0;4.54;4.54;5,18%;1,22%;1.99;4,05%;1,91%;0.0;378378000.0;0.42;1,09%;0.00;0.00
328;INHA3;0.0;0.0;0.0;0.0;0,00%;0.0;0.0;0.0;0.0;-14.2;-19.25;-10,02%;-18,29%;2.03;-2,40%;-12,88%;0.0;1687910000.0;1.16;31,32%;0.00;0.00
329;VSPT4;0.0;0.0;0.0;0.0;0,00%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;0,00%;0.0;1076110000.0;0.0;14,95%;0.00;0.00
330;SALM4;5.9;0.0;0.0;0.0;0,00%;0.0;0.0;0.0;0.0;1.1;1.1;10,22%;4,13%;1.31;25,78%;19,53%;0.0;475600000.0;0.8;24,53%;0.00;0.00
331;SASG3;0.98;0.0;0.0;0.0;0,00%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;0,00%;0.0;0.0;0.0;0,00%;0.00;0.00
332;ICPI3;0.0;0.0;0.0;0.0;0,00%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;0,00%;0.0;0.0;0.0;0,00%;0.00;0.00
333;SLCP3;610.02;0.0;0.0;0.0;0,00%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;0,00%;0.0;0.0;0.0;0,00%;0.00;0.00
334;SGEN4;0.6;0.0;0.09;71.251;0,00%;0.059;-1.0;-3.81;-0.24;-4.5;-4.5;-1.871,17%;0,00%;0.65;-1,59%;0,00%;0.0;156981000.0;0.02;-59,85%;0.00;6.47
335;SGEN3;5.0;0.0;0.77;593.76;0,00%;0.493;-8.34;-31.73;-2.01;-32.42;-32.42;-1.871,17%;0,00%;0.65;-1,59%;0,00%;0.0;156981000.0;0.02;-59,85%;0.00;6.47
336;SFSA3;0.0;0.0;0.0;0.0;0,00%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;6,25%;0.0;739524000.0;0.0;0,15%;0.00;0.00
337;BPAT33;20.0;0.0;0.82;0.0;35,72%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;0,00%;0.0;876492000.0;0.0;0,00%;0.00;24.38
338;ABCB3;0.0;0.0;0.0;0.0;0,00%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;14,50%;0.0;5871730000.0;0.0;45,86%;0.00;0.00
339;SEBB4;0.0;0.0;0.0;0.0;0,00%;0.0;0.0;0.0;0.0;-0.23;-0.23;9,24%;7,40%;2.44;24,15%;23,01%;0.0;145783000.0;0.01;50,04%;0.00;0.00
340;BSGR3;1091.28;0.0;0.0;0.0;0,00%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;0,00%;0.0;0.0;0.0;0,00%;0.00;0.00
341;BOVH3;15.71;0.0;6.16;0.0;0,00%;4.874;6.9;0.0;6.91;0.0;0.0;0,00%;0,00%;4.4;0,00%;0,00%;0.0;1843320000.0;0.0;0,00%;0.00;2.55
342;BMEF3;11.0;0.0;4.16;0.0;0,00%;3.482;10.24;0.0;11.3;0.0;0.0;0,00%;0,00%;3.7;0,00%;0,00%;0.0;2674780000.0;0.0;0,00%;0.00;2.65
343;GALO4;0.25;0.0;0.0;0.0;0,00%;0.0;0.0;0.0;0.0;0.0;0.0;13,98%;-184,58%;0.0;39,37%;7,62%;0.0;-60607000.0;0.0;-28,97%;0.00;0.00
344;ESTC4;0.0;0.0;0.0;0.0;0,00%;0.0;0.0;0.0;0.0;5.12;2.64;16,20%;3,80%;1.52;9,69%;5,81%;0.0;3239030000.0;1.65;8,98%;0.00;0.00
345;BBTG11;15.01;0.0;0.0;0.0;0,00%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;0,00%;0.0;0.0;0.0;0,00%;0.00;0.00
346;TNEP3;3.01;0.0;0.0;0.0;0,00%;0.0;0.0;0.0;0.0;-1.09;-1.09;20,92%;25,42%;2.39;20,53%;22,80%;0.0;955105000.0;0.06;8,15%;0.00;0.00
347;TNEP4;3.95;0.0;0.0;0.0;0,00%;0.0;0.0;0.0;0.0;-1.09;-1.09;20,92%;25,42%;2.39;20,53%;22,80%;0.0;955105000.0;0.06;8,15%;0.00;0.00
348;CSPC3;1.24;0.0;0.0;0.0;0,00%;0.0;0.0;0.0;0.0;1.43;1.43;38,62%;18,85%;1.43;29,18%;45,33%;0.0;2126670000.0;1.48;41,15%;0.00;0.00
349;CSPC4;1.2;0.0;0.0;0.0;0,00%;0.0;0.0;0.0;0.0;1.43;1.43;38,62%;18,85%;1.43;29,18%;45,33%;0.0;2126670000.0;1.48;41,15%;0.00;0.00
350;AGEI3;7.8;0.0;1.25;0.0;0,00%;0.47;1.39;0.0;-12.59;0.0;0.0;0,00%;0,00%;2.45;0,00%;0,00%;0.0;1878210000.0;1.01;0,00%;0.00;6.26
351;LECO3;0.0;0.0;0.0;0.0;0,00%;0.0;0.0;0.0;0.0;-3.0;-3.0;-2,14%;-4,72%;0.82;-3,48%;-14,82%;0.0;105928000.0;0.2;3,58%;0.00;0.00
352;CZRS3;0.0;0.0;0.0;0.0;0,00%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;3,34%;0.0;1145670000.0;0.0;14,44%;0.00;0.00
353;DAYC3;0.0;0.0;0.0;0.0;0,00%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;17,33%;0.0;3009030000.0;0.0;8,15%;0.00;0.00
354;ODER3;0.0;0.0;0.0;0.0;0,00%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;0,00%;0.0;498120000.0;0.0;24,75%;0.00;0.00
355;LATS3;22.0;0.0;0.0;0.0;0,00%;0.0;0.0;0.0;0.0;1.27;1.27;11,74%;1,30%;1.67;11,63%;1,84%;0.0;680646000.0;0.39;15,37%;0.00;0.00
356;BBTG12;3.15;0.0;33248.3;0.0;0,00%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;0,00%;0.0;8000.0;0.0;0,00%;0.00;0.00
357;CLSC6;0.0;0.0;0.0;0.0;0,00%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;0,00%;0.0;3187480000.0;0.0;8,84%;0.00;0.00
358;PTIP4;25.15;0.0;0.0;0.0;0,00%;0.0;0.0;0.0;0.0;3.62;3.62;13,73%;7,55%;0.7;23,13%;-121,74%;0.0;-155957000.0;-9.02;62,11%;0.00;0.00
359;CMMA4;0.81;0.0;0.0;0.0;0,00%;0.0;0.0;0.0;0.0;0.03;0.03;0,00%;0,00%;0.0;0,00%;-1,92%;0.0;-79623000.0;0.0;0,00%;0.00;0.00
360;PTIP3;22.0;0.0;0.0;0.0;0,00%;0.0;0.0;0.0;0.0;3.62;3.62;13,73%;7,55%;0.7;23,13%;-121,74%;0.0;-155957000.0;-9.02;62,11%;0.00;0.00
361;BERG3;33.0;0.0;0.0;0.0;0,00%;0.0;0.0;0.0;0.0;-10.49;-10.49;-8,60%;-32,60%;0.46;-5,58%;-102,71%;0.0;9538000.0;2.86;-8,00%;0.00;0.00
362;VSPT3;0.0;0.0;0.0;0.0;0,00%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;0,00%;0.0;1076110000.0;0.0;14,95%;0.00;0.00
363;JBDU3;0.0;0.0;0.0;0.0;0,00%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;0,00%;0.0;56569000.0;0.0;0,00%;0.00;0.00
364;JFAB4;0.06;0.0;0.0;0.0;0,00%;0.0;0.0;0.0;0.0;-112.33;-112.33;0,00%;0,00%;0.0;0,00%;2,34%;0.0;-10183000.0;0.0;0,00%;0.00;0.00
365;PRBC3;0.0;0.0;0.0;0.0;0,00%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;8,05%;0.0;1200190000.0;0.0;-7,50%;0.00;0.00
366;GALO3;0.0;0.0;0.0;0.0;0,00%;0.0;0.0;0.0;0.0;0.0;0.0;13,98%;-184,58%;0.0;39,37%;7,62%;0.0;-60607000.0;0.0;-28,97%;0.00;0.00
