IBOV - Carteira do Dia 21/08/23
Código;Ação;Tipo;Qtde. Teórica;Part. (%)
RRRP3;3R PETROLEUM;ON      NM;234.689.601;0,372;
ALSO3;ALIANSCSONAE;ON      NM;532.365.440;0,620;
ALPA4;ALPARGATAS;PN      N1;201.952.502;0,094;
ABEV3;AMBEV S/A;ON;4.386.652.506;3,145;
ARZZ3;AREZZO CO;ON      NM;60.758.326;0,240;
ASAI3;ASSAI;ON      NM;1.190.824.431;0,798;
AZUL4;AZUL;PN      N2;327.646.296;0,260;
B3SA3;B3;ON      NM;5.733.398.051;3,910;
BBSE3;BBSEGURIDADE;ON  ED  NM;671.682.536;1,002;
BBDC3;BRADESCO;ON      N1;1.500.631.902;1,003;
BBDC4;BRADESCO;PN      N1;5.146.612.491;3,903;
BRAP4;BRADESPAR;PN      N1;251.008.334;0,267;
BBAS3;BRASIL;ON      NM;1.420.731.069;3,390;
BRKM5;BRASKEM;PNA     N1;265.212.486;0,305;
BRFS3;BRF SA;ON      NM;1.676.512.610;0,854;
BPAC11;BTGP BANCO;UNT     N2;1.225.470.424;1,878;
CRFB3;CARREFOUR BR;ON      NM;528.743.156;0,313;
CCRO3;CCR SA;ON      NM;998.462.635;0,638;
CMIG4;CEMIG;PN      N1;1.442.098.974;0,865;
CIEL3;CIELO;ON      NM;1.095.401.258;0,210;
COGN3;COGNA ON;ON      NM;1.815.524.541;0,283;
CPLE6;COPEL;PNB     N2;1.563.365.506;0,682;
CSAN3;COSAN;ON      NM;1.171.063.698;1,053;
CPFE3;CPFL ENERGIA;ON  ED  NM;187.732.538;0,323;
CMIN3;CSNMINERACAO;ON      N2;1.110.550.596;0,225;
CVCB3;CVC BRASIL;ON      NM;442.634.342;0,057;
CYRE3;CYRELA REALT;ON      NM;274.142.301;0,324;
DXCO3;DEXCO;ON      NM;274.863.424;0,114;
ELET3;ELETROBRAS;ON      N1;2.019.004.498;3,493;
ELET6;ELETROBRAS;PNB     N1;275.526.814;0,525;
EMBR3;EMBRAER;ON      NM;734.632.205;0,685;
ENGI11;ENERGISA;UNT ED  N2;248.477.689;0,595;
ENEV3;ENEVA;ON      NM;1.577.877.205;1,005;
EGIE3;ENGIE BRASIL;ON      NM;255.208.461;0,533;
EQTL3;EQUATORIAL;ON      NM;1.115.920.673;1,777;
EZTC3;EZTEC;ON  ED  NM;94.318.339;0,110;
FLRY3;FLEURY;ON      NM;422.811.447;0,320;
GGBR4;GERDAU;PN  ED  N1;1.093.112.629;1,368;
GOAU4;GERDAU MET;PN  ED  N1;667.194.478;0,391;
GOLL4;GOL;PN  ES  N2;218.221.868;0,085;
NTCO3;GRUPO NATURA;ON      NM;838.904.847;0,680;
SOMA3;GRUPO SOMA;ON      NM;490.736.222;0,217;
HAPV3;HAPVIDA;ON      NM;4.324.011.467;1,000;
HYPE3;HYPERA;ON      NM;400.842.480;0,829;
IGTI11;IGUATEMI S.A;UNT     N1;215.741.055;0,227;
IRBR3;IRBBRASIL RE;ON      NM;81.445.253;0,178;
ITSA4;ITAUSA;PN  EJS N1;5.083.981.897;2,378;
ITUB4;ITAUUNIBANCO;PN      N1;4.801.630.041;6,463;
JBSS3;JBS;ON      NM;1.134.986.483;1,089;
KLBN11;KLABIN S/A;UNT     N2;701.899.756;0,788;
RENT3;LOCALIZA;ON      NM;841.062.110;2,644;
LWSA3;LOCAWEB;ON      NM;430.758.874;0,145;
LREN3;LOJAS RENNER;ON      NM;950.702.967;0,824;
MGLU3;MAGAZ LUIZA;ON      NM;2.874.188.573;0,430;
MRFG3;MARFRIG;ON  ES  NM;430.353.653;0,158;
CASH3;MELIUZ;ON      NM;69.155.277;0,025;
BEEF3;MINERVA;ON  ED  NM;260.340.982;0,139;
MRVE3;MRV;ON      NM;383.509.465;0,243;
MULT3;MULTIPLAN;ON      N2;266.933.994;0,354;
PCAR3;P.ACUCAR-CBD;ON      NM;157.889.627;0,156;
PETR3;PETROBRAS;ON      N2;2.990.884.064;5,150;
PETR4;PETROBRAS;PN      N2;4.566.511.125;7,186;
PRIO3;PETRORIO;ON      NM;839.159.130;1,892;
PETZ3;PETZ;ON      NM;335.865.260;0,089;
RADL3;RAIADROGASIL;ON      NM;1.163.955.366;1,552;
RAIZ4;RAIZEN;PN      N2;1.200.488.532;0,215;
RDOR3;REDE D OR;ON      NM;1.095.177.074;1,626;
RAIL3;RUMO S.A.;ON      NM;1.215.642.613;1,352;
SBSP3;SABESP;ON      NM;340.002.999;1,016;
SANB11;SANTANDER BR;UNT;355.642.848;0,469;
SMTO3;SAO MARTINHO;ON      NM;143.294.210;0,230;
CSNA3;SID NACIONAL;ON;589.695.175;0,360;
SLCE3;SLC AGRICOLA;ON      NM;105.899.222;0,208;
SUZB3;SUZANO S.A.;ON      NM;726.823.001;1,839;
TAEE11;TAESA;UNT     N2;218.568.234;0,379;
VIVT3;TELEF BRASIL;ON;423.091.712;0,900;
TIMS3;TIM;ON      NM;808.436.195;0,601;
TOTS3;TOTVS;ON      NM;513.869.896;0,716;
UGPA3;ULTRAPAR;ON  ED  NM;1.087.887.681;0,994;
USIM5;USIMINAS;PNA     N1;515.014.562;0,176;
VALE3;VALE;ON  EJ  NM;4.035.078.991;12,334;
VIIA3;VIA;ON      NM;1.576.975.642;0,132;
VBBR3;VIBRA;ON      NM;1.114.442.976;0,992;
WEGE3;WEG;ON      NM;1.260.665.218;2,282;
YDUQ3;YDUQS PART;ON  ED  NM;296.015.511;0,328;
Quantidade Teórica Total;;;96.711.200.540;100,000
Redutor;;;17.355.083,82854149
