IDIV - Carteira do Dia 15/12/23
Código;Ação;Tipo;Qtde. Teórica;Part. (%)
ABCB4;ABC BRASIL;PN      N2;115.052.073;0,500;
ALUP11;ALUPAR;UNT     N2;252.050.152;1,384;
AURE3;AUREN;ON  ED  NM;522.550.141;1,291;
B3SA3;B3;ON      NM;985.914.193;2,685;
BRSR6;BANRISUL;PNB     N1;349.889.871;0,810;
BBSE3;BBSEGURIDADE;ON      NM;573.693.332;3,333;
BRAP4;BRADESPAR;PN      N1;434.359.310;1,955;
BBAS3;BRASIL;ON  EJ  NM;441.736.477;4,326;
AGRO3;BRASILAGRO;ON      NM;103.373.073;0,483;
CXSE3;CAIXA SEGURI;ON      NM;895.529.339;1,972;
CMIG3;CEMIG;ON      N1;624.311.576;1,734;
CMIG4;CEMIG;PN      N1;1.633.620.444;3,426;
CSMG3;COPASA;ON  ED  NM;326.144.354;1,193;
CPLE3;COPEL;ON      N2;2.221.910.319;3,737;
CPLE6;COPEL;PNB     N2;2.906.075.407;5,299;
CPFE3;CPFL ENERGIA;ON      NM;324.869.557;2,251;
CMIN3;CSNMINERACAO;ON      N2;1.921.813.481;2,523;
DIRR3;DIRECIONAL;ON  ED  NM;186.195.343;0,738;
EGIE3;ENGIE BRASIL;ON      NM;364.088.918;2,988;
FESA4;FERBASA;PN  EJ  N1;70.076.425;0,579;
FLRY3;FLEURY;ON      NM;597.486.735;2,019;
GGBR4;GERDAU;PN      N1;1.050.894.109;4,529;
GOAU4;GERDAU MET;PN      N1;1.142.835.986;2,237;
GRND3;GRENDENE;ON      NM;464.031.737;0,587;
RANI3;IRANI;ON      NM;177.830.262;0,364;
ITSA4;ITAUSA;PN      N1;1.278.987.224;2,379;
JBSS3;JBS;ON      NM;827.978.031;3,645;
JHSF3;JHSF PART;ON      NM;478.509.559;0,431;
KEPL3;KEPLER WEBER;ON      NM;305.494.244;0,634;
KLBN11;KLABIN S/A;UNT     N2;659.756.811;2,647;
LAVV3;LAVVI;ON  ED  NM;127.797.018;0,196;
MRFG3;MARFRIG;ON      NM;506.319.782;0,896;
LEVE3;METAL LEVE;ON      NM;91.483.947;0,597;
BEEF3;MINERVA;ON      NM;451.720.888;0,612;
PETR3;PETROBRAS;ON      N2;673.363.331;4,614;
PETR4;PETROBRAS;PN      N2;816.746.192;5,298;
PSSA3;PORTO SEGURO;ON      NM;314.138.706;1,632;
RAPT4;RANDON PART;PN      N1;305.619.969;0,732;
ROMI3;ROMI;ON      NM;77.995.974;0,192;
SANB11;SANTANDER BR;UNT;475.889.848;2,779;
CSNA3;SID NACIONAL;ON;805.859.909;2,606;
TAEE11;TAESA;UNT     N2;378.230.466;2,566;
TASA4;TAURUS ARMAS;PN      N2;118.459.276;0,325;
TGMA3;TEGMA;ON      NM;55.378.113;0,274;
VIVT3;TELEF BRASIL;ON;387.904.078;3,871;
TRPL4;TRAN PAULIST;PN  EJ  N1;523.708.243;2,285;
TRIS3;TRISUL;ON      NM;123.628.726;0,133;
UNIP6;UNIPAR;PNB;79.205.091;1,109;
USIM5;USIMINAS;PNA     N1;891.406.254;1,427;
VALE3;VALE;ON      NM;371.389.990;5,006;
WIZC3;WIZ CO;ON      NM;130.260.051;0,171;
Quantidade Teórica Total;;;29.943.564.335;100,000
Redutor;;;62.316.558,60747677
