TICKER;PRECO;ULTIMO DIVIDENDO;DY;VALOR PATRIMONIAL COTA;P/VP;LIQUIDEZ MEDIA DIARIA;PERCENTUAL EM CAIXA;CAGR DIVIDENDOS 3 ANOS; CAGR VALOR CORA 3 ANOS;PATRIMONIO;N COTISTAS;GESTAO; N COTAS
BRHT11B;86,80;;0,00;70,31;1,23;;13,53;;;129.488.671,45;11,00;Ativa;1.841.677,00
BRIM11;1.014,00;20,140000;23,88;1.070,17;0,95;24.086,33;3,16;;;132.848.453,32;222,00;Ativa;124.137,00
BRIP11;1.000,00;13,930000;17,89;1.134,48;0,88;1.500,00;1,78;;;244.451.324,37;253,00;Ativa;215.475,00
BRIX11;0,00;;0,00;1.011,79;;;4,39;;;99.799.324,36;54,00;Ativa;98.636,00
BRLA11;143,00;1,120000;10,11;158,26;0,90;1.638,00;0,17;4,09;;553.038.556,54;277,00;Passiva;3.494.468,00
BROF11;56,07;0,560000;8,24;107,25;0,52;2.086.640,37;0,40;;;1.245.222.668,88;7.786,00;Ativa;11.610.812,00
BROL11;0,00;;0,00;;;;;;;;;;5.500.000,00
BRSE11;0,00;;0,00;3.387,23;;;64,63;;;6.774.457,72;12,00;Ativa;2.000,00
BTAL11;77,89;0,640000;11,66;104,91;0,74;1.021.043,52;2,58;;;627.661.115,29;45.547,00;Ativa;5.982.736,00
BTCI11;9,99;0,094000;12,23;10,22;0,98;2.149.175,81;4,30;4,15;-52,66;1.017.444.034,55;140.863,00;Ativa;99.521.172,00
BTCR11;88,00;0,900000;0,00;95,27;0,92;;8,00;32,78;-0,09;458.252.683,73;16.934,00;Ativa;4.810.097,00
BTHI11;44,91;0,428811;23,00;42,97;1,05;35.650,30;5,83;;-20,24;396.161.722,38;684,00;Ativa;9.218.512,00
BTHI12;45,00;0,560000;1,24;42,97;1,05;85.624,43;5,83;;-14,50;396.161.722,38;684,00;Ativa;9.218.512,00
BTLG11;103,00;0,760000;8,74;99,06;1,04;8.032.641,52;30,16;3,36;-2,17;2.822.378.074,38;260.030,00;Ativa;28.492.634,00
BTRA11;61,22;0,560000;14,02;125,05;0,49;378.790,81;7,56;;;420.749.796,48;21.146,00;Ativa;3.364.559,00
BTSG11;139,00;0,900000;7,71;145,24;0,96;20.975,71;0,78;;;112.561.858,43;94,00;Ativa;775.015,00
BTSI11;97,50;0,740000;8,88;114,50;0,85;98,67;0,06;;;278.218.996,22;114,00;Ativa;2.429.809,00
BTWR11;109,40;0,840000;6,08;111,80;0,98;109,00;1,14;;;90.479.330,52;69,00;Ativa;809.269,00
BVAR11;0,00;19,000000;0,00;946,11;;;1,31;-0,08;;591.828.960,95;69,00;Passiva;625.540,00
BZEL11;0,00;5,092421;0,00;117,42;;;0,05;;;415.441.826,37;3,00;Ativa;3.538.046,00
BZLI11;17,00;;0,00;10,41;1,63;218,88;0,29;;1,94;448.578.588,40;19,00;Ativa;43.072.979,00
CACR11;102,98;1,480000;16,96;100,99;1,02;1.455.985,93;11,76;6,36;-2,32;386.150.009,96;19.552,00;;3.823.767,00
CARE11;1,57;0,008385;0,00;8,29;0,19;23.543,11;0,04;;-23,81;296.539.897,49;11.772,00;Ativa;35.769.919,00
CBOP11;32,00;0,120000;4,50;71,62;0,45;15.447,96;1,33;-43,54;-24,72;101.347.200,88;3.122,00;Passiva;1.415.000,00
CCLB11;0,00;;0,00;0,00;;;;;;0,00;0,00;Ativa;0,00
CCME11;108,20;0,900000;10,02;103,07;1,05;2.143,95;29,32;;;564.054.670,30;155,00;Ativa;5.472.579,00
CCRF11;92,50;0,632531;8,70;91,00;1,02;1.276,82;1,57;;;143.038.794,42;317,00;Ativa;1.571.900,00
CEOC11;47,87;0,470927;14,02;78,46;0,61;50.961,22;2,33;7,16;-11,68;142.454.279,14;4.972,00;Passiva;1.815.696,00
CFHI11;610,00;3,646900;0,60;622,62;0,98;5.307.000,00;2,23;;;58.899.912,81;54,00;Ativa;94.600,00
CFII11;0,00;64,600000;0,00;1.034,59;;;15,44;;;104.062.875,04;59,00;Ativa;100.584,00
CIXR11;0,00;;0,00;;;;;;;;;;2.834.551,00
CJCT11;68,98;0,490000;1,99;66,05;1,04;40.750,45;4,18;;4,76;207.395.039,89;1.085,00;Passiva;3.140.000,00
CJFI11;0,00;;0,00;2,88;;;0,19;;;272.336.032,05;1,00;Ativa;94.711.593,00
CLIN11;96,10;1,010000;1,05;100,57;0,96;469.533,04;30,46;;;437.144.759,71;8.614,00;Ativa;4.346.763,00
CNES11;22,59;0,075065;4,86;89,60;0,25;7.551,93;5,17;-7,17;-27,18;264.257.290,77;1.675,00;Ativa;2.949.248,00
COPP11;103,00;0,750000;0,73;104,91;0,98;1.827.632,00;1,13;;;174.473.389,23;15,00;Ativa;1.663.087,00
CPFF11;75,53;0,480000;8,83;82,37;0,92;523.031,63;0,54;-8,09;-2,60;210.295.587,26;9.698,00;Ativa;2.553.074,00
CPFO11;0,00;;0,00;31,93;;;0,87;;;90.509.108,49;528,00;Ativa;2.834.551,00
CPSH11;110,68;1,000000;5,46;113,20;0,98;2.298.117,96;0,05;;;378.071.696,02;390,00;Ativa;3.340.000,00
CPTS11;8,50;0,065000;10,41;9,04;0,94;6.404.687,96;2,41;-10,34;-6,26;2.873.494.666,50;295.246,00;Ativa;317.828.140,00
CRFF11;79,99;0,650000;9,38;88,58;0,90;118.639,00;5,00;12,48;-1,37;61.120.415,24;1.483,00;Ativa;690.040,00
CSMC11;0,00;20,665812;0,00;1.057,82;;;3,83;;;559.050.017,94;1,00;Ativa;528.493,00
CTNP11;0,00;;0,00;;;;;;;;;;0,00
CTXT11;11,58;0,010000;0,00;31,05;0,37;2.349,67;0,55;-23,80;-33,63;105.813.069,71;2.798,00;Passiva;3.408.174,00
CVBI11;93,26;0,850000;12,01;95,90;0,97;2.409.211,26;4,97;-4,28;-3,40;1.055.848.640,14;88.084,00;Ativa;11.010.228,00
CVPR11;0,00;0,850000;0,00;100,39;;;2,58;;;14.055.125,20;2,00;Ativa;140.000,00
CXAG11;81,47;0,770000;10,91;115,65;0,70;164.246,93;0,14;;;241.771.585,56;12.103,00;Ativa;2.090.621,00
CXCE11B;44,02;0,425033;11,15;64,30;0,68;20.036,00;6,39;-18,85;-24,40;110.136.544,08;3.650,00;Passiva;1.712.950,00
CXCI11;84,81;0,850000;11,92;93,69;0,91;183.217,52;5,05;;;192.793.593,50;5.341,00;Ativa;2.057.726,00
CXCO11;80,20;0,727000;11,72;99,31;0,81;163.106,56;1,20;;;389.745.001,53;14.148,00;Passiva;3.924.500,00
CXRI11;80,00;0,590000;8,59;89,72;0,89;24.941,30;4,96;4,05;-14,37;141.375.061,40;2.252,00;Ativa;1.575.760,00
CXTL11;257,43;2,097756;8,17;416,57;0,62;12.338,00;3,38;3,84;-12,17;22.326.909,44;708,00;Passiva;53.597,00
CYCR11;9,53;0,110000;12,80;9,77;0,98;391.064,63;9,08;;;159.478.512,76;14.056,00;Ativa;16.315.840,00
CYLD11;0,00;;0,00;100,96;;;7,74;;;125.363.385,71;46,00;Ativa;1.241.743,00
DAMT11B;12,30;0,042538;7,93;13,15;0,94;14.809,56;0,82;;;96.056.914,44;570,00;Passiva;7.305.341,00
DEVA11;41,50;0,420000;18,48;98,18;0,42;1.610.188,52;2,80;-22,63;-28,76;1.378.859.303,37;125.985,00;Ativa;14.044.908,00
DLMT11;0,00;0,005359;0,00;0,64;;;4,52;;;8.512.081,35;9,00;Ativa;13.225.796,00
DMAC11;13,00;4,894618;0,00;4,99;2,61;;105,14;;-50,47;778.257,90;2.352,00;Passiva;156.108,00
DOMC11;439,00;;0,00;99,29;4,42;;0,39;;;242.635.468,48;1.185,00;Ativa;2.443.800,00
DOVL11B;1.200,69;6,668992;8,49;1.189,96;1,01;33.619,00;4,23;23,51;;79.020.714,02;60,00;Ativa;66.406,00
DPRO11;7,81;0,050000;99,68;9,40;0,83;14.663,81;5,25;;;47.022.667,86;284,00;Ativa;5.003.220,00
DRIT11B;83,30;1,750000;9,51;132,78;0,63;1.547,00;17,70;19,00;-12,91;61.515.230,44;350,00;Ativa;463.277,00
DVFF11;8,19;0,075000;10,94;9,28;0,88;132.585,81;5,53;;;102.206.709,32;921,00;Ativa;11.009.500,00
EDFO11B;229,98;1,690685;9,03;180,67;1,27;7.938,50;1,77;7,20;-3,00;42.637.015,03;537,00;Passiva;236.000,00
EDGA11;21,04;0,065000;5,48;61,30;0,34;22.036,07;1,25;-12,09;-12,12;233.664.898,96;5.194,00;Passiva;3.812.055,00
EGYR11;5,49;;0,00;123,41;0,04;1.946,67;0,00;;;93.211.209,14;45,00;Passiva;755.269,00
ELDO11B;762,38;12,000000;13,88;1.440,67;0,53;;0,28;4,45;;1.134.178.991,78;61,00;Passiva;787.256,00
EQIR11;9,78;0,110000;13,50;9,98;0,98;94.876,07;4,72;;;66.661.023,35;9.661,00;Ativa;6.676.428,00
ERCR11;76.000,00;139,449698;0,00;49.925,50;1,52;;0,26;;;118.622.992,50;10,00;Passiva;2.376,00
ERPA11;119,00;0,720000;7,18;137,18;0,87;54.477,57;1,05;;;68.715.190,27;387,00;Passiva;500.922,00
ESTQ11;0,00;;0,00;0,05;;;65,85;;;2.997.175,97;9,00;Ativa;65.361.974,00
EURO11;250,98;1,880000;8,90;337,61;0,74;53.725,59;1,49;8,63;4,81;129.621.705,03;2.359,00;Passiva;383.936,00
EVBI11;98,00;0,750000;9,30;99,15;0,99;490.643,15;7,38;;-3,78;213.561.700,19;1.018,00;Ativa;2.153.893,00
EXES11;88,44;0,780000;11,05;91,60;0,97;618,67;46,71;;;52.339.735,42;58,00;Ativa;571.390,00
FAED11;155,01;1,464555;11,86;219,10;0,71;55.048,96;1,77;9,44;-7,33;140.698.033,34;4.616,00;Passiva;642.168,00
FAGL11;0,00;;0,00;;;;;;;;;;3.000.000,00
FAMB11B;808,03;9,160000;0,00;2.802,99;0,29;71.208,27;0,04;-9,82;-17,71;308.480.419,45;2.556,00;Passiva;110.054,00
FARU11;0,00;;0,00;;;;;;;;;;8.000.000,00
FATN11;91,98;0,850000;10,93;99,28;0,93;884.808,89;1,83;6,67;-3,80;260.096.558,61;3.720,00;Ativa;2.619.718,00
FCAS11;0,00;0,121915;0,00;60,79;;;186,17;;;80.684.223,04;2,00;Passiva;1.327.300,00
FCFL11;117,45;0,860000;8,32;117,08;1,00;250.756,59;0,70;6,83;-0,10;406.736.469,28;3.409,00;Ativa;3.474.010,00
FGPM11;0,00;;0,00;;;;;;;;;;0,00
FIGS11;59,90;0,450000;9,03;76,28;0,79;236.070,85;0,76;20,92;-3,91;217.410.567,67;14.685,00;Passiva;2.850.000,00
FIIB11;516,21;3,650000;8,09;472,35;1,09;251.174,81;1,08;1,98;-1,38;323.560.769,09;16.505,00;Passiva;685.000,00
FIIP11B;178,60;1,440000;9,42;203,43;0,88;63.418,11;1,26;4,08;-3,27;188.613.590,36;7.508,00;Passiva;927.162,00
FINF11;0,00;0,291549;0,00;39,95;;;2,64;22,42;;32.766.757,44;4,00;Ativa;820.112,00
FISC11;55,50;0,290000;8,59;120,22;0,46;3.265,40;1,66;;;204.374.810,55;110,00;Ativa;1.699.996,00
FISD11;0,00;6,526269;0,00;59,88;;;6,43;;;64.225.072,21;23,00;Ativa;1.072.588,00
FIVN11;3,01;;0,00;7,66;0,39;3.515,48;0,01;;-7,88;72.057.921,81;4.078,00;Passiva;9.412.630,00
FLCR11;97,97;1,130000;13,71;97,79;1,00;53.056,78;17,30;;;61.961.332,25;2.714,00;Ativa;633.604,00
FLFL11;0,00;;0,00;98,25;;;7,20;;;142.605.053,38;121,00;Ativa;1.451.500,00
FLMA11;138,78;0,990000;7,92;216,64;0,64;100.389,81;1,05;19,35;-0,89;299.102.183,65;14.793,00;Ativa;1.380.670,00
FLRP11;2.039,97;13,500000;8,09;1.824,89;1,12;189.933,48;1,56;34,78;16,30;119.041.075,82;785,00;Passiva;65.232,00
FMOF11;56,99;0,460000;1,07;116,80;0,49;977,92;1,79;8,56;-6,62;59.337.504,93;261,00;Passiva;508.008,00
FOFT11;123,00;1,900000;0,00;110,21;1,12;;5,10;-47,71;;131.819.480,59;3.846,00;Ativa;1.196.040,00
FPAB11;204,85;0,900000;9,20;374,18;0,55;10.111,14;4,10;7,66;-12,42;280.633.682,58;923,00;Passiva;750.000,00
FPNG11;85,07;0,340000;8,26;160,95;0,53;850,00;1,29;2,28;;322.107.813,32;67,00;Ativa;2.001.349,00
FRHY11;0,00;1,030000;0,00;39,88;;;6,56;;;5.204.346,34;7,00;Ativa;130.500,00
FTCE11B;2.900,89;112,959603;6,86;2.899,63;1,00;;1,73;;;2.912.008.868,77;112,00;Ativa;1.004.269,00
FVBI11;94,97;0,369573;0,00;0,00;;;;142,93;;0,00;0,00;Passiva;0,00
FVPQ11;110,25;0,450000;10,95;191,97;0,57;77.814,33;1,99;17,89;-7,69;537.534.328,72;3.987,00;Passiva;2.800.149,00
GALG11;9,17;0,084000;10,83;9,95;0,92;3.171.720,11;24,63;-0,41;-6,84;571.710.255,09;116.119,00;Ativa;57.485.300,00
GAME11;9,27;0,100000;12,95;9,79;0,95;138.736,81;0,57;;;212.502.623,26;24.082,00;Ativa;21.697.677,00
GCFF11;69,30;0,750000;3,17;77,51;0,89;87.694,83;4,26;;-12,42;27.939.468,78;1.759,00;Ativa;360.477,00
GCOI11;98,99;0,805870;0,81;97,32;1,02;9.899,00;10,74;;;10.996.984,02;356,00;Ativa;113.000,00
GCRI11;88,99;0,950000;13,77;94,96;0,94;307.192,70;4,74;-0,78;;138.059.164,05;4.961,00;Ativa;1.453.859,00
GESE11B;1.520,00;14,973763;87,27;1.119,08;1,36;;203,53;118,15;;58.192.036,94;56,00;Passiva;52.000,00
GGRC11;113,92;0,900000;10,20;113,34;1,01;1.423.181,44;10,91;7,59;-7,30;1.023.607.101,41;106.483,00;Ativa;9.031.191,00
GLOG11;64,99;0,630000;12,20;106,52;0,61;62.205,15;1,69;;;79.893.171,44;3.076,00;Ativa;750.000,00
GLPL11;0,00;;0,00;;;;;;;;;;0,00
GRLV11;104,51;0,170000;0,00;5,97;17,51;;2.489,44;135,25;;6.407.890,29;2.604,00;Passiva;1.073.530,00
GSFI11;7,89;;0,00;14,44;0,55;1.053.364,52;1,73;;29,89;1.085.985.604,43;8.384,00;Ativa;75.198.136,00
GTLG11;63,99;0,840000;6,78;60,62;1,06;22.885,25;100,03;;;434.811.690,70;341,00;Ativa;7.173.000,00
GTWR11;87,00;0,790000;10,90;101,09;0,86;1.154.432,74;1,28;5,26;-7,01;1.213.089.085,34;34.459,00;Ativa;12.000.000,00
GURB11;108,00;0,700000;5,32;111,28;0,97;5.773.890,80;3,94;;;126.319.662,38;21,00;Ativa;1.135.160,00
GVBI11;0,00;;0,00;;;;;;;;;;1.500.000,00
GZIT11;0,00;0,323017;0,00;85,99;;;2,81;;;1.878.025.492,35;1,00;Ativa;21.841.231,00
HAAA11;43,85;0,370000;10,24;80,56;0,54;3.906,22;0,90;-8,55;;278.340.977,41;320,00;Ativa;3.455.000,00
HABT11;89,00;0,980000;15,26;97,88;0,91;1.525.133,44;6,34;-9,79;-9,16;795.478.655,10;70.629,00;Ativa;8.126.783,00
HBCR11;117,39;0,685962;6,14;119,38;0,98;6.753.656,73;1,50;;;137.023.129,32;39,00;Ativa;1.147.760,00
HBRH11;92,94;0,657463;7,13;111,96;0,83;802.476,11;0,21;-8,64;-2,25;310.368.655,07;970,00;Ativa;2.772.204,00
HBTT11;1.055,00;16,580000;0,00;0,00;;;;;;0,00;0,00;Ativa;0,00
HCHG11;75,90;0,690000;13,12;97,76;0,78;29.720,59;5,14;;;117.306.421,92;1.003,00;Ativa;1.200.000,00
HCPR11;0,00;;0,00;;;;;;;;;;1.750.000,00
HCRI11;304,78;3,422450;12,02;312,06;0,98;64.240,96;2,19;-2,52;-13,57;62.411.469,79;3.085,00;Passiva;200.000,00
HCST11;51,27;;0,00;101,29;0,51;100,75;0,12;;-20,23;49.466.985,82;69,00;Ativa;488.374,00
HCTR11;38,26;0,350000;14,82;114,32;0,33;1.599.752,41;2,16;-35,59;-36,08;2.524.648.131,41;193.383,00;Ativa;22.084.202,00
HDEL11;107,50;5,650000;12,53;92,43;1,16;21.500,00;23,51;;;77.645.335,18;59,00;Passiva;840.000,00
HDOF11;115,00;;0,00;97,41;1,18;100.970,00;1,23;;;200.244.631,68;112,00;Ativa;2.055.675,00
HFOF11;78,27;0,630000;9,66;79,52;0,98;2.967.862,67;0,86;2,31;-8,71;1.832.478.408,37;77.182,00;Ativa;23.044.389,00
HGBS11;228,16;2,000000;8,81;224,62;1,02;5.771.487,48;15,74;32,97;1,81;2.859.311.432,23;102.934,00;Ativa;12.729.800,00
HGCR11;107,14;1,000000;12,60;102,39;1,05;3.407.227,96;2,41;9,12;1,46;1.578.631.504,92;103.639,00;Ativa;15.418.106,00
HGFF11;89,60;0,700000;8,98;93,99;0,95;722.159,37;5,24;8,06;-1,18;269.150.736,82;16.973,00;Ativa;2.863.597,00
HGIC11;105,36;1,015849;11,28;119,92;0,88;15.669,12;9,57;;;55.487.135,87;357,00;;462.706,00
HGLG11;162,41;1,100000;8,37;158,24;1,03;12.581.208,48;3,08;0,07;-3,70;5.346.515.836,24;441.076,00;Ativa;33.787.575,00
HGPO11;287,04;1,500000;6,55;308,63;0,93;638.077,52;0,39;8,97;8,33;541.043.026,56;18.584,00;Passiva;1.753.057,00
HGRE11;134,97;1,200000;7,71;153,34;0,88;1.586.688,04;2,78;-1,70;-3,13;1.812.096.739,54;148.156,00;Ativa;11.817.767,00
HGRS11;0,00;1,150000;0,00;39,51;;;3,79;;;58.983.088,31;6,00;Ativa;1.492.940,00
HGRU11;139,20;2,300000;8,74;126,96;1,10;3.540.517,48;5,53;11,92;2,46;2.336.914.152,37;207.752,00;Ativa;18.406.458,00
HILG11;0,00;2,665238;0,00;182,57;;;1,04;;;95.319.440,16;50,00;Ativa;522.087,00
HLOG11;84,01;0,650000;9,28;115,01;0,73;63.276,33;2,34;1,05;-11,13;488.806.356,54;4.285,00;Ativa;4.250.000,00
HMOC11;226,95;23,800000;0,00;238,79;0,95;;0,67;122,18;0,00;91.223.530,50;209,00;Passiva;382.017,00
HOFC11;19,51;0,250000;12,35;89,22;0,22;80.226,33;0,30;-23,01;-38,47;337.154.880,19;6.949,00;Ativa;3.779.001,00
HOSI11;91,93;1,203200;8,49;92,81;0,99;213.666,52;3,37;7,51;2,55;53.220.231,60;1.608,00;Ativa;573.450,00
HPDP11;88,15;0,530000;7,35;88,35;1,00;1.092.335,85;6,00;25,48;-0,32;278.372.279,43;423,00;Passiva;3.150.649,00
HRDF11;3,52;6,800000;0,00;6,40;0,55;414,48;38,65;;32,89;9.712.778,49;1.155,00;Ativa;1.517.425,00
HREC11;8,69;0,085000;12,08;91,95;0,09;154.384,93;2,33;0,91;;474.185.649,19;1.711,00;Ativa;5.156.765,00
HSAF11;85,60;0,750000;12,44;93,08;0,92;456.723,37;2,81;-3,55;-3,33;235.146.680,20;10.740,00;Ativa;2.526.360,00
HSLG11;95,50;0,740000;9,16;103,49;0,92;972.803,63;3,65;7,93;-5,45;1.310.225.791,52;36.510,00;Ativa;12.660.067,00
HSML11;95,16;0,760000;9,31;94,34;1,01;3.351.828,11;3,88;20,14;-0,32;1.488.817.354,39;166.127,00;Ativa;15.780.613,00
HSRE11;105,95;0,600000;6,97;93,61;1,13;4.651.892,42;1,68;3,69;;833.014.127,57;241,00;Ativa;8.898.724,00
HTMX11;164,21;3,254262;15,17;129,55;1,27;2.496.208,44;10,71;28,96;9,79;194.881.334,57;30.859,00;Ativa;1.504.334,00
HUCG11;93,00;0,220000;3,44;103,79;0,90;6.715,70;14,63;;;116.450.653,86;226,00;Passiva;1.122.000,00
HUSC11;121,99;0,950000;8,83;155,95;0,78;3.930,44;0,64;8,59;-8,64;128.956.704,56;778,00;Passiva;826.907,00
HUSI11;1.200,00;8,346420;8,89;1.112,77;1,08;6.933,33;1,82;;;129.484.182,95;87,00;Ativa;116.362,00
IBCR11;80,41;1,000000;14,19;96,41;0,83;206.162,52;5,36;;;92.403.066,17;4.035,00;Ativa;958.423,00
IBFF11;66,40;0,296485;0,00;14,78;4,49;;101,13;;-5,60;9.855.905,16;3.870,00;Ativa;666.681,00
IDFI11;21,40;0,170770;20,79;30,34;0,71;9.313,59;26,57;;;62.446.564,12;371,00;Ativa;2.057.925,00
IDGR11;15,00;0,110368;3,30;12,41;1,21;613,59;9,11;;;10.958.195,10;72,00;Ativa;883.359,00
IRDM11;79,67;0,700000;12,52;87,27;0,91;4.911.497,33;5,70;-11,51;-16,53;3.179.568.325,46;294.383,00;Ativa;36.433.827,00
IRIM11;83,76;0,740000;13,37;91,31;0,92;45.845,63;5,85;;;175.318.808,74;2.708,00;Ativa;1.920.000,00
ITIP11;76,28;0,650000;12,13;76,72;0,99;99.827,48;1,29;;;57.399.134,73;4.946,00;Passiva;748.151,00
ITIT11;79,40;0,640000;9,06;87,15;0,91;209.600,96;1,80;8,95;-5,72;78.476.065,62;10.129,00;Passiva;900.494,00
JASC11;103,00;0,520000;5,31;107,64;0,96;999.926,00;2,97;;;358.595.876,06;77,00;Ativa;3.331.507,00
JBFO11;87,00;0,616073;6,13;82,90;1,05;;8,03;;;106.029.522,37;364,00;Ativa;1.279.070,00
JCCJ11;120,00;0,095894;0,86;173,75;0,69;6.002.354,40;1,30;;;289.905.389,24;152,00;Passiva;1.668.505,00
JCDA11;0,00;;0,00;10,52;;;2,27;;;159.541.974,01;51,00;Passiva;15.159.655,00
JCDB11;0,00;;0,00;136,33;;;3,49;;;142.188.699,05;58,00;Ativa;1.042.957,00
JFLL11;75,95;0,620000;9,81;104,24;0,73;43.712,52;2,24;;;156.421.539,84;3.668,00;Ativa;1.500.598,00
JPPA11;95,59;1,040000;15,61;97,79;0,98;229.182,07;3,81;6,45;-0,83;88.409.037,69;9.137,00;Ativa;904.050,00
JPPC11;200,00;0,170000;0,00;402,02;0,50;800,00;6,27;;;22.111.229,58;88,00;Ativa;55.000,00
JRDM11;85,90;0,400000;4,40;88,84;0,97;610.682,00;0,41;28,90;6,43;224.143.181,16;4.001,00;Passiva;2.522.968,00
JSAF11;101,74;1,000000;11,24;97,25;1,05;1.021.536,67;19,56;;;152.984.804,79;13.252,00;Ativa;1.573.047,00
JSRE11;76,44;0,460000;7,26;112,33;0,68;2.593.306,78;0,88;-4,44;-7,70;2.332.759.240,57;104.094,00;Ativa;20.767.328,00
JTPR11;2.517,00;1,630372;0,00;74,88;33,61;;7,03;;;16.074.509,26;8,00;Ativa;214.674,00
KCRE11;98,06;0,810000;11,90;103,47;0,95;607.395,93;7,39;;;372.503.556,80;10.591,00;Ativa;3.600.000,00
KEVE11;1.162,01;1,354087;0,44;862,19;1,35;156.365,61;8,93;;4,27;127.347.008,09;483,00;Passiva;147.700,00
KFOF11;101,50;1,030000;9,45;98,01;1,04;913.206,48;4,20;11,17;-0,18;444.309.562,27;19.792,00;Ativa;4.533.315,00
KINP11;9,82;3,053493;65,42;0,00;;38.394,20;;;-10,72;0,00;0,00;Ativa;0,00
KISU11;8,30;0,080000;10,66;8,78;0,95;1.058.539,93;1,51;3,29;-7,51;387.989.897,30;131.430,00;Ativa;44.196.050,00
KIVO11;90,80;1,250000;17,13;91,84;0,99;405.693,56;4,91;;;111.594.283,21;4.095,00;Ativa;1.215.124,00
KNCR11;103,15;1,010000;12,98;100,87;1,02;9.490.206,85;4,51;35,02;5,55;5.759.451.784,13;310.216,00;Ativa;57.097.087,00
KNHF11;103,94;1,000000;4,75;101,63;1,02;1.100.130,74;17,94;;;1.405.125.036,32;13.087,00;Ativa;13.826.293,00
KNHY11;105,40;1,050000;12,29;103,33;1,02;2.892.478,93;2,54;-5,12;-1,72;1.910.593.607,15;16.026,00;Ativa;18.490.843,00
KNIP11;96,30;0,750000;9,90;99,13;0,97;11.765.227,22;1,82;-13,29;-4,22;7.937.902.259,41;75.213,00;Ativa;80.078.186,00
KNPR11;0,00;4,650000;0,00;101,20;;;4,73;;;58.689.268,00;593,00;Ativa;579.911,00
KNRE11;0,40;0,037742;0,00;0,76;0,53;7.573,96;3,60;;-50,76;14.108.187,28;6.839,00;Ativa;18.547.161,00
KNRI11;164,75;1,000000;7,36;158,83;1,04;3.689.977,00;1,09;11,47;1,10;3.836.940.532,72;264.450,00;Ativa;24.157.121,00
KNSC11;9,17;0,070000;11,13;9,10;1,01;3.050.019,81;8,26;-9,31;-2,55;1.208.347.949,89;132.602,00;Ativa;132.757.940,00
KNUQ11;103,13;1,140000;6,31;100,94;1,02;536.554,33;2,16;;;745.144.515,41;7.760,00;Ativa;7.382.303,00
LASC11;104,48;0,670000;7,38;102,08;1,02;830.483,40;3,82;10,98;0,22;300.134.628,71;378,00;Passiva;2.940.298,00
LATR11B;9,51;9,998500;202,33;0,00;;99,50;;;-63,21;0,00;0,00;Ativa;0,00
LAVF11;0,00;1,300000;0,00;0,00;;;;;;0,00;7,00;Ativa;44.600,00
LFTT11;30,95;3,668145;0,00;18,11;1,71;20.206,19;3,27;;-32,58;134.091.203,33;504,00;Ativa;7.404.543,00
LGCP11;91,00;0,720000;8,52;102,39;0,89;569.126,48;1,23;5,77;-2,93;361.396.706,56;15.633,00;Ativa;3.529.735,00
LIFE11;10,01;0,125000;15,90;10,16;0,99;224.270,26;1,59;;;226.323.735,24;5.568,00;Ativa;22.276.744,00
LKDV11;997,23;;0,00;997,86;1,00;573.407,00;2,45;;;66.668.125,57;69,00;Ativa;66.811,00
LLAO11;77,37;1,700000;3,12;77,33;1,00;551.253,00;3,73;;;27.928.633,66;77,00;Ativa;361.140,00
LOFT11B;29,90;0,201705;0,00;10,02;2,98;;8,36;;-2,24;19.663.388,29;1,00;Ativa;1.962.500,00
LPLP11;508,68;5,987424;19,14;413,05;1,23;1.017,00;0,19;;;150.224.640,15;5,00;Ativa;363.698,00
LRDI11;0,00;;0,00;97,79;;;0,89;;;34.605.804,36;15,00;Ativa;353.879,00
LSPA11;107,50;4,430000;12,78;114,38;0,94;110.137,50;4,20;;;46.265.530,51;224,00;Ativa;404.500,00
