TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
DSGX;90,03;;84,55;7,39;6,15;76,29;25,19;19,69;;64,39;-1,63;-0,18;16,65;66,69;-7,86;1,74;8,73;7,28;8,77;0,83;0,17;0,37;15,82;29,34;;12,20;1,07;;7.662.282.243,00
DSKE;8,30;;-17,57;2,59;0,34;100,00;2,66;-1,42;2,60;23,19;13,82;3,82;0,25;12,60;-0,46;1,12;-14,73;-1,96;4,28;0,13;0,87;1,38;-0,55;;;3,21;-0,47;;391.762.490,00
DSKEW;0,01;;-0,02;0,00;0,00;100,00;2,66;-1,42;0,00;23,19;13,82;3,82;0,00;0,02;0,00;1,12;-14,73;-1,96;4,28;0,13;0,87;1,38;-0,55;;;3,21;-0,47;;391.762.490,00
DSL;12,10;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DSM;5,57;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DSPG;21,98;;-170,36;3,34;2,40;53,11;-1,61;-2,27;465,15;-206,81;33,31;-0,46;3,86;7,73;-4,46;3,07;-1,96;-1,41;-1,96;0,72;0,28;0,62;-4,52;;;6,57;-0,13;;533.065.554,00
DSSI;9,69;;-7,10;0,34;0,21;100,00;-4,74;-11,68;3,98;-42,61;-25,09;0,48;0,83;-8,28;-0,23;0,77;-4,76;-2,95;-1,24;0,62;0,38;0,25;;;;28,64;-1,36;;393.363.612,00
DSU;10,51;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DSWL;2,25;8,89;14,09;0,45;0,36;15,01;-1,41;2,72;-23,60;7,91;35,11;-0,58;0,38;0,67;-1,29;3,88;3,16;2,55;-1,81;0,81;0,19;0,94;4,98;-19,76;;5,05;0,16;;35.854.200,00
DSX;2,89;18,17;3,10;0,82;0,38;72,24;45,38;41,92;;5,27;2,40;0,69;1,30;5,23;-0,46;1,81;26,48;12,30;14,65;0,46;0,54;0,29;12,36;;;3,52;0,93;;346.692.781,00
DT;45,33;;68,12;7,01;4,47;81,37;11,30;14,44;64,20;81,98;-5,08;-0,41;9,84;40,90;-7,83;1,34;10,29;6,57;5,64;0,64;0,36;0,45;23,82;63,56;;6,47;0,67;;13.417.643.736,00
DTB;19,07;4,30;2,82;0,36;0,09;33,95;18,49;10,96;0,98;18,41;8,90;1,90;0,31;-1,68;-0,10;0,60;12,64;3,12;6,82;0,25;0,75;0,28;-2,16;4,52;;53,52;6,77;;22.414.602.210,00
DTE;108,57;3,63;16,04;2,03;0,50;33,95;18,49;10,96;5,57;18,41;8,90;1,90;1,76;-9,56;-0,54;0,60;12,64;3,12;6,82;0,25;0,75;0,28;-2,16;4,52;;53,52;6,77;;22.414.602.210,00
DTEA;0,52;;-1,49;0,50;0,27;40,75;-13,06;-13,73;-2,33;-0,22;1,34;-0,43;0,20;0,56;-1,52;2,50;-33,42;-18,43;-31,89;0,55;0,45;1,34;-13,11;;;1,05;-0,35;;13.816.920,00
DTF;10,73;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DTIL;9,77;;-1,10;3,58;0,42;100,00;-82,70;-125,84;-2,08;0,66;2,34;-5,00;1,39;0,78;-2,88;2,73;-325,11;-38,38;-97,64;0,12;0,88;0,30;34,96;;;2,73;-8,87;;67.571.274,00
DTJ;25,09;;3,71;0,47;0,12;33,95;18,49;10,96;1,29;18,41;8,90;1,90;0,41;-2,21;-0,13;0,60;12,64;3,12;6,82;0,25;0,75;0,28;-2,16;4,52;;53,52;6,77;;22.414.602.210,00
DTP;51,37;;7,59;0,96;0,24;33,95;18,49;10,96;2,64;18,41;8,90;1,90;0,83;-4,52;-0,26;0,60;12,64;3,12;6,82;0,25;0,75;0,28;-2,16;4,52;;53,52;6,77;;22.414.602.210,00
DTSS;7,21;;-2,10;7,03;3,70;1,92;-40,73;-34,63;-1,90;-1,81;-0,02;0,08;0,73;11,12;-20,63;1,68;-334,46;-176,06;-313,95;0,53;0,47;5,08;264,16;;;1,03;-3,43;;18.301.143,00
DTW;23,00;2,85;3,40;0,43;0,11;33,95;18,49;10,96;1,18;18,41;8,90;1,90;0,37;-2,03;-0,12;0,60;12,64;3,12;6,82;0,25;0,75;0,28;-2,16;4,52;;53,52;6,77;;22.414.602.210,00
DTY;25,00;;3,69;0,47;0,12;33,95;18,49;10,96;1,28;18,41;8,90;1,90;0,41;-2,20;-0,13;0,60;12,64;3,12;6,82;0,25;0,75;0,28;-2,16;4,52;;53,52;6,77;;22.414.602.210,00
DUC;10,62;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DUK;98,28;4,15;27,56;1,54;0,43;47,34;26,78;9,46;5,46;19,93;10,19;1,61;2,61;-16,78;-0,46;0,74;5,60;1,55;5,71;0,28;0,72;0,16;3,46;1,28;;63,71;3,57;;75.755.344.392,00
DUKB;23,79;4,43;6,67;0,37;0,10;47,34;26,78;9,46;1,32;19,93;10,19;1,61;0,63;-4,06;-0,11;0,74;5,60;1,55;5,71;0,28;0,72;0,16;3,46;1,28;;63,71;3,57;;75.755.344.392,00
DUKH;25,28;;7,09;0,40;0,11;47,34;26,78;9,46;1,41;19,93;10,19;1,61;0,67;-4,32;-0,12;0,74;5,60;1,55;5,71;0,28;0,72;0,16;3,46;1,28;;63,71;3,57;;75.755.344.392,00
DUNEU;3,90;;;;;;;;;-0,29;-0,29;;;;;0,01;-123,35;-27,37;190,18;-0,22;0,25;0,00;;;;;;;0,00
DUO;0,39;;-0,01;0,03;0,00;11,30;-101,58;-124,28;;0,54;0,55;-1,72;0,01;-0,07;-0,02;0,91;-385,66;-61,22;-315,24;0,16;0,84;0,49;-33,70;;;12,56;-48,43;;1.480.050,00
DUOT;3,07;;-2,00;4,18;1,75;17,52;-150,38;-150,48;-2,16;-1,78;0,21;-0,45;3,00;7,45;-3,41;1,93;-209,47;-87,54;-207,71;0,42;0,58;0,58;-9,12;;;0,73;-1,54;;22.427.271,00
DVA;127,98;;16,16;10,58;0,66;31,47;9,70;5,70;5,81;16,22;6,72;7,49;0,92;22,54;-0,81;1,19;65,48;4,09;10,13;0,06;0,85;0,72;1,26;34,11;;12,09;7,92;;11.174.829.660,00
DVAX;11,72;;-239,60;2,46;1,54;78,40;1,03;-2,75;-222,21;423,10;-217,41;-0,84;6,59;1,92;-11,09;13,81;-1,03;-0,64;0,04;0,62;0,38;0,23;95,19;;;4,76;-0,05;;1.530.805.456,00
DVD;3,61;;10,27;1,60;1,31;100,00;31,93;24,86;6,65;6,56;-1,44;-0,29;2,55;6,26;-1,78;4,87;15,53;12,78;15,55;0,82;0,18;0,51;-3,70;7,54;;2,26;0,35;;131.489.196,00
DVN;51,77;3,28;8,77;2,73;1,34;80,81;32,32;24,56;4,40;7,74;1,07;0,44;2,15;158,05;-1,54;1,07;31,07;15,30;22,45;0,49;0,51;0,62;11,39;4,11;;18,99;5,90;;32.873.950.000,00
DWAC;48,95;;-71,17;-30,58;5,86;;;;-81,76;-81,74;0,02;;;-36,03;-5,92;0,06;-42,97;-8,23;45,15;-0,19;0,21;0,00;;;;-1,60;-0,69;;1.818.536.555,00
DWSN;1,77;;-4,49;1,74;0,95;9,09;-12,54;-12,54;-14,95;-3,39;1,10;-0,43;0,56;3,63;-2,71;1,67;-38,64;-21,12;-35,88;0,55;0,45;1,68;-8,88;;;1,02;-0,39;;54.537.771,00
DXC;20,16;;-7,93;1,19;0,25;22,65;-3,32;-3,35;3,68;-14,21;-6,20;0,92;0,27;6,47;-0,39;1,11;-14,97;-3,12;-9,52;0,21;0,79;0,93;-7,86;;;16,99;-2,54;;3.686.671.296,00
DXCM;130,28;;92,75;24,28;8,02;63,19;19,61;14,95;56,03;70,29;-0,41;-0,14;13,87;17,50;-27,32;2,84;26,18;8,64;12,03;0,33;0,67;0,58;28,56;;;5,37;1,40;;50.224.946.312,00
DXLG;3,24;;6,07;1,25;0,50;48,53;7,91;5,85;3,37;3,05;-1,44;-0,40;0,36;2,70;-0,93;1,69;20,52;8,30;20,69;0,40;0,60;1,42;3,13;;;2,60;0,53;;187.884.684,00
DXPE;50,07;;11,79;2,13;0,69;30,10;8,34;4,09;4,68;8,30;2,52;0,93;0,48;1,91;-1,53;2,89;18,04;5,84;13,45;0,32;0,68;1,43;6,66;14,07;;23,54;4,25;;810.147.621,00
DXYN;0,52;;-0,31;0,28;0,04;21,13;-6,51;-9,54;-0,77;-5,01;-4,56;2,81;0,03;0,11;-0,10;2,84;-90,37;-13,85;-16,26;0,15;0,85;1,45;-7,36;;;1,89;-1,70;;8.075.808,00
DY;135,62;;18,02;3,74;1,57;19,49;8,25;5,24;7,73;13,50;2,05;0,67;0,94;3,78;-4,08;3,06;20,76;8,70;14,57;0,42;0,58;1,66;5,95;28,33;;36,25;7,53;;3.945.416.354,00
DYAI;1,59;;-6,78;7,84;5,61;31,80;-234,39;-234,39;-6,73;-5,71;1,07;-1,24;15,89;7,92;-303,08;3,58;-115,58;-82,67;-115,58;0,72;0,28;0,35;17,49;;;0,20;-0,23;;46.068.819,00
DYFN;17,35;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DYN;23,53;;-8,17;21,12;11,68;;;;-8,19;-7,65;0,52;-1,35;;24,64;-54,01;2,53;-258,44;-142,92;-258,44;0,55;0,45;0,00;;;;1,11;-2,88;;1.928.474.093,00
DYNT;0,53;;-0,52;0,17;0,09;21,52;-13,43;-14,12;-0,73;-1,23;-0,68;0,21;0,07;0,70;-0,16;1,41;-31,99;-16,96;-24,50;0,53;0,47;1,20;-8,81;;;3,18;-1,02;;2.587.672,00
DZSI;1,13;;-0,68;0,28;0,10;31,16;-11,36;-13,23;-1,03;-1,01;-0,22;0,07;0,09;0,49;-0,41;1,36;-40,28;-14,27;-29,36;0,35;0,65;1,08;8,74;;;4,10;-1,65;;35.210.574,00
E;32,51;6,16;2,86;0,89;0,29;27,19;18,40;12,99;;2,09;0,06;0,03;0,37;4,15;-0,55;1,17;31,11;10,10;19,43;0,32;0,68;0,78;3,56;2,57;;36,48;11,35;;51.922.849.097,00
EA;127,00;0,60;31,47;4,51;2,49;76,48;19,72;14,09;17,52;21,68;-0,81;-0,16;4,43;31,76;-3,66;1,33;14,32;7,92;11,46;0,55;0,45;0,56;7,59;-5,12;;28,18;4,04;;33.953.513.500,00
EAF;1,51;0,66;-1,52;4,96;0,30;5,84;-34,76;-41,14;-2,44;-5,27;-3,47;9,57;0,63;0,80;-0,63;3,54;-326,21;-19,80;-23,33;0,06;0,94;0,48;-20,02;;;0,30;-0,99;;387.816.169,00
EAI;21,42;;;;;40,66;18,36;15,19;;9,61;9,61;1,25;;;;0,81;10,75;2,94;4,60;0,27;0,72;0,19;5,13;9,73;;;;;0,00
EAR;2,57;;-0,49;1,18;0,77;41,95;-262,90;-263,14;-0,52;-0,07;0,43;-1,02;1,30;1,36;-4,09;3,22;-239,70;-155,08;-239,70;0,65;0,35;0,59;;;;2,17;-5,21;;53.359.368,00
EARS;3,05;;0,00;8,45;4,75;;;;0,00;0,00;0,00;0,00;;-18,62;-4,99;0,16;-194.275,88;-109.244,92;-181.336,45;0,56;0,44;0,00;;;;0,36;-701,50;;39.252.280,00
EAST;0,96;;-0,22;1,92;0,09;10,11;-61,22;-71,77;-0,32;-1,92;-1,66;12,52;0,16;4,93;-0,13;1,08;-883,35;-43,11;-53,84;0,05;0,95;0,60;11,38;;;0,50;-4,42;;1.637.760,00
EAT;45,23;;12,97;-18,27;0,80;74,11;4,97;3,63;5,28;13,57;4,08;;0,47;-5,28;-0,87;0,36;-140,82;6,14;26,52;-0,04;1,04;1,69;5,68;-4,01;;-2,48;3,49;;2.000.391.733,00
EB;5,16;;-19,85;2,74;0,58;68,38;-4,08;-8,12;-136,99;-18,07;21,44;-1,49;1,61;1,48;-2,61;1,99;-13,81;-2,90;-2,78;0,21;0,79;0,36;2,26;;;1,88;-0,26;;525.640.428,00
EBAY;50,32;2,03;9,42;4,08;1,21;71,98;39,26;27,36;5,96;6,51;-0,06;-0,04;2,58;4,01;-2,46;2,44;43,26;12,80;20,02;0,30;0,70;0,47;3,17;1,81;;12,35;5,34;;26.065.760.000,00
EBAYL;25,14;;4,71;2,04;0,60;71,98;39,26;27,36;2,98;6,51;-0,06;-0,04;1,29;2,00;-1,23;2,44;43,26;12,80;20,02;0,30;0,70;0,47;3,17;1,81;;12,35;5,34;;26.065.760.000,00
EBC;12,67;3,31;4,77;0,75;0,11;0,00;23,56;55,41;9,48;-16,54;-27,76;-1,86;2,64;;-0,11;;15,75;2,22;6,40;0,14;0,86;0,04;-1,28;13,60;;16,86;2,66;;2.235.330.090,00
EBF;19,42;5,15;11,26;1,45;1,25;29,63;14,44;10,50;6,36;6,51;-1,67;-0,29;1,18;3,04;-2,49;5,81;12,84;11,13;12,84;0,87;0,13;1,06;3,13;7,53;;13,44;1,73;;502.486.674,00
EBIX;1,17;;7,31;0,06;0,02;46,99;13,67;0,67;0,29;5,97;5,61;0,92;0,05;-0,07;-0,03;0,41;0,81;0,32;7,53;0,39;0,61;0,47;23,61;-8,47;;19,78;0,16;;36.154.638,00
EBMT;12,59;5,54;10,04;0,60;0,05;0,00;20,06;8,80;3,17;-3,47;-7,87;-1,07;0,88;;-0,05;;5,94;0,48;6,18;0,08;0,92;0,06;19,48;15,08;;21,11;1,25;;100.931.512,00
EBON;8,15;;;;;;;;;;;-0,75;;;;20,32;0,00;0,00;;0,96;0,04;0,00;;;;58,75;0,00;;51.186.890,00
EBR;7,31;0,61;15,25;0,76;0,33;93,27;23,12;14,34;;10,52;1,06;0,08;2,19;6,30;-0,39;1,47;4,96;2,16;1,32;0,44;0,56;0,15;-6,17;;;9,66;0,48;;16.450.772.687,00
EBS;2,03;;-0,14;0,16;0,06;32,77;-61,31;-72,48;-0,21;-1,33;-1,16;1,15;0,10;3,76;-0,09;1,04;-117,13;-41,71;-44,56;0,36;0,64;0,58;6,05;;;12,44;-14,57;;105.972.902,00
EBSB;24,15;;16,46;1,56;0,21;0,00;48,26;31,56;;1,57;-9,20;-1,34;5,20;;-0,21;;9,50;1,26;11,29;0,13;0,87;0,04;14,58;21,46;;15,44;1,47;;1.272.980.310,00
EBTC;23,90;4,85;7,71;0,89;0,07;0,00;25,07;17,40;4,81;-7,44;-12,79;-2,13;1,34;;-0,07;;11,56;0,85;11,73;0,07;0,93;0,05;10,14;5,67;;26,80;3,10;;293.458.540,00
EC;11,50;27,26;1,01;0,83;0,30;40,64;33,75;17,82;;1,06;0,53;0,82;0,18;4,09;-0,39;1,46;82,44;29,69;56,50;0,36;0,64;1,67;11,92;22,14;;13,82;11,39;;23.642.099.050,00
ECC;9,95;21,11;3,92;1,02;0,69;100,00;92,58;134,32;;6,56;0,87;0,15;5,27;20,20;-0,72;3,25;25,90;17,49;15,01;0,68;0,32;0,13;;;;9,80;2,54;;321.931.155,50
ECCB;24,99;;9,85;2,55;1,72;100,00;92,58;134,32;;6,56;0,87;0,15;13,22;50,73;-1,81;3,25;25,90;17,49;15,01;0,68;0,32;0,13;;;;9,80;2,54;;321.931.155,50
ECCX;24,13;5,20;9,51;2,46;1,66;100,00;92,58;134,32;;6,56;0,87;0,15;12,77;48,98;-1,75;3,25;25,90;17,49;15,01;0,68;0,32;0,13;;;;9,80;2,54;;321.931.155,50
ECCY;25,19;;9,92;2,57;1,74;100,00;92,58;134,32;;6,56;0,87;0,15;13,33;51,13;-1,82;3,25;25,90;17,49;15,01;0,68;0,32;0,13;;;;9,80;2,54;;321.931.155,50
ECHO;48,24;;21,97;2,83;1,16;14,68;2,34;1,68;;16,41;0,62;0,11;0,37;8,74;-2,76;1,30;12,89;5,27;10,99;0,41;0,59;3,13;10,68;15,07;;17,04;2,20;;1.284.674.616,00
ECL;218,16;1,01;45,39;7,74;2,85;40,24;13,40;8,96;20,93;33,89;3,54;0,90;4,07;47,98;-3,84;1,30;17,06;6,28;10,41;0,37;0,63;0,70;0,87;-0,81;;28,18;4,81;;62.287.559.712,00
ECOL;47,99;;283,36;2,42;0,84;23,59;3,95;0,54;9,92;55,88;17,18;1,07;1,53;8,53;-1,05;1,95;0,85;0,30;2,52;0,35;0,65;0,55;15,64;-31,05;;19,81;0,17;;1.512.275.277,00
ECOLW;5,18;;30,59;0,26;0,09;23,59;3,95;0,54;1,07;55,88;17,18;1,07;0,17;0,92;-0,11;1,95;0,85;0,30;2,52;0,35;0,65;0,55;15,64;-31,05;;19,81;0,17;;1.512.275.277,00
ECOM;23,09;;16,34;3,95;3,02;76,13;8,83;23,74;31,43;38,40;-5,54;-0,50;3,88;8,30;-7,03;2,76;24,18;18,47;-6,20;0,76;0,24;0,78;8,18;;;5,84;1,41;;667.681.985,00
ECOR;5,83;;-1,86;4,70;2,17;82,51;-118,65;-117,49;-1,94;-1,28;0,56;-1,42;2,18;5,67;-19,36;1,76;-253,08;-116,97;-258,08;0,46;0,54;1,00;74,42;;;1,24;-3,14;;34.995.158,00
ECPG;42,43;;-4,84;1,07;0,22;0,00;1,77;-16,89;15,77;192,42;146,19;3,37;0,82;;-0,22;;-22,05;-4,46;-0,11;0,20;0,80;0,26;-2,01;;;39,78;-8,77;;999.018.593,00
ED;91,86;3,55;12,60;1,50;0,48;50,50;27,46;17,18;5,16;13,71;5,83;1,11;2,16;423,18;-0,53;1,01;11,91;3,80;7,72;0,32;0,68;0,22;3,51;12,76;;61,24;7,29;;31.738.548.600,00
EDAP;7,14;;96,62;4,84;3,11;43,07;-3,97;4,82;;-97,88;19,45;-0,80;4,66;4,96;-24,24;3,58;5,01;3,22;-4,20;0,64;0,36;0,67;8,30;;;1,47;0,07;;264.921.132,00
EDD;4,46;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EDF;5,03;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EDI;5,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EDIT;5,42;;-2,89;1,27;0,89;100,00;-196,13;-196,13;-2,92;-0,79;2,11;-0,93;5,68;1,60;-2,80;5,39;-43,89;-30,70;-43,89;0,70;0,30;0,16;19,59;;;4,27;-1,87;;443.431.338,00
EDN;16,17;;-3,86;0,92;0,26;9,98;-9,16;-14,10;;-6,12;-0,17;0,03;0,54;-1,06;-0,31;0,42;-23,79;-6,62;-23,30;0,28;0,72;0,47;-18,52;;;17,59;-4,18;;707.924.217,00
EDRY;20,51;;1,21;0,56;0,33;81,07;60,16;59,39;;2,03;0,84;0,40;0,72;-4,98;-0,36;0,55;46,68;27,16;32,24;0,58;0,42;0,46;29,65;108,56;;36,40;16,99;;58.092.524,00
EDSA;4,45;;-1,83;2,41;1,80;;;;-1,88;-1,28;0,55;-0,73;;4,12;-5,84;2,73;-132,03;-98,53;-132,04;0,75;0,25;0,00;;;;1,84;-2,43;;14.114.510,00
EDTK;0,91;;;;;;;;;;;-0,21;;;;3,43;0,00;0,00;;0,69;0,31;0,00;-5,35;;;3,25;0,00;;14.059.045,00
EDTXU;57,22;;;;;;;;;1,14;1,14;;;;;0,20;-63,33;23,13;-449,09;-0,37;0,48;0,00;;;;;;;0,00
EDU;85,06;;-340,28;3,69;2,34;50,88;-2,61;-1,07;;-96,98;41,95;-1,11;3,63;5,00;-9,81;2,59;-1,08;-0,69;-3,44;0,63;0,37;0,64;4,14;-9,75;;23,06;-0,25;;14.078.484.744,00
EDUC;1,99;;70,77;0,36;0,18;63,95;5,61;0,42;2,92;14,60;9,26;0,63;0,30;0,32;-0,77;3,64;0,51;0,25;3,83;0,49;0,51;0,60;-4,74;;;5,50;0,03;;17.056.489,00
EEA;8,53;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EEFT;102,37;;16,76;3,75;0,80;39,73;12,36;7,58;7,90;10,43;0,16;0,06;1,27;3,21;-2,71;1,54;22,38;4,75;10,76;0,21;0,79;0,63;7,77;3,73;;27,30;6,11;;4.686.774.999,00
EEX;6,14;;-47,20;-4,18;0,37;64,05;10,55;-2,14;4,38;14,50;4,92;;1,01;4,79;-0,52;1,35;-8,86;-0,78;11,31;-0,09;0,62;0,36;0,11;;;-1,47;-0,13;;387.008.498,00
EFC;11,35;15,68;15,86;0,64;0,06;100,00;326,46;56,54;2,75;15,56;12,82;2,97;8,97;;-0,06;;4,01;0,40;5,46;0,10;0,90;0,01;6,58;30,00;;17,83;0,72;;965.932.670,00
EFF;16,33;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EFL;8,63;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EFOI;1,46;;-1,61;2,26;0,68;3,90;-68,39;-75,09;-1,89;-1,58;0,18;-0,23;1,21;2,43;-6,83;1,45;-140,71;-42,09;-89,46;0,30;0,70;0,56;-20,59;;;0,65;-0,91;;6.900.252,00
EFR;13,09;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EFSC;39,33;2,54;7,75;0,86;0,10;0,00;31,80;22,83;5,19;-3,88;-9,44;-1,46;1,77;;-0,10;;11,09;1,31;10,56;0,12;0,88;0,06;24,73;16,81;;45,74;5,07;;1.475.445.285,00
EFT;13,35;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EFX;215,17;0,73;48,91;5,88;2,17;55,65;18,22;10,36;16,89;33,53;5,73;1,21;5,07;-40,25;-2,44;0,67;12,03;4,44;7,74;0,37;0,62;0,43;9,06;12,71;;36,58;4,40;;26.671.698.588,00
EGAN;6,07;;27,02;2,84;1,51;70,61;8,80;7,33;16,26;12,18;-10,32;-1,30;1,98;3,61;-9,61;1,98;10,50;5,59;10,50;0,53;0,47;0,76;9,84;;;2,14;0,22;;189.399.782,00
EGBN;21,31;8,45;6,34;0,50;0,05;0,00;31,65;15,54;2,97;-6,02;-9,13;-1,47;0,99;;-0,05;;7,89;0,86;6,65;0,11;0,89;0,06;9,24;-7,97;;42,58;3,36;;637.786.990,00
EGF;9,14;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EGHT;2,15;;-4,97;2,42;0,32;69,59;-6,83;-7,28;6,32;-11,33;-6,03;2,75;0,36;3,69;-0,51;1,31;-48,72;-6,46;-9,19;0,13;0,87;0,89;20,20;;;0,89;-0,43;;265.356.010,00
EGLE;62,26;2,22;30,33;1,15;0,60;100,00;11,76;5,77;6,29;22,41;7,53;0,58;1,75;-29,59;-0,72;0,89;3,79;1,98;4,27;0,52;0,48;0,34;4,90;12,57;;54,21;2,05;;689.398.754,00
EGO;14,99;;-7,11;0,97;0,69;47,86;13,68;-49,40;;27,27;1,60;0,06;3,51;7,44;-0,80;3,61;-13,61;-9,75;-1,50;0,72;0,28;0,20;17,05;;;15,49;-2,11;;3.057.418.861,00
EGOV;34,00;;33,66;7,88;4,97;35,99;19,07;14,90;22,62;23,60;-2,69;-0,81;5,01;8,96;-47,39;2,63;23,40;14,77;23,40;0,63;0,37;0,99;9,51;10,52;;4,32;1,01;;2.308.770.340,00
EGRX;4,67;;5,08;0,24;0,15;69,84;13,69;4,64;1,06;3,28;1,56;0,22;0,24;0,60;-0,28;2,16;4,74;2,95;5,60;0,62;0,38;0,64;5,99;-7,26;;19,41;0,92;;60.649.290,00
EGY;6,73;3,71;11,52;1,45;0,84;66,34;32,99;13,26;2,62;4,41;-0,22;-0,07;1,53;6,90;-1,17;1,79;12,61;7,33;10,64;0,58;0,42;0,55;34,10;-9,28;;4,64;0,58;;695.035.366,00
EH;17,49;;-22,20;31,48;15,79;63,34;-751,78;-756,65;;-20,52;0,71;-1,00;167,96;31,58;-118,78;2,36;-141,83;-71,13;-138,23;0,50;0,50;0,09;11,32;;;0,58;-0,83;;1.056.264.825,00
EHC;78,87;0,76;22,44;4,79;1,29;94,28;15,64;7,33;7,64;14,00;3,47;1,58;1,65;42,60;-1,50;1,28;21,37;5,77;14,19;0,27;0,72;0,79;2,34;3,79;;16,45;3,52;;7.898.041.800,00
EHI;6,77;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EHT;9,84;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EHTH;4,45;;-3,33;0,21;0,12;99,61;-4,33;-8,55;436,53;-3,82;2,75;-0,09;0,28;0,42;-0,18;4,87;-6,39;-3,48;-3,27;0,54;0,19;0,41;12,49;;;20,94;-1,34;;128.776.325,00
EIC;15,52;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EIDX;128,44;;;;;100,00;-77.648,82;-79.392,91;;1,31;1,31;-1,05;;;;11,10;-82,07;-62,49;-70,00;0,76;0,24;0,00;;;;;;;0,00
EIG;44,16;2,54;9,46;1,10;0,31;19,41;18,12;13,88;6,27;5,56;-1,68;-0,26;1,31;;-0,31;;11,65;3,33;12,22;0,29;0,71;0,24;1,23;-3,52;;40,07;4,67;;1.117.349.568,00
EIGI;9,49;;72,38;6,04;0,51;57,15;15,88;1,69;4,32;16,18;8,49;6,67;1,22;-5,53;-0,58;0,56;8,34;0,71;7,82;0,08;0,92;0,42;;;;1,57;0,13;;1.344.859.463,74
EIGR;2,37;;-0,04;-2,19;0,06;98,17;-554,93;-590,80;-0,04;-0,06;-0,02;;0,24;0,09;-3,40;3,31;-5.401,93;-155,69;-207,99;-0,03;1,03;0,26;;;;-1,08;-58,57;;3.506.415,00
EIX;69,96;4,34;22,47;1,74;0,33;41,09;19,14;7,33;4,44;19,39;10,79;2,18;1,65;-15,05;-0,36;0,79;7,72;1,46;6,09;0,19;0,81;0,20;5,24;;;40,31;3,11;;26.901.320.028,00
EKSO;1,33;;-1,57;1,89;0,82;49,67;-81,49;-83,14;-1,80;-1,43;0,17;-0,20;1,30;1,97;-2,73;2,49;-120,56;-52,56;-79,71;0,44;0,56;0,63;10,03;;;0,70;-0,85;;23.811.123,00
EL;144,06;1,83;110,58;9,04;2,22;70,01;7,57;3,08;26,62;48,69;3,66;0,74;3,41;22,06;-3,59;1,36;8,18;2,01;6,01;0,25;0,72;0,65;3,06;-1,91;;15,93;1,30;;51.641.678.004,00
ELAN;12,86;;-5,15;1,02;0,44;56,28;-20,78;-27,87;-28,56;-12,81;-5,91;0,87;1,44;2,93;-0,58;2,75;-19,78;-8,57;-7,95;0,43;0,57;0,31;7,57;;;12,62;-2,50;;6.339.594.200,00
ELAT;21,37;;-8,56;1,69;0,73;56,28;-20,78;-27,87;-47,45;-12,81;-5,91;0,87;2,39;4,86;-0,96;2,75;-19,78;-8,57;-7,95;0,43;0,57;0,31;7,57;;;12,62;-2,50;;6.339.594.200,00
ELC;21,29;;;;;43,75;28,03;24,68;;6,53;6,53;0,82;;;;0,59;11,02;4,36;5,91;0,40;0,60;0,18;3,68;13,46;;;;;0,00
ELF;156,03;;66,94;14,10;7,81;70,33;15,86;14,53;50,51;62,70;1,36;0,31;9,73;56,99;-13,26;1,50;21,06;11,67;15,07;0,55;0,45;0,80;16,70;31,71;;11,07;2,33;;8.660.741.607,00
ELOX;0,85;;-0,13;-0,13;0,44;;;;-0,14;-0,16;-0,03;;;-0,15;-6,47;0,24;-102,16;-338,99;141,13;-3,32;4,32;0,00;;;;-6,38;-6,52;;2.671.890,00
ELP;7,26;2,19;8,75;1,27;0,54;18,44;22,55;13,32;;6,46;1,29;0,32;1,17;10,32;-0,68;1,34;14,54;6,18;14,83;0,43;0,57;0,46;-6,41;-8,92;;5,71;0,83;;5.413.800.876,00
