TICKER;PRECO;ULTIMO DIVIDENDO;DY;VALOR PATRIMONIAL COTA;P/VP;LIQUIDEZ MEDIA DIARIA;PERCENTUAL EM CAIXA;CAGR DIVIDENDOS 3 ANOS; CAGR VALOR CORA 3 ANOS;PATRIMONIO;N COTISTAS;GESTAO; N COTAS
RECD11;7,20;0,084900;13,89;6,83;1,05;545,48;8,29;;;37.253.634,66;507,00;;5.453.775,00
RECH11;0,00;;0,00;63,81;;;3,50;;;118.155.565,38;8.102,00;;0,00
RECM11;7,88;0,100000;16,50;9,18;0,86;56.558,24;9,04;;;77.085.017,28;1.266,00;;8.400.517,00
RECR11;79,93;1,118000;12,09;88,42;0,90;3.360.124,62;2,09;2,34;9,34;2.338.046.932,29;173.918,00;;26.441.650,00
RECT11;35,72;0,450000;14,45;89,73;0,40;416.019,90;0,39;3,36;0,02;766.585.546,53;47.166,00;;8.543.493,00
RECX11;67,99;0,600000;0,00;72,48;0,94;;17,45;-12,46;0,16;15.823.826,78;577,00;Ativa;218.313,00
REIT11;70,01;4,180000;22,34;302,41;0,23;8,89;101,28;-49,26;-18,25;7.950.552,80;60,00;;26.291,00
RELG11;68,52;0,800000;14,01;94,64;0,72;30.464,85;8,94;29,06;12,50;33.917.632,18;3.504,00;;358.379,00
REME11;76,20;1,220000;2,91;93,98;0,81;139.975,85;5,85;;;61.562.199,11;1,00;;655.087,00
RENV11;5,50;0,080000;14,45;14,29;0,38;15.600,14;2,81;;;14.670.063,13;898,00;;1.026.794,00
RFOF11;63,84;0,650000;10,18;0,43;148,47;173.508,00;1.016,26;-3,87;2,84;326.962,34;3.284,00;;767.207,00
RINV11;105,90;1,100000;11,39;106,39;1,00;465.299,71;79,62;-6,81;13,06;535.332.599,60;4.568,00;;5.031.676,00
RJDA11;115,00;;0,00;;;153,33;;;;;;;0,00
RMBS11;8,13;0,114500;2,91;9,56;0,85;5.326,86;14,40;;;24.242.316,04;4.705,00;;2.536.202,00
RNDP11;40,50;0,690000;0,00;0,00;;14.794,00;;-33,42;20,03;0,00;0,00;Ativa;0,00
RNGO11;51,81;0,520000;9,01;84,06;0,62;28.786,62;1,44;0,80;11,03;224.955.690,41;6.554,00;;2.676.000,00
ROOF11;323,31;41,715400;0,00;278,86;1,16;323,00;15,65;;3,44;21.609.995,86;81,00;;77.495,00
RPRI11;76,86;1,400000;15,41;100,81;0,76;888.704,86;6,35;0,13;4,21;349.994.153,75;4.676,00;;3.471.728,00
RSPD11;700,00;3,831391;7,03;767,25;0,91;2.320,78;1,50;;;114.328.809,38;194,00;;149.011,00
RTEL11;0,00;;0,00;48,95;;;34,87;;;16.996.441,30;571,00;;347.200,00
RZAK11;81,83;1,050000;16,19;88,29;0,93;1.278.501,38;27,20;-1,37;11,06;777.616.578,87;44.455,00;;8.807.885,00
RZAT11;94,40;1,700000;14,19;103,83;0,91;712.797,52;14,88;3,92;12,62;439.716.792,04;34.380,00;;4.235.042,00
RZDM11;550,16;2,900000;0,00;32,81;16,77;;100,81;;;5.249.451,62;4,00;;160.000,00
RZLC11;1.005,09;12,053894;14,82;996,05;1,01;627.396,24;78,70;;;161.323.254,64;160,00;;161.963,00
RZTR11;86,40;0,900000;13,77;98,07;0,88;2.911.577,71;1,41;-0,28;9,75;1.848.721.684,18;146.019,00;;18.851.720,00
RZZI11;982,82;6,800000;4,27;1.304,11;0,75;2.000.000,00;1,46;;;145.461.588,50;116,00;;111.541,00
RZZR11;129,00;1,232000;10,37;176,29;0,73;131.826,29;1,12;2,38;-6,04;984.983.121,02;557,00;;5.587.289,00
RZZV11;1.028,34;8,300000;7,98;1.194,84;0,86;105.000,00;3,82;;;207.352.351,72;131,00;;173.540,00
SACL11;0,00;;0,00;63,81;;;3,50;;;118.155.565,38;8.102,00;;0,00
SADI11;8,62;0,114000;5,29;8,73;0,99;17.163,00;7,98;0,14;12,09;135.150.517,24;10.994,00;;15.486.840,00
SAIC11B;0,00;0,662215;0,00;39,67;;;0,01;;;56.723.988,53;45,00;;1.429.740,00
SALI11;0,00;0,900000;0,00;95,21;;;7,31;;;7.575.553,97;2,00;;79.565,00
SAPI11;9,04;0,118500;15,93;10,06;0,90;141.728,48;13,06;;;297.516.319,92;13.178,00;;29.563.321,00
SARE11;4,80;0,026000;0,00;5,03;0,95;348.855,00;4,63;-28,39;-3,25;464.915.874,22;26.586,00;;92.343.290,00
SBCL11;0,00;;0,00;0,00;;;;;;0,00;0,00;Ativa;0,00
SCPF11;3,40;0,040000;1,71;9,89;0,34;1.410,86;1,22;8,93;-11,71;41.549.233,57;4.167,00;;4.200.000,00
SEED11;98,34;1,150000;11,63;90,98;1,08;;0,44;2,64;;149.202.234,27;131,00;;1.640.000,00
SEQR11;53,71;0,588300;13,03;98,96;0,54;79.462,86;2,19;-4,15;7,07;164.843.420,44;4.159,00;Ativa;1.665.695,00
SFND11;83,07;0,100000;0,00;0,00;1,30;;3,50;115,88;;0,00;54,00;;981.472,00
SFRO11;0,00;;0,00;5,93;;;102,53;;;5.191.438,53;20,00;;875.758,00
SHDP11B;0,00;151,997434;0,00;884,44;;;5,07;117,59;;1.052.234.698,91;2,00;;1.189.725,00
SHOP11;36,50;;0,00;30,32;1,20;740.552,08;0,92;;-11,25;76.507.752,26;99,00;;2.523.296,00
SHPH11;974,96;12,000000;6,75;1.037,36;0,94;134.928,00;1,95;5,97;16,29;631.698.081,98;2.037,00;;608.950,00
SHPP11;10,79;0,045000;5,78;10,15;1,06;6.548.133,81;2,23;;;518.198.391,88;125,00;;51.067.415,00
SHSO11;0,00;0,420000;0,00;98,85;;;4,29;;;19.769.049,00;1,00;;200.000,00
SIGR11;99,90;1,295000;0,00;9,38;10,65;100,00;0,61;;-0,03;183.000.003,55;10.920,00;;19.515.485,00
SJAU11;2,04;11,880000;0,00;14,87;0,14;3.850,38;24,58;;-69,71;11.795.798,91;838,00;;793.224,00
SLDZ11;0,00;;0,00;-85,58;;;;;;-430.039,32;2,00;Ativa;5.025,00
SMRE11;53,10;1,004753;23,13;104,33;0,51;102.181,52;1,40;;;104.105.096,46;1.233,00;;997.857,00
SNCI11;87,00;1,000000;13,79;96,93;0,90;408.931,10;17,49;0,99;8,24;407.107.304,43;35.129,00;;4.200.000,00
SNEL11;8,42;0,100000;14,27;7,99;1,05;7.405.102,57;5,12;;;883.624.281,88;99.294,00;;110.660.070,00
SNFF11;72,78;0,720000;13,55;85,85;0,85;293.600,00;12,11;0,86;5,84;345.157.144,75;25.703,00;;4.020.635,00
SNLG11;1,24;0,840000;0,00;2,04;0,61;0,00;144,97;;48,32;5.166.644,74;9.267,00;;2.529.966,00
SNME11;9,38;0,150000;15,78;9,43;0,99;445.161,38;18,61;;;69.984.048,36;7.492,00;;7.418.243,00
SOFF11;94,20;1,000000;0,00;102,43;0,92;12,53;0,00;;;187.944.047,94;309,00;;1.834.908,00
SOLR11;1.051,35;4,770765;0,00;919,31;1,14;;0,48;;;60.245.691,32;58,00;;65.533,00
SPAF11;0,00;8,572226;0,00;1.126,87;;;3,40;10,58;;12.699.858,78;1,00;;11.270,00
SPDE11;1.266,67;12,440000;10,28;1.541,05;0,82;;1,81;;;140.851.989,61;120,00;;91.400,00
SPGM11;13,36;;0,00;16,30;0,82;0,00;0,01;;;73.661.026,38;118,00;;4.518.848,00
SPMO11;120,00;0,430000;0,00;170,97;0,70;0,00;0,00;;;310.305.927,73;15,00;;1.814.984,00
SPTW11;37,75;0,850000;15,44;54,17;0,70;59.607,29;6,54;2,02;10,25;97.388.785,80;16.669,00;;1.798.000,00
SPVJ11;0,00;0,168000;0,00;24,46;;;24,75;-38,82;;154.423.844,13;23,00;;6.312.090,00
SPXC11;0,00;;0,00;63,81;;;3,50;;;118.155.565,38;8.102,00;;0,00
SPXG11;0,00;;0,00;9,77;;;0,00;;;7.513.330,76;61,00;;768.869,00
SPXL11;0,00;;0,00;8,82;;;100,81;;;38.765.966,71;28,00;;4.397.344,00
SPXS11;8,05;0,098000;15,06;9,42;0,85;346.681,43;12,47;0,17;7,89;190.094.764,86;20.343,00;;20.189.040,00
SRVD11;3,00;0,200000;0,00;0,16;18,75;0,00;0,00;;-19,26;15.751.874,97;108,00;;96.286.020,00
STRX11;140,31;0,810000;7,60;153,25;0,92;141,00;1,14;3,87;;247.273.997,22;111,00;;1.613.559,00
SURE11;0,00;0,580000;0,00;10,85;;;30,47;;;116.412.669,49;1,00;;10.728.379,00
TBOF11;15,56;0,822740;0,00;0,21;74,10;;492,15;74,62;;2.097.587,74;9.180,00;;10.050.000,00
TCIN11;145,92;;0,00;42,98;3,40;277.248,00;0,00;;3,03;36.689.578,22;107,00;;853.657,00
TCPF11;39,53;4,710000;11,92;98,62;0,40;;6,24;;;29.322.488,92;48,00;;297.327,00
TELD11;0,00;;0,00;24,62;;;16,14;;;11.567.171,92;2,00;;469.760,00
TELF11;0,00;;0,00;63,81;;;3,50;;;118.155.565,38;8.102,00;;0,00
TELM11;9,84;0,300000;17,64;10,20;0,96;5.208,81;34,65;;;31.636.978,60;299,00;;3.100.500,00
TEPP11;7,88;0,131000;14,48;9,58;0,82;1.356.970,14;5,10;5,89;7,86;475.561.606,76;44.450,00;;49.616.923,00
TFOF11;138,00;2,370000;0,00;121,20;1,14;;13,36;180,03;;103.080.374,68;3.278,00;;850.530,00
TGAR11;50,25;0,720000;20,51;108,79;0,46;4.525.312,67;0,23;-14,42;-15,39;2.564.030.458,11;137.575,00;;23.567.968,00
THRA11;138,50;0,130000;0,00;9,54;14,52;;140,47;90,73;;14.050.683,35;2.084,00;;1.472.728,00
TJKB11;253,44;2,900000;13,57;281,96;0,90;245.637,33;1,71;4,26;10,75;601.856.649,49;767,00;;2.134.524,00
TMPS11;74,00;1,800000;14,97;81,66;0,91;291.608,33;5,23;-0,54;5,24;79.940.394,80;1.875,00;;978.968,00
TOPP11;67,76;0,840000;13,64;105,67;0,64;596.517,29;3,33;;;478.478.280,75;4.522,00;;4.528.240,00
TORD11;1,14;0,003500;7,39;36,72;0,03;12.811,19;4,30;-72,73;-61,80;212.583.174,34;46.674,00;;5.841.933,00
TORM13;142,00;10,562960;0,00;0,00;2,23;;3,50;;;0,00;0,00;;0,00
TOUR11;8,80;0,242328;0,00;0,00;0,14;;3,50;;;0,00;0,00;;0,00
TRBL11;58,92;2,680000;17,24;79,54;0,74;1.132.777,81;8,86;2,44;-7,19;615.586.359,16;42.290,00;;7.739.092,00
TRNT11;97,51;0,070000;0,00;165,49;0,59;8.552,75;1,71;-13,28;-4,46;651.287.503,47;499,00;;3.935.562,00
TRPL11;1,10;;0,00;0,50;2,20;1.133,32;11,36;;;4.985.172,73;163,00;;10.000.000,00
TRUE11;24,05;0,018204;1,09;27,61;0,87;17.035,86;2,78;-10,27;0,31;68.520.470,28;2.855,00;;2.481.283,00
TRXB11;183,00;10,300000;19,92;99,01;1,85;1.349.346,29;1,79;38,97;29,95;402.558.572,70;803,00;;4.066.022,00
TRXF11;90,99;1,500000;12,97;98,33;0,93;19.415.286,43;2,04;0,14;5,06;6.138.975.528,57;313.615,00;;62.430.702,00
TRXY11;8,15;0,130000;16,69;8,67;0,94;223.379,33;0,88;;;307.573.206,43;2.714,00;;35.467.014,00
TSER11;103,79;1,647421;14,46;93,70;1,11;0,00;8,65;7,54;7,90;139.196.673,78;1,00;;1.485.504,00
TSNC11;58,90;7,361195;0,00;78,12;0,75;9,89;5,28;-32,82;;84.896.595,36;109,00;;1.086.780,00
TSNM11;0,00;;0,00;63,81;;;3,50;;;118.155.565,38;8.102,00;;0,00
TVRI11;91,63;1,050000;13,75;103,97;0,88;1.102.521,62;2,58;3,85;9,22;1.655.185.497,04;59.039,00;;15.919.690,00
URHF11;58,00;1,000000;22,53;97,89;0,59;8.419,65;21,97;;;10.808.169,28;303,00;;110.417,00
URPR11;19,56;0,300000;21,42;83,84;0,23;913.532,52;0,53;-31,92;-33,14;983.741.267,95;56.984,00;;11.733.895,00
VCHG11;0,00;;0,00;63,81;;;3,50;;;118.155.565,38;8.102,00;;0,00
VCJR11;73,98;1,250000;15,60;93,66;0,79;2.229.240,10;7,55;-0,22;6,12;1.379.078.036,91;29.327,00;;14.723.970,00
VCRI11;7,16;0,095000;15,29;9,53;0,75;202.923,95;1,04;0,15;7,58;195.790.064,97;12.810,00;;20.543.663,00
VCRR11;55,50;0,400000;9,73;103,75;0,53;121.797,95;7,74;-13,56;-2,74;207.503.327,78;2.693,00;;2.000.000,00
VCTH11;101,00;;0,00;95,10;1,06;505,00;4,77;;;68.087.340,16;176,00;;715.952,00
VDSV11;0,00;;0,00;935,15;;;13,86;;;37.212.244,82;83,00;;39.793,00
VERE11;127.709,34;4,890000;0,03;529,52;241,18;;2,53;29,26;;339.195.230,70;111,00;;640.565,00
VGHF11;5,87;0,070000;15,16;8,37;0,70;2.109.520,29;1,58;-9,48;-3,49;1.379.137.939,39;378.189,00;;164.721.683,00
VGII11;65,76;0,800000;7,60;65,88;1,00;0,00;11,03;;;34.181.530,66;9,00;;518.865,00
VGIP11;80,09;1,050000;11,04;91,40;0,88;2.285.453,33;3,86;0,77;7,90;1.077.329.646,94;83.612,00;;11.787.247,00
VGIR11;9,61;0,120000;14,67;9,80;0,98;3.831.632,90;5,69;3,50;15,11;1.431.263.745,53;270.326,00;;146.101.287,00
VGRI11;5,36;0,075000;23,51;8,70;0,62;329.242,29;3,87;;;304.819.560,55;26.071,00;;35.021.736,00
VIDS11;915,64;63,984592;8,74;700,32;1,31;;24,48;;;66.252.312,96;199,00;;94.603,00
VIFI11;6,96;0,070000;0,00;0,00;;;;5,09;0,34;0,00;0,00;Ativa;0,00
VILG11;95,58;0,820000;9,68;111,81;0,85;2.795.808,86;8,51;6,45;4,66;1.676.830.071,63;149.369,00;;14.997.396,00
VINO11;4,61;0,042000;11,81;9,81;0,47;522.217,48;6,80;-8,46;-11,72;812.151.045,20;127.379,00;;82.826.295,00
VISC11;105,66;0,840000;9,38;115,82;0,91;4.918.365,90;4,48;-4,98;4,55;3.339.028.785,11;350.230,00;;28.828.640,00
VIUR11;2,25;0,206700;28,03;3,51;0,64;153.688,00;60,10;3,78;2,98;94.664.702,09;37.666,00;;26.946.220,00
VJFD11;125,20;0,880000;9,07;170,97;0,73;0,00;0,74;8,19;;833.663.802,37;105,00;;4.876.129,00
VLIQ11;0,00;;0,00;0,00;;;3,50;;;0,00;1,00;;0,00
VLJS11;1.141,14;28,819221;0,00;593,11;1,92;;1,37;;;15.461.546,75;9,00;;26.068,00
VLOL11;88,00;1,856441;0,00;111,06;0,79;0,00;16,46;14,56;;198.219.080,15;3.127,00;;1.784.828,00
VOTS11;90,04;1,200000;12,51;91,73;0,98;1.078,48;11,14;2,36;13,44;75.945.003,22;534,00;;827.913,00
VPPR11;19,30;0,070000;0,00;41,44;0,47;58.290,00;1,35;-42,64;-3,47;303.211.367,07;30.154,00;;7.316.171,00
VPSI11;21,92;0,300261;14,23;33,61;0,65;22,00;0,86;9,81;;271.256.690,45;125,00;;8.071.897,00
VRTA11;73,20;0,850000;13,99;83,80;0,87;3.012.520,67;3,86;2,40;3,49;1.306.696.394,39;103.290,00;;15.592.424,00
VRTM11;6,98;0,090000;15,47;9,47;0,74;132.585,19;7,54;;;444.788.700,96;11.844,00;;46.971.245,00
VSEC11;0,21;0,080000;0,00;0,00;0,00;;3,50;-0,62;0,00;0,00;0,00;;0,00
VSHO11;73,60;0,700000;11,09;114,09;0,65;10.109,48;1,00;0,12;8,20;239.449.150,33;2.857,00;;2.098.800,00
VSLH11;1,77;0,035000;17,36;11,10;0,16;78.179,52;4,33;-7,97;-18,01;331.459.598,25;60.472,00;;29.864.091,00
VTBL11;0,00;1,544600;0,00;84,35;;;0,00;;;19.105.850,77;1,00;;226.505,00
VTLT11;88,98;1,262349;8,64;90,55;0,98;12.462.404,00;1,31;5,80;6,83;191.517.274,18;5.533,00;;2.115.000,00
VTPA11;0,00;;0,00;104,68;;;1,82;;;69.287.071,33;1,00;;661.867,00
VTPL11;64,25;0,490000;8,03;120,16;0,53;66,00;1,07;;;166.564.006,99;125,00;;1.386.242,00
VTRT11;0,00;0,107508;0,00;100,80;;;20,14;;;1.030.654.046,20;499,00;;10.224.963,00
VTVI11;0,00;;0,00;22,00;;;2,20;;;39.186.848,75;1,00;;1.780.984,00
VTXI11;0,00;;0,00;2,64;;;6,74;;;273.238,99;2,00;;103.500,00
VVCO11;9,01;0,323281;0,00;15,09;0,60;867,67;1,84;;-11,09;149.411.419,03;2.437,00;;9.900.000,00
VVCR11;8,84;0,100000;13,55;10,35;0,85;264.082,14;8,31;-1,46;4,04;189.111.807,20;2.050,00;;18.278.958,00
VVMR11;83,00;0,200000;1,45;84,24;0,99;952,89;0,28;-26,18;2,18;237.817.050,40;504,00;;2.823.180,00
VVPR11;101,50;0,892340;0,00;98,03;1,04;;1,27;;;226.032.234,18;1.372,00;;2.305.771,00
VVRI11;84,58;0,030442;6,07;90,18;0,94;13.225,84;0,26;-25,06;3,77;158.458.376,25;144,00;;1.757.140,00
VXXV11;785,00;93,020000;0,00;432,41;1,82;10.159.264,40;0,43;;5,01;206.637.182,67;15,00;;477.875,00
WHGR11;9,03;0,100000;13,68;9,76;0,93;279.471,00;2,10;0,14;11,58;301.604.364,00;15.134,00;;30.912.378,00
WPLZ11;48,00;0,370000;10,56;54,57;0,88;3.222,25;0,71;0,87;-1,72;64.752.127,01;1.441,00;;1.186.683,00
WSEC11;1,41;0,020354;14,54;1,47;0,96;1.533,00;103,39;-1,67;28,15;3.603.090,71;918,00;;2.456.510,00
WTSP11;67,00;0,600000;7,12;94,40;0,71;1.822,85;1,13;5,44;18,76;116.919.864,95;235,00;;1.238.572,00
XBXO11;0,00;;0,00;8,49;;;0,00;;;25.819.990,51;5,00;;3.042.600,00
XLPR11;69,26;0,379574;9,94;74,92;0,92;15.168,19;2,77;-5,68;6,28;36.093.674,05;1.379,00;;481.757,00
XPCI11;83,69;0,950000;13,03;88,56;0,94;1.723.712,52;4,80;0,12;11,64;770.578.224,59;83.304,00;;8.701.551,00
XPCM11;8,01;0,020000;0,00;20,21;0,40;17.830,29;0,90;-34,84;-14,62;48.789.846,88;15.567,00;;2.414.570,00
XPIN11;62,04;0,850000;14,60;74,78;0,83;817.241,95;1,95;8,89;0,87;534.690.266,89;37.186,00;;7.150.422,00
XPLG11;90,78;0,820000;10,84;105,25;0,86;10.890.159,24;3,06;1,68;1,31;5.408.721.355,72;344.319,00;;51.390.097,00
XPML11;106,02;0,920000;10,44;109,39;0,97;14.233.362,33;2,28;1,40;10,42;7.034.476.644,18;748.369,00;;64.308.055,00
XPRE11;0,00;;0,00;;;;;;;;;;0,00
XPSF11;6,15;0,070000;13,31;7,88;0,78;299.805,05;0,91;-2,88;1,91;341.027.173,18;54.411,00;;43.302.140,00
YEES11;102,00;;0,00;99,51;1,03;1.224,00;6,00;;;29.851.572,39;136,00;;300.000,00
YUFI11;15,00;0,171599;0,00;39,22;0,38;0,00;4,11;;-26,52;19.322.334,98;56,00;;492.650,00
ZAGH11;8,45;0,050000;6,97;9,11;0,93;1.487,67;0,00;;;200.651.360,59;0,00;;22.020.200,00
ZAVC11;9,16;0,130000;16,70;10,04;0,91;7.589,86;10,44;;;35.958.897,94;830,00;;3.582.421,00
ZAVI11;9,74;0,120000;13,96;13,65;0,71;30.226,81;4,10;-1,75;3,68;160.177.127,76;2.524,00;;11.733.220,00
ZIFI11;899,89;3,304958;0,00;1.537,32;0,59;2.508,50;0,00;;-3,46;72.999.472,52;91,00;;47.485,00
