TICKER;PRECO;ULTIMO DIVIDENDO;DY;VALOR PATRIMONIAL COTA;P/VP;LIQUIDEZ MEDIA DIARIA;PERCENTUAL EM CAIXA;CAGR DIVIDENDOS 3 ANOS; CAGR VALOR CORA 3 ANOS;PATRIMONIO;N COTISTAS;GESTAO; N COTAS
HGBL11;8,80;0,072000;9,95;9,81;0,90;67.427,71;1,58;;;257.621.581,89;4.832,00;;26.261.802,00
HGBS11;19,33;0,170000;9,87;20,38;0,95;4.124.341,00;1,60;-4,67;4,72;2.942.000.393,20;194.805,00;;144.355.726,00
HGCR11;92,50;0,950000;12,81;98,47;0,94;3.685.599,52;2,71;-0,42;7,74;1.518.188.028,49;103.812,00;;15.418.106,00
HGFF11;62,38;1,990000;5,37;71,18;0,88;1.552.502,00;18,73;8,82;-2,84;203.824.815,19;14.789,00;;2.863.597,00
HGIC11;53,95;0,670000;16,04;110,66;0,49;2.366,86;2,00;-8,44;-10,02;51.204.172,04;727,00;;462.706,00
HGLG11;148,35;1,100000;8,90;166,00;0,89;13.647.294,71;0,64;0,00;3,95;7.570.056.166,40;573.386,00;;45.601.745,00
HGPO11;45,82;1,200879;237,45;49,35;0,93;78.489,08;318,61;142,33;-23,10;86.518.727,86;8.203,00;;1.753.057,00
HGRE11;122,95;1,500000;9,35;147,39;0,83;1.885.112,19;5,58;3,08;3,64;1.741.832.777,19;144.569,00;;11.817.767,00
HGRS11;0,00;8,300000;0,00;0,00;;;3,50;;;0,00;6,00;;1.492.940,00
HGRU11;128,75;0,950000;9,24;128,90;1,00;5.492.369,62;1,10;-0,42;9,60;2.995.424.135,35;232.223,00;;23.238.024,00
HILG11;184,96;0,982200;27,58;245,06;0,75;0,00;9,99;44,05;;128.961.347,44;107,00;;526.253,00
HIRE11;100,36;0,870000;5,37;100,18;1,00;2.236.176,83;6,21;;;274.535.713,93;110,00;;2.740.301,00
HLMB11;0,00;49,571629;0,00;910,52;;;8,12;;;49.750.189,06;49,00;;54.639,00
HLOG11;8,80;0,110000;10,74;11,93;0,74;62.989,14;4,86;12,04;5,52;507.210.129,52;4.071,00;;42.500.000,00
HMOC11;226,95;23,800000;0,00;238,79;0,95;;0,67;122,18;;91.223.530,50;209,00;;382.017,00
HOFC11;33,98;0,210000;0,00;56,70;0,60;241.241,29;0,27;-22,89;14,53;214.282.245,00;4.126,00;;3.779.001,00
HOMS11;131,51;;0,00;88,61;1,48;25.009,55;0,47;;;46.957.938,68;2.579,00;;529.951,00
HOSI11;77,56;0,158600;4,42;121,16;0,64;2.335,42;1,66;-16,46;12,28;69.477.364,30;1.085,00;;573.450,00
HPDP11;89,39;0,610000;9,32;95,51;0,94;13.983,90;7,25;6,90;12,56;673.427.789,71;610,00;;7.050.992,00
HPDR11;0,00;;0,00;99,11;;;1,11;;;39.645.911,70;3,00;;400.000,00
HRDF11;4,45;6,800000;0,00;8,70;0,51;34,20;8,29;;-2,90;13.195.695,60;839,00;;1.517.425,00
HREC11;8,13;0,095000;12,55;8,91;0,91;156.196,43;1,54;1,00;11,09;460.267.229,38;2.417,00;;51.685.917,00
HRES11;141,53;8,735900;27,74;112,26;1,26;2.140.733,00;18,52;;;52.564.815,88;135,00;;468.241,00
HSAF11;77,52;0,950000;14,71;89,25;0,87;515.229,43;10,88;3,44;7,81;225.481.752,46;8.802,00;;2.526.360,00
HSLG11;92,30;0,740000;9,26;109,49;0,84;839.332,00;6,25;-1,30;8,50;1.386.117.337,47;40.116,00;;12.660.067,00
HSML11;86,54;0,750000;9,73;104,20;0,83;4.184.427,71;3,56;-2,98;7,29;2.222.527.268,64;191.016,00;;21.329.976,00
HSRE11;87,73;0,850000;11,06;86,50;1,01;1.010.257,19;4,44;15,10;3,97;769.710.080,04;792,00;;8.898.724,00
HTMX11;138,75;2,950000;12,39;149,17;0,93;535.674,38;8,50;-15,10;21,87;430.803.119,92;33.089,00;;2.888.094,00
HUCG11;88,20;0,750000;10,63;128,27;0,69;1.296,10;0,82;;6,74;143.721.044,07;241,00;;1.120.448,00
HUSC11;96,01;0,940000;12,95;150,10;0,64;2.417,00;4,49;13,86;7,12;127.709.454,20;763,00;;850.821,00
HUSI11;1.089,98;9,343613;10,75;1.315,98;0,83;10.013,94;2,28;3,61;6,85;153.130.257,95;106,00;;116.362,00
HYPI11;180,54;1,148300;63,12;1,93;93,54;363,00;243,70;;;2.525.439,51;109,00;;1.306.304,00
IBBP11;7,63;0,082100;10,85;9,24;0,83;114.508,76;5,13;;;696.681.175,82;1.521,00;;75.370.654,00
IBCR11;44,50;0,600000;16,20;89,07;0,50;57.163,52;0,98;-10,95;-3,92;85.371.234,57;3.794,00;;958.423,00
IBFF11;66,40;0,296485;0,00;14,78;4,49;;101,13;;;9.855.905,16;3.870,00;;666.681,00
ICNE11;700,00;13,543727;19,65;614,35;1,14;490,45;0,33;;;73.722.465,55;10,00;;120.000,00
ICRI11;94,00;1,100000;12,71;101,89;0,92;691.253,86;6,98;;;393.021.351,52;11.954,00;;3.857.359,00
IDFI11;2,00;0,034026;0,00;1,60;1,25;;101,44;-50,79;-29,05;3.283.391,87;617,00;Ativa;2.057.925,00
IDGR11;1,50;0,008834;0,00;0,00;;;;;-29,39;0,00;0,00;Ativa;883.359,00
IDUA11;64,42;0,100187;8,17;7,88;8,18;;119,93;;;3.169.700,86;1,00;;402.311,00
IMOV11;0,00;0,100000;0,00;9,35;;;9,99;;;496.430.254,84;13.027,00;;53.092.572,00
INDE11;80,00;;0,00;111,25;0,72;2.662,37;0,66;;;49.832.661,60;183,00;;447.921,00
INLG11;67,12;0,600000;12,08;106,40;0,63;224.313,19;0,77;-1,09;-7,14;480.086.510,35;14.847,00;;4.512.103,00
INRD11;74,25;0,720000;10,90;118,43;0,63;94.357,67;1,49;7,07;6,88;133.794.671,29;5.856,00;;1.129.720,00
IRDM11;58,31;1,250056;5,99;78,62;0,74;5.300.561,00;3,42;-0,50;-2,89;2.959.621.783,69;258.917,00;;37.642.399,00
IRIM11;65,68;1,180000;15,36;83,83;0,78;2.577.318,95;26,49;0,44;0,99;2.953.072.420,00;205.624,00;;35.225.947,00
ISCJ11;50,71;0,350584;41,31;0,00;;10.174,00;;;;0,00;0,00;;0,00
ITIP11;58,22;0,730000;14,69;68,50;0,85;429.503,90;2,06;0,39;2,48;51.249.599,16;7.316,00;;748.151,00
ITIT11;58,66;0,640000;12,67;78,45;0,75;309.352,81;1,51;0,09;0,73;70.648.021,19;8.998,00;;900.494,00
ITRI11;78,96;0,850000;13,30;93,71;0,84;1.019.126,10;3,13;;;585.701.060,04;18.032,00;;6.250.000,00
IVCI11;96,86;2,230000;14,85;99,89;0,97;;12,94;;;49.944.439,00;16,00;;500.000,00
JASC11;100,00;0,720000;8,36;114,54;0,87;13.888,89;2,91;7,82;7,13;441.099.359,45;161,00;;3.851.187,00
JBFO11;15,03;0,043000;0,00;7,76;1,94;;100,61;-19,38;;9.919.792,95;369,00;;1.279.070,00
JCCJ11;142,10;1,770000;9,84;200,80;0,70;320.460,10;0,65;;;1.046.775.192,71;337,00;;5.213.036,00
JCDA11;0,00;;0,00;28,84;;;0,14;;;441.268.891,67;104,00;;15.303.215,00
JCDB11;0,00;;0,00;240,38;;;0,14;;;250.710.781,85;58,00;;1.042.957,00
JCIN11;148,90;7,082941;4.768,25;180,32;0,83;9.973.769,00;0,10;;;237.606.319,89;6,00;;1.317.717,00
JFLL11;55,83;0,200000;8,36;104,09;0,54;56.062,33;1,32;-14,38;6,59;156.191.025,81;2.068,00;;1.500.598,00
JPPA11;81,00;1,520000;17,04;100,26;0,81;119.134,19;1,44;3,02;8,67;90.636.492,03;6.017,00;;904.050,00
JPPC11;12.262,77;0,350000;0,24;61,16;200,50;10.205.711.351,16;101,26;;870,39;3.363.854,71;492,00;;55.000,00
JRDM11;85,00;0,400000;0,00;88,84;0,96;0,00;0,41;28,90;-0,35;224.143.181,16;4.001,00;;2.522.968,00
JSAF11;7,29;0,080000;13,53;9,28;0,79;1.453.087,14;20,19;-5,97;2,50;719.646.064,11;26.400,00;;77.523.290,00
JSCR11;7,90;0,102000;14,84;9,47;0,83;246.512,62;3,86;;;209.607.782,10;3.544,00;;22.137.100,00
JSRE11;59,00;0,480000;9,76;103,10;0,57;3.564.367,43;1,17;0,94;-2,26;2.141.161.745,88;88.932,00;;20.767.328,00
JTPR11;2.517,00;1,630372;0,00;31,34;80,31;;19,31;;;6.727.195,78;7,00;;214.674,00
KCRE11;8,92;0,130000;12,89;9,42;0,95;341.548,14;1,25;2,31;10,45;339.202.016,85;16.050,00;;36.000.000,00
KEVE11;446,20;10,832696;28,68;370,33;1,20;290,11;29,15;;4,74;54.697.687,97;429,00;;147.700,00
KFEN11;1.100,00;12,500000;10,73;937,23;1,17;;0,74;;;167.436.354,12;129,00;;178.651,00
KFOF11;77,83;0,800000;12,27;91,78;0,85;1.178.442,71;2,98;-0,45;4,53;643.796.104,69;27.026,00;;7.014.565,00
KINP11;10,00;3,053493;0,00;0,00;0,16;0,00;3,50;;;0,00;0,00;;0,00
KISU11;6,48;0,070000;11,88;8,07;0,80;448.581,62;3,53;-2,27;1,32;356.882.460,97;103.453,00;;44.196.050,00
KIVO11;58,73;0,850000;18,24;84,39;0,70;450.044,24;28,80;-6,97;-0,23;187.570.261,88;7.247,00;;2.222.736,00
KLOG11;0,00;;0,00;0,94;;;1,34;;;383.402.243,06;354,00;;406.398.891,00
KNCR11;107,97;1,100000;13,37;102,38;1,06;20.380.602,67;8,04;4,79;16,36;10.963.961.899,61;558.989,00;;107.089.622,00
KNHF11;94,60;1,000000;12,69;100,78;0,94;3.309.336,76;8,32;;;1.981.719.472,60;69.413,00;;19.663.235,00
KNHY11;101,39;1,200000;13,02;98,77;1,02;2.725.677,90;3,72;1,51;14,31;3.078.815.446,57;27.847,00;;31.173.083,00
KNIP11;91,67;1,120000;10,92;93,42;0,98;12.942.684,52;11,74;2,37;11,04;7.481.169.020,60;72.653,00;;80.078.186,00
KNPR11;71,89;5,700000;11,84;93,88;0,77;40.287,83;4,69;;;54.443.302,45;594,00;;579.911,00
KNRE11;0,34;0,001240;0,36;0,64;0,53;355,38;32,61;;37,78;11.910.967,91;5.382,00;;18.547.161,00
KNRI11;156,64;1,380000;8,25;163,15;0,96;8.239.170,38;2,68;2,75;7,37;4.601.415.318,82;313.130,00;;28.204.047,00
KNSC11;9,23;0,100000;12,36;8,76;1,05;4.150.366,86;7,53;6,08;13,84;1.771.689.563,66;265.223,00;;202.202.385,00
KNUQ11;104,92;1,150000;14,27;101,38;1,03;4.344.379,38;8,12;6,85;;2.178.113.477,92;54.995,00;;21.484.730,00
KOPI11;0,00;;0,00;63,81;;;3,50;;;118.155.565,38;8.102,00;;0,00
KORE11;65,14;0,600000;17,04;106,17;0,61;2.482.512,95;0,46;;;1.021.842.134,43;30.828,00;;9.625.000,00
KRES11;0,00;0,000843;0,00;1,00;;;1,80;;;244.171.560,62;131,00;;245.099.742,00
LASC11;111,97;0,560000;7,53;131,92;0,85;194.156,62;0,93;3,88;15,89;387.891.107,96;641,00;;2.940.298,00
LATR11B;774,06;9,998500;0,00;0,00;12,13;0,00;3,50;;;0,00;0,00;;0,00
LAVF11;0,00;1,300000;0,00;0,00;;;3,50;;;0,00;7,00;;44.600,00
LFTT11;2,10;3,668145;0,00;30,86;0,07;598.719,00;10,90;;-4,09;20.524.042,22;8,00;;665.000,00
LIFE11;6,82;0,120000;21,11;9,65;0,71;959.419,52;1,65;-1,72;1,30;383.768.615,88;20.449,00;;39.761.584,00
LKDV11;1.104,12;;0,00;1.104,12;1,00;101.354,50;9,38;;;73.767.629,67;101,00;;66.811,00
LLAO11;57,20;1,700000;0,00;53,32;1,07;57,00;5,71;;;19.256.284,02;78,00;;361.140,00
LMAI11;36,90;0,120000;11,30;104,27;0,35;12.981,80;1,58;-2,65;-1,50;550.560.743,88;1.085,00;;5.280.066,00
LOFT11B;29,90;0,201705;0,00;0,00;;;7.677,06;;;1.037,85;8,00;;1.958.596,00
LPLP11;230,00;3,378030;19,36;313,92;0,73;405,15;0,01;-20,09;;251.560.601,61;38,00;;801.344,00
LRDI11;114,09;29,710137;64,57;47,13;2,42;50,00;2,98;;;17.451.380,86;139,00;;370.244,00
LRED11;12,00;;0,00;10,87;1,10;0,00;6,20;;;15.309.327,14;108,00;;1.408.780,00
LSOI11;12,02;0,100000;0,00;13,29;0,90;0,00;0,60;;;71.298.448,94;40,00;;5.365.285,00
LSPA11;24,01;0,060000;0,00;20,95;1,15;;104,96;81,14;-26,11;8.473.824,04;727,00;Ativa;404.500,00
LTMT11;93,78;8,379118;0,00;94,12;1,00;0,00;4,17;;;14.730.216,79;115,00;;156.501,00
LVBI11;103,34;0,750000;8,70;120,46;0,86;2.889.185,62;0,67;-5,28;5,47;1.941.627.792,71;124.082,00;;16.118.565,00
MADS11;0,00;;0,00;63,81;;;3,50;;;118.155.565,38;8.102,00;;0,00
MAGM11;10,00;0,120000;7,10;10,08;0,99;3.853,10;13,87;;;125.405.482,53;182,00;Ativa;12.440.765,00
MANA11;9,15;0,125000;14,70;9,36;0,98;1.134.791,24;2,86;2,20;11,22;351.255.788,66;36.656,00;;37.536.140,00
MATV11;86,63;0,600000;0,00;93,73;0,92;;15,13;;0,44;39.926.993,67;325,00;;425.968,00
MAXR11;49,21;0,250000;7,32;93,17;0,53;42.688,29;3,90;-23,96;2,03;104.873.294,73;3.562,00;;1.125.655,00
MCCI11;93,80;1,000000;11,71;94,84;0,99;5.313.615,43;6,24;4,76;12,59;1.608.480.585,47;124.940,00;;16.960.024,00
MCEM11;26,97;0,670000;21,65;27,82;0,97;8.232,92;0,33;;;95.182.732,60;234,00;;3.421.153,00
MCHF11;9,10;0,070000;0,00;9,15;0,99;;28,30;;-0,54;295.957.071,40;82.189,00;;32.354.247,00
MCLO11;10,39;0,150080;10,27;13,83;0,75;577.455,35;2,95;;;1.723.795.824,67;247,00;;124.642.860,00
MCRE11;9,03;0,110000;14,67;10,17;0,89;2.130.661,43;-0,02;-3,52;6,22;1.135.090.129,68;94.007,00;;111.598.921,00
MFAI11;69,98;0,720000;0,00;0,00;;;;-11,46;3,32;0,00;0,00;Ativa;0,00
MFCR11;22,33;2,270000;0,00;0,00;;;;;-38,01;0,00;0,00;Ativa;0,00
MFII11;51,00;0,910000;24,10;96,60;0,53;2.738.801,05;1,04;-3,51;-5,58;656.905.292,98;32.542,00;;6.800.000,00
MGCR11;9,40;0,100000;0,00;9,78;0,96;;1,77;;0,29;131.240.792,97;4.360,00;;13.416.505,00
MGFF11;69,99;0,520000;0,00;0,00;1,10;;3,50;-2,71;1,61;0,00;0,00;;0,00
MGHT11;11,77;0,130000;0,00;22,28;0,53;18.155,43;7,07;-14,07;-41,59;29.275.843,03;3.235,00;;1.313.784,00
MGIM11;101,50;0,176173;0,00;98,41;1,03;;101,04;;;24.337.124,08;75,00;;247.300,00
MGLC11;0,00;;0,00;63,81;;;3,50;;;118.155.565,38;8.102,00;;0,00
MGRI11;58,18;0,830000;19,18;47,45;1,23;;0,77;-3,25;;15.648.267,87;1,00;;329.755,00
MINT11;96,50;0,749556;0,00;97,17;0,99;;16,33;;-1,61;50.527.673,91;94,00;Ativa;520.000,00
MMPD11;67,92;1,216124;46,53;67,24;1,01;1.008.803,00;7,81;;-100,00;35.668.292,11;102,00;;530.497,00
MMVE11;147,00;;0,00;155,79;0,94;12.228,56;0,79;;2,79;78.022.063,92;128,00;;500.814,00
MOFF11;0,00;;0,00;161,26;;;7,42;;;35.487.602,98;3,00;;220.066,00
MORC11;89,87;0,330000;0,00;0,00;1,41;;3,50;;-1,27;0,00;0,00;;0,00
MORE11;76,21;0,700000;0,00;0,00;1,19;;3,50;-3,30;0,67;0,00;0,00;;0,00
MOSO11;0,00;;0,00;;;;;;;;;;0,00
MTOF11;103,37;;0,00;43,18;2,39;;1,80;;;83.809.259,62;2,00;;1.941.019,00
MTRS11;0,00;;0,00;63,81;;;3,50;;;118.155.565,38;8.102,00;;0,00
MVFI11;0,00;;0,00;1,40;;;2,76;;;109.279.107,06;1,00;;78.155.673,00
MXRF11;9,69;0,100000;12,29;9,37;1,04;14.966.344,71;3,28;-2,01;9,22;4.313.692.471,65;1.468.513,00;;460.269.531,00
N4V1;0,00;;0,00;63,81;;;3,50;;;118.155.565,38;8.102,00;;0,00
N4V111;0,00;;0,00;63,81;;;3,50;;;118.155.565,38;8.102,00;;0,00
NAUI11;1.000,00;;0,00;435,66;2,30;0,00;10,06;;;22.538.654,50;110,00;;51.735,00
NAVT11;75,68;1,100000;12,87;87,64;0,86;42.809,29;78,29;-8,91;8,86;53.662.100,29;2.238,00;;612.282,00
NCRI11;9,00;0,120000;14,00;10,07;0,89;43.694,38;15,28;6,31;13,59;39.774.627,09;1.317,00;;3.949.999,00
NEWL11;103,02;1,000000;11,43;130,20;0,79;150.036,33;16,54;-0,11;9,30;365.885.730,64;7.480,00;;2.810.193,00
NEWU11;111,49;0,600000;3,90;95,92;1,16;3.607,76;12,28;26,09;26,25;73.157.639,77;1.056,00;;762.705,00
NIVT11;0,00;;0,00;11,02;;;2,23;;;92.090.911,12;483,00;;8.358.357,00
NPAR11;12,82;1,196695;0,00;11,02;1,16;;2,23;;;92.090.911,12;483,00;;8.358.357,00
NSLU11;171,98;1,720000;17,88;172,92;0,99;111.390,29;3,75;17,98;13,95;223.628.974,12;5.220,00;;1.293.286,00
NVHO11;12,15;0,083353;10,29;16,58;0,73;2.113,81;1,34;5,01;15,82;687.836.683,00;1.675,00;;41.494.533,00
NVIF11;227,50;0,889152;3,58;360,29;0,63;;4,64;8,91;;121.563.501,90;7,00;;337.400,00
OBAL11;1.095,00;93,515043;16,03;1.818,87;0,60;1.095,00;23,76;;;256.968.206,94;108,00;;141.279,00
OCRE11;64,90;0,362510;9,50;154,14;0,42;15.084,15;10,51;-12,37;-7,44;65.199.971,25;445,00;;422.986,00
OGHY11;8,72;0,090000;0,00;9,49;0,92;;72,24;;-4,53;25.780.971,88;1.565,00;;2.715.373,00
ONDA11;7,32;0,100000;17,90;11,02;0,66;14.344,76;2,23;;;92.090.911,12;483,00;;8.358.357,00
ONEF11;200,03;0,031000;0,00;182,79;1,09;;18,59;66,84;1,04;166.518.054,63;2.602,00;;911.000,00
OPTM11;0,00;0,140000;0,00;65,64;;;16,53;;;4.811.420,88;14,00;;73.304,00
ORPD11;93,00;1,379310;0,00;140,62;0,66;;0,00;;;40.780.903,28;6,00;;290.000,00
OUFF11;61,10;0,755800;0,00;0,00;;;;-0,22;-4,80;0,00;0,00;Ativa;0,00
OUJP11;71,00;1,580000;19,41;99,98;0,71;623.264,38;7,64;6,00;1,99;325.169.190,54;26.447,00;;3.252.384,00
OURE11;78,20;1,085000;0,00;0,00;;;;-3,46;-1,05;0,00;0,00;;0,00
PABY11;20,89;;0,00;-34,71;;811,75;;;-0,30;-26.327.409,60;518,00;;758.400,00
PATA11;9,01;0,115120;21,35;10,27;0,88;9.137,11;7,33;;;17.482.589,00;393,00;;1.702.007,00
PATB11;0,00;4,505153;0,00;213,21;;;0,77;;;879.819.564,41;1,00;;4.126.575,00
PATC11;39,50;0,050000;1,52;34,33;1,15;2.855.506,38;0,52;-55,89;5,90;119.369.914,50;4.260,00;;3.477.434,00
PATL11;0,01;0,570000;58.300,00;68,10;0,00;0,00;1,51;-0,19;-94,25;339.934.503,60;33.546,00;;4.991.535,00
PBLV11;663,11;46,797670;13,64;1.661,95;0,40;;5,14;;;8.076.332.727,90;2,00;;4.859.552,00
PCAS11;0,00;128,571429;0,00;3.802,90;;;0,02;;;266.203.128,91;100,00;;70.000,00
PCIP11;75,92;1,070000;14,40;92,88;0,81;2.249.294,00;3,50;0,37;4,75;1.580.092.878,48;113.410,00;;17.011.707,00
PDBM11;109,23;0,764706;17,36;112,77;0,97;5.218,13;1,50;;;38.340.741,67;118,00;;340.000,00
PEMA11;24,72;0,280000;28,69;53,21;0,46;289,47;0,66;-0,46;-3,66;29.370.112,09;281,00;;552.000,00
PLAG11;62,40;0,650000;10,64;65,57;0,95;132.127,29;6,23;7,72;20,95;357.535.366,72;13.748,00;;5.452.634,00
PLCR11;78,20;0,800000;2,17;83,40;0,94;864.020,00;7,46;-5,92;4,57;175.914.246,15;14.034,00;;2.109.169,00
PLRI11;7,95;0,660167;11,47;15,49;0,51;546,62;18,09;19,27;12,79;14.780.732,10;738,00;;954.304,00
PMFO11;87,00;0,840000;10,62;89,18;0,98;22.891,53;3,18;;;87.026.552,11;1,00;;975.907,00
PMIS11;7,80;0,099000;14,54;9,40;0,83;159.436,90;15,46;;;139.223.644,95;6.571,00;;14.803.242,00
PMLL11;100,97;1,000000;11,05;116,67;0,87;4.804.935,67;3,92;2,78;1,01;1.631.272.606,28;135.622,00;;13.982.093,00
PMRL11;108,59;0,573000;0,53;85,67;1,27;10.429,48;0,60;;;33.769.391,18;1.465,00;;394.163,00
PNCR11;45,20;1,560000;6,84;46,07;0,98;;101,19;;11,74;23.037.047,12;112,00;;500.000,00
PNDL11;160,00;3,410000;0,00;100,12;1,60;0,00;24,04;;-3,97;14.450.344,69;58,00;;144.332,00
PNLN11;0,00;;0,00;93,79;;;1,72;;;21.717.480,71;52,00;;231.547,00
PNPR11;48,00;1,230000;0,00;38,80;1,24;5.000.064,00;1,45;;-3,41;34.834.162,72;15,00;;897.816,00
PNRC11;28,11;0,015000;15,64;10,32;2,72;1,65;9,80;-35,97;6,90;4.231.534,23;103,00;;410.100,00
PORD11;8,45;0,098000;14,02;9,55;0,88;589.801,57;28,21;0,48;11,25;355.948.741,83;44.919,00;;37.283.750,00
PQAG11;53,97;0,490000;10,71;55,64;0,97;1.496,65;0,16;2,17;9,10;778.526.798,95;465,00;;13.991.890,00
PQDP11;2.500,00;17,808135;9,16;2.605,56;0,96;66.552,71;6,56;2,94;62,22;636.312.310,55;3.002,00;;244.213,00
PRSN11B;0,20;0,081427;40,71;2,62;0,08;0,00;45,90;;-44,02;8.454.733,38;491,00;;3.231.246,00
PRSV11;33,85;1,620000;0,00;102,09;0,33;1.710,60;0,20;28,92;-27,67;29.567.728,68;789,00;;289.621,00
PRTS11;18.206,64;0,054870;0,00;0,06;303.444,00;;103,36;;;3.111.607,44;11,00;;55.727.500,00
PRZS11;0,00;;0,00;61,45;;;0,10;;;91.755.256,10;19,00;;1.493.148,00
PSEC11;55,49;0,550000;12,89;74,12;0,75;2.398.768,48;5,39;-4,10;-2,09;1.363.714.663,33;84.072,00;;18.399.378,00
PULV11;8,72;0,095000;4,36;0,00;;61.949,00;;;;0,00;0,00;;0,00
PVBI11;72,90;0,400000;7,20;107,74;0,68;3.539.178,67;1,16;-13,60;-3,38;2.923.115.599,01;183.801,00;;27.130.067,00
QAMI11;84,68;1,000000;0,00;92,80;0,91;67.019,00;0,73;;2,14;74.367.555,48;1.440,00;;801.398,00
QIRI11;78,04;0,660000;0,00;89,61;0,87;;100,31;;;13.441.852,95;173,00;;150.000,00
QNTS11;0,00;1,930000;0,00;179,14;;;1,10;;;244.213.410,21;136,00;;1.363.236,00
QTZD11;0,00;;0,00;8,74;;;8,20;;;5.097.166,73;31,00;;583.340,00
RBBV11;100,00;0,224057;0,00;100,84;0,99;;1,01;75,40;;126.470.249,69;3.475,00;;1.254.164,00
RBCB11;19,00;0,300000;0,00;0,00;0,30;;3,50;-15,04;;0,00;462,00;;53.100,00
RBDS11;1,59;2,354143;0,00;18,43;0,09;68,10;13,22;18,99;-16,18;2.331.451,27;797,00;;126.523,00
RBED11;94,00;1,040000;0,00;0,00;;;;15,30;-4,71;0,00;10.734,00;Ativa;2.355.022,00
RBFM11;10,33;0,108000;13,17;12,85;0,80;306.285,67;6,43;3,80;6,72;240.895.325,60;22.122,00;;18.746.075,00
RBFY11;72,00;0,320000;1,19;94,72;0,76;8.837,47;2,69;;;91.864.653,27;82,00;;969.847,00
RBGS11;28,45;0,176600;0,00;90,78;0,31;;0,52;4,91;;97.865.283,71;2.808,00;;1.078.000,00
RBHG11;61,74;0,800000;15,68;86,58;0,71;228.515,48;0,98;-6,78;0,61;187.707.875,95;7.516,00;;2.167.957,00
RBHY11;72,45;1,000000;17,36;92,92;0,78;215.680,19;2,12;-0,63;5,60;175.939.153,17;3.499,00;;1.893.505,00
RBIR11;74,00;0,473060;16,30;78,77;0,94;193.181,19;12,32;;12,07;120.414.062,37;1.464,00;;1.528.615,00
RBLG11;17,72;0,064993;13,18;30,72;0,58;4,58;6,08;-23,66;-0,54;19.666.962,94;238,00;;640.199,00
RBOP11;223,01;1,100000;8,56;736,24;0,30;16.918,40;7,88;-33,12;-9,53;74.849.600,08;2.562,00;;101.664,00
RBRD11;37,05;0,550000;17,71;71,70;0,52;47.624,19;4,00;16,03;12,81;132.777.498,24;7.509,00;;1.851.786,00
RBRF11;6,53;0,120000;3,68;8,57;0,76;2.739.709,00;14,59;6,82;1,20;1.172.603.582,62;111.834,00;;136.807.700,00
RBRI11;250,55;13,000000;5,19;318,37;0,79;323,85;2,18;;19,33;44.465.056,94;143,00;;139.665,00
RBRK11;107,00;;0,00;115,52;0,93;0,00;2,69;;;200.848.511,63;19,00;;1.738.692,00
RBRL11;71,70;0,600000;11,92;98,07;0,73;531.933,48;8,67;1,61;1,05;655.781.197,05;16.902,00;;6.687.035,00
RBRM11;94.794,81;2.002,089652;0,00;5.301,98;17,88;;100,00;;;2.860.101,93;54,00;Ativa;539,00
RBRP11;46,50;0,400000;10,32;80,40;0,58;1.233.402,57;3,61;1,21;-0,69;979.206.851,27;54.487,00;;12.179.186,00
RBRR11;77,39;0,950000;11,56;93,29;0,83;4.593.981,86;3,62;3,52;6,26;1.520.653.656,87;143.366,00;;16.300.275,00
RBRS11;48,00;0,360000;4,13;96,01;0,50;2.162,32;4,14;-27,66;-1,14;73.392.606,42;865,00;;764.452,00
RBRU11;0,00;;0,00;63,81;;;3,50;;;118.155.565,38;8.102,00;;0,00
RBRX11;8,11;0,090000;13,39;9,76;0,83;2.325.710,19;2,47;-4,37;7,66;1.428.357.555,44;126.599,00;;146.354.302,00
RBRY11;86,37;1,000000;14,79;100,96;0,85;3.874.407,14;23,10;2,70;8,33;1.289.154.179,60;75.892,00;;12.769.512,00
RBTS11;247,95;7,341884;2,96;284,92;0,87;0,00;8,84;;;16.104.953,17;124,00;;56.525,00
RBVA11;8,95;0,090000;12,07;10,68;0,84;2.356.300,43;1,77;-3,45;5,10;1.667.803.737,09;92.652,00;;156.143.050,00
RBVO11;5,32;0,010000;0,00;0,00;;;;71,05;-15,70;0,00;0,00;Ativa;0,00
RCFA11;0,86;;0,00;18,12;0,05;12,89;0,00;;-34,35;10.578.486,81;279,00;;583.926,00
RCFF11;73,01;0,424400;0,58;103,01;0,71;20,28;96,41;;6,94;33.291.470,77;125,00;;323.200,00
RCKF11;0,00;;0,00;63,81;;;3,50;;;118.155.565,38;8.102,00;;0,00
RCRB11;133,94;1,080000;8,99;199,10;0,67;887.463,76;0,13;4,77;2,72;734.800.247,23;24.331,00;;3.690.695,00
RCRI11;100,59;1,150000;5,67;102,35;0,98;39.335,81;1,59;;;43.204.422,63;344,00;;422.144,00
RCRI11B;1.200,00;12,481836;0,00;365,40;3,28;;70,80;;;18.639.596,10;149,00;;51.012,00
RDCI11;0,00;3,930000;0,00;87,43;;;7,35;;;267.061.881,27;117,00;;3.054.449,00
RDIV11;100,00;0,750000;1,24;84,59;1,18;7.735.786,00;0,61;;;221.933.430,43;141,00;;2.623.752,00
RDLI11;10,80;15,111099;556,47;88,29;0,12;25.907,35;8,93;;;169.888.429,73;303,00;;1.924.193,00
RDLS11;0,00;;0,00;1.919,32;;;4,40;;;393.460.984,17;32,00;;205.000,00
