TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
AAON;70,02;0,57;33,57;8,34;6,02;32,77;18,63;15,18;22,63;27,61;0,27;0,08;5,10;19,97;-10,96;3,03;24,83;17,94;22,57;0,72;0,28;1,18;17,01;13,27;;8,40;2,09;;5.688.767.898,00
AAP;66,27;3,40;10,18;1,45;0,32;43,64;5,17;3,45;4,50;9,55;2,76;0,59;0,35;3,03;-0,66;1,26;14,23;3,15;10,08;0,22;0,78;0,91;3,54;1,09;;45,77;6,51;;3.943.197.540,00
AAPL;192,27;0,49;31,93;47,84;8,43;43,38;29,06;24,52;24,45;27,39;0,45;0,80;7,83;-1.706,58;-14,22;0,99;149,84;26,41;53,75;0,18;0,82;1,08;7,61;10,26;;4,02;6,02;;2.972.858.743.920,00
AAWW;102,48;;8,25;0,96;0,44;53,54;11,66;7,82;3,32;8,47;2,94;0,51;0,65;-63,29;-0,53;0,96;11,61;5,31;7,87;0,46;0,54;0,68;16,10;9,75;;107,04;12,43;;2.934.330.336,00
AB;33,87;7,74;15,22;;1,92;;;;;;;;;;-1,92;;;12,61;;0,00;0,00;0,00;;5,74;;0,00;2,23;;3.786.561.003,00
ABB;37,12;2,48;17,32;5,68;1,80;32,37;17,56;13,65;;13,66;0,20;0,09;2,36;89,85;-3,35;1,04;32,76;10,36;24,67;0,32;0,68;0,76;3,17;2,26;;6,54;2,14;;69.002.074.752,00
ABBV;164,31;3,65;44,53;23,99;2,13;65,76;17,75;11,81;15,63;34,50;4,85;3,92;5,26;-187,28;-2,82;0,96;53,86;4,78;11,40;0,09;0,91;0,40;15,52;17,39;;6,85;3,69;;290.095.450.194,00
ABC;179,95;0,81;21,39;52,69;0,59;3,42;0,91;0,66;11,34;17,17;1,57;5,29;0,14;-6,24;-1,79;0,88;246,27;2,76;33,33;0,01;0,99;4,16;9,27;36,05;;3,42;8,41;;36.143.677.300,00
ABCB;52,74;1,14;12,76;1,09;0,14;0,00;31,75;19,59;7,14;3,76;-4,11;-0,57;2,50;;-0,14;;8,53;1,11;8,27;0,13;0,87;0,06;24,19;36,34;;48,47;4,13;;3.641.807.754,00
ABCL;5,30;;-11,91;1,30;1,02;100,00;-303,22;-256,28;-13,30;-4,76;5,31;-0,69;30,52;1,90;-2,59;8,34;-10,92;-8,54;-15,26;0,78;0,22;0,03;;;;4,08;-0,45;;1.537.902.060,00
ABCM;23,99;;;;;;;;;;;-0,15;;;;1,13;0,00;0,00;;0,67;0,33;0,00;;;;3,93;0,00;;5.511.057.169,00
ABEO;4,68;;-2,59;5,25;1,75;100,00;-1.239,66;-1.253,31;-2,84;-1,39;1,22;-2,45;32,42;2,37;-13,11;6,81;-202,91;-67,67;-200,70;0,33;0,67;0,05;11,06;;;0,89;-1,81;;115.661.052,00
ABEV;2,67;5,52;14,99;2,41;1,55;49,32;23,08;17,72;;10,59;-0,91;-0,19;2,66;33,51;-2,19;1,19;16,06;10,35;19,01;0,64;0,36;0,58;0,13;4,20;;1,11;0,18;;42.051.028.563,00
ABG;214,01;;4,89;1,36;0,53;19,19;9,17;6,13;3,05;5,67;2,40;1,00;0,30;4,15;-0,71;2,07;27,71;10,90;16,20;0,39;0,61;1,78;19,04;48,29;;157,87;43,75;;4.403.769.374,00
ABIO;1,68;;-4,46;0,64;0,62;;;;-4,56;2,63;7,10;-1,01;;0,64;-82,91;39,21;-14,29;-13,84;-14,29;0,97;0,03;0,00;;;;2,63;-0,38;;24.208.968,00
ABM;42,24;2,10;10,57;1,48;0,54;100,00;5,11;3,10;4,97;9,43;3,00;0,69;0,33;5,39;-0,82;1,40;13,96;5,09;10,73;0,36;0,64;1,64;4,68;20,77;;28,63;4,00;;2.655.252.864,00
ABMD;381,02;;64,40;11,16;10,13;81,32;31,76;24,84;46,32;47,95;-2,40;-0,53;16,00;18,50;-27,11;7,93;17,32;15,72;17,32;0,91;0,09;0,63;18,30;21,24;;34,15;5,92;;17.180.649.024,00
ABNB;149,76;;17,58;10,52;4,48;82,67;29,64;56,87;33,25;32,68;-1,05;-0,33;10,00;12,46;-24,51;1,78;59,85;25,47;1,26;0,43;0,57;0,45;26,81;;;14,23;8,52;;95.985.092.736,00
ABST;11,49;1,04;57,33;-14,16;4,68;87,94;14,58;10,16;22,38;36,85;-3,08;;5,82;-36,16;-13,87;0,84;-24,69;8,17;-24,75;-0,33;1,33;0,80;16,69;;;-0,81;0,20;;609.650.208,00
ABT;111,95;1,86;37,65;5,19;2,70;54,92;17,07;12,92;19,32;29,74;1,24;0,23;4,86;20,20;-3,93;1,74;13,77;7,16;10,93;0,52;0,48;0,55;9,77;70,80;;21,59;2,97;;194.351.749.075,00
ABTX;41,63;;10,98;1,18;0,12;0,00;38,18;28,90;7,09;-11,75;-20,06;-2,84;3,17;;-0,12;;10,73;1,12;11,72;0,10;0,90;0,04;19,36;28,98;;35,34;3,79;;830.943.126,00
ABUS;2,38;;-5,29;3,34;2,52;100,00;-336,07;-339,32;-5,31;-3,54;1,80;-1,12;17,95;3,35;-23,43;6,34;-63,24;-47,57;-62,63;0,75;0,25;0,14;29,53;;;0,71;-0,45;;399.114.576,00
AC;34,43;0,58;21,38;0,83;0,80;100,00;300,21;246,16;17,38;8,54;-8,99;-0,43;52,63;;-0,80;;3,88;3,75;4,02;0,97;0,03;0,02;-10,87;;;41,49;1,61;;743.385.016,00
ACA;78,51;0,25;13,35;1,65;1,10;19,25;17,42;12,88;7,04;10,79;0,92;0,15;1,72;7,01;-1,51;2,35;12,38;8,22;11,15;0,66;0,34;0,64;8,93;22,34;;47,48;5,88;;3.828.147.600,00
ACAC;11,15;;62,78;-14,32;1,67;;;;39,41;39,37;-0,03;;;-30,99;-1,68;0,04;-22,80;2,67;-22,78;-0,12;0,13;0,00;;;;-0,78;0,18;;60.335.995,00
ACACU;11,35;;63,91;-14,57;1,70;;;;40,12;39,37;-0,03;;;-31,55;-1,71;0,04;-22,80;2,67;-22,78;-0,12;0,13;0,00;;;;-0,78;0,18;;60.335.995,00
ACACW;0,05;;0,28;-0,06;0,01;;;;0,18;39,37;-0,03;;;-0,14;-0,01;0,04;-22,80;2,67;-22,78;-0,12;0,13;0,00;;;;-0,78;0,18;;60.335.995,00
ACAD;26,96;;-29,75;12,22;7,00;95,86;-20,83;-23,55;-32,77;-31,00;2,63;-0,96;7,00;15,29;-33,19;2,38;-41,09;-23,53;-41,09;0,57;0,43;1,00;32,87;;;2,21;-0,91;;4.426.303.584,00
ACAM;0,00;;;;;;;;;-0,30;-0,30;-0,09;;;;7,38;16,42;0,26;16,40;0,02;0,03;0,00;;;;;;;0,00
ACAMU;0,00;;;;;;;;;-0,30;-0,30;-0,09;;;;7,38;16,42;0,26;16,40;0,02;0,03;0,00;;;;;;;0,00
ACAMW;0,00;;;;;;;;;-0,30;-0,30;-0,09;;;;7,38;16,42;0,26;16,40;0,02;0,03;0,00;;;;;;;0,00
ACB;0,39;;-0,14;0,35;0,22;9,59;-104,57;-776,01;;0,08;1,10;-0,38;1,06;0,39;-0,69;5,13;-259,32;-158,40;-25,99;0,61;0,39;0,20;24,35;;;1,10;-2,86;;185.269.500,00
ACBI;32,34;;13,56;1,80;0,16;0,00;53,98;40,56;8,69;-17,34;-27,53;-4,88;5,50;;-0,16;;13,31;1,15;14,52;0,09;0,91;0,03;13,36;;;17,92;2,39;;656.653.998,00
ACCD;12,13;;-7,65;2,16;1,20;44,63;-31,48;-31,59;-13,10;-7,50;0,18;-0,05;2,42;6,00;-1,83;2,35;-28,23;-15,63;-19,09;0,55;0,45;0,49;;;;5,62;-1,59;;938.954.188,00
ACCO;6,16;4,87;10,37;0,70;0,22;31,11;7,97;3,06;2,57;10,02;6,04;1,06;0,32;1,85;-0,32;1,61;6,73;2,10;6,35;0,31;0,69;0,69;-0,01;;;8,83;0,59;;584.742.312,00
ACEL;10,56;;20,82;4,51;1,03;30,04;8,34;3,74;5,70;12,17;2,84;1,37;0,78;4,70;-1,52;3,07;21,64;4,94;10,42;0,23;0,77;1,32;31,31;54,89;;2,34;0,51;;895.522.848,00
ACER;0,67;;-0,42;-0,49;1,12;;;;-0,43;-1,18;-0,76;;;-0,45;-2,08;0,16;-116,59;-264,63;1.777,30;-2,27;3,27;0,00;;;;-1,36;-1,58;;16.390.679,00
ACET;2,53;;-0,76;0,56;0,47;;;;-0,79;0,52;1,28;-0,94;;0,66;-2,31;9,40;-73,48;-61,32;-73,45;0,83;0,17;0,00;;;;4,51;-3,31;;109.206.185,00
ACEV;9,78;;-24,18;-1,71;2,06;;;;-24,18;-30,41;-6,23;;;-4,44;-2,06;0,00;-7,08;-8,52;12,68;-1,20;1,20;0,00;;;;-5,71;-0,40;;83.063.496,00
ACEVU;9,60;;-23,74;-1,68;2,02;;;;-23,74;-30,41;-6,23;;;-4,36;-2,02;0,00;-7,08;-8,52;12,68;-1,20;1,20;0,00;;;;-5,71;-0,40;;83.063.496,00
ACEVW;0,16;;-0,40;-0,03;0,03;;;;-0,40;-30,41;-6,23;;;-0,07;-0,03;0,00;-7,08;-8,52;12,68;-1,20;1,20;0,00;;;;-5,71;-0,40;;83.063.496,00
ACGL;79,89;;10,18;1,96;0,54;37,02;25,26;23,00;9,00;10,10;0,83;0,18;2,34;;-0,54;;19,22;5,30;14,43;0,28;0,72;0,23;11,31;21,12;;40,84;7,85;;29.812.703.091,00
ACGLO;23,51;5,80;3,00;0,58;0,16;37,02;25,26;23,00;2,65;10,10;0,83;0,18;0,69;;-0,16;;19,22;5,30;14,43;0,28;0,72;0,23;11,31;21,12;;40,84;7,85;;29.812.703.091,00
ACGLP;24,99;;3,18;0,61;0,17;37,02;25,26;23,00;2,81;10,10;0,83;0,18;0,73;;-0,17;;19,22;5,30;14,43;0,28;0,72;0,23;11,31;21,12;;40,84;7,85;;29.812.703.091,00
