TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
ARTNA;36,76;3,09;24,30;1,65;0,50;46,67;31,03;15,63;8,58;17,91;5,67;0,76;3,80;55,80;-0,52;1,25;6,77;2,04;6,04;0,30;0,70;0,13;3,76;5,18;;22,34;1,51;;377.782.520,00
ARTW;2,04;;15,34;0,86;0,40;26,90;5,02;2,03;3,92;11,20;4,98;0,69;0,31;1,67;-1,10;1,60;5,60;2,61;7,13;0,47;0,53;1,28;6,51;;;2,37;0,13;;10.219.584,00
ARVL;0,72;;-2,48;2,63;0,05;;;;-2,58;-2,50;0,07;-0,07;;-2,72;-0,05;0,08;-106,08;-2,04;-106,06;0,02;0,06;0,00;;;;0,27;-0,29;;13.166.208,00
ARVN;36,99;;-6,89;4,45;1,92;100,00;-175,66;-185,32;-7,20;-3,69;3,58;-2,19;12,77;2,84;-80,45;3,26;-64,61;-27,91;-63,31;0,43;0,57;0,15;76,93;;;8,31;-5,37;;2.035.393.245,00
ARW;114,20;;4,91;1,13;0,30;12,78;5,28;3,50;2,92;5,28;2,03;0,71;0,17;1,15;-1,86;1,45;22,99;6,11;15,63;0,27;0,73;1,75;6,93;28,82;;101,28;23,28;;6.185.003.480,00
ARWR;32,79;;-19,68;14,89;5,28;100,00;-78,16;-85,27;-22,74;-19,33;2,15;-1,49;16,78;12,87;-11,68;3,98;-75,65;-26,81;-70,37;0,35;0,62;0,31;71,68;;;2,20;-1,67;;4.040.455.938,00
ARYA;11,16;;-75,22;34,48;1,15;;;;;-74,41;0,30;-0,14;;-199,78;-1,15;0,52;-45,84;-1,52;-46,16;0,03;0,05;0,00;;;;0,32;-0,15;;172.410.840,00
ASA;14,68;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ASAN;18,30;;-14,06;12,26;4,30;90,13;-44,46;-45,86;-16,41;-12,77;1,73;-1,46;6,45;13,52;-13,42;1,88;-87,20;-30,56;-75,81;0,35;0,65;0,67;;;;1,49;-1,30;;4.072.385.010,00
ASAQ;10,03;;22,87;-109,14;1,25;;;;22,86;22,81;-0,05;;;-187,02;-1,25;0,29;-477,12;5,46;-477,12;-0,01;0,02;0,00;;;;-0,09;0,44;;313.437.500,00
ASAQ.U;10,01;;22,83;-108,92;1,25;;;;22,81;22,81;-0,05;;;-186,64;-1,25;0,29;-477,12;5,46;-477,12;-0,01;0,02;0,00;;;;-0,09;0,44;;313.437.500,00
ASAQ.WS;0,00;;;;;;;;;22,81;-0,05;;;;;0,29;-477,12;5,46;-477,12;-0,01;0,02;0,00;;;;-0,09;0,44;;313.437.500,00
ASB;21,66;3,92;8,81;0,79;0,08;0,00;33,73;17,84;3,99;-1,36;-6,02;-1,02;1,57;;-0,08;;8,99;0,89;7,29;0,10;0,90;0,05;3,21;9,81;;27,35;2,46;;3.269.353.902,00
ASC;16,26;7,07;9,15;1,61;0,93;42,13;26,75;20,09;;7,66;0,79;0,19;1,84;29,46;-1,18;1,18;17,64;10,20;17,73;0,58;0,42;0,51;17,87;;;10,08;1,78;;671.518.488,00
ASG;5,19;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ASGI;17,52;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ASGN;95,86;;20,15;2,37;1,26;29,05;8,20;4,96;9,58;14,60;2,40;0,47;1,00;8,22;-1,75;2,24;11,77;6,28;9,80;0,53;0,47;1,26;11,77;11,20;;40,44;4,76;;4.524.592.000,00
ASH;80,47;1,85;23,17;1,33;0,69;30,49;7,30;8,12;10,24;31,49;5,71;0,29;1,88;3,93;-0,93;3,30;5,75;3,00;3,43;0,52;0,48;0,37;-3,28;9,32;;60,42;3,47;;4.124.884.153,00
ASIX;26,20;2,33;7,57;0,94;0,48;13,86;8,30;6,00;3,50;6,61;1,14;0,20;0,45;6,68;-0,66;1,34;12,37;6,32;10,75;0,51;0,49;1,05;5,69;3,22;;27,99;3,46;;706.186.940,00
ASLN;0,59;;-0,25;0,45;0,14;;;;;0,57;0,82;-1,48;;0,17;-22,46;5,08;-181,45;-55,14;-68,69;0,30;0,70;0,00;;;;1,32;-2,40;;9.836.775,00
ASMB;0,91;;-0,82;1,43;1,16;;;;-0,82;-0,19;0,64;-1,11;;1,41;-30,55;6,96;-174,19;-140,74;-174,19;0,81;0,19;0,00;;;;0,63;-1,11;;59.795.281,00
ASML;866,41;0,75;56,51;42,67;10,35;51,18;32,59;28,39;;49,26;0,02;0,02;16,05;83,65;-25,96;1,26;75,51;18,31;51,41;0,24;0,76;0,64;17,17;20,18;;20,31;15,33;;341.876.548.618,00
ASND;132,64;;-14,45;16,49;5,85;78,45;-1.606,77;-1.467,05;;-12,51;0,69;-0,86;212,00;7,95;-38,48;7,56;-114,12;-40,47;-57,32;0,35;0,65;0,03;97,08;;;8,04;-9,18;;7.499.916.576,00
ASO;64,76;0,56;9,44;2,68;0,98;34,13;11,52;8,32;5,90;7,27;0,44;0,17;0,79;6,64;-1,59;1,62;28,37;10,34;23,30;0,36;0,64;1,24;;;;24,18;6,86;;4.802.044.664,00
ASPL;9,93;;-36,26;-9,91;1,24;;;;;-36,36;0,01;;;-77,07;-1,24;0,11;-27,33;-3,42;27,24;-0,12;0,13;0,00;;;;-1,00;-0,27;;297.585.219,00
ASPL.U;10,65;;-38,88;-10,63;1,33;;;;;-36,36;0,01;;;-82,66;-1,33;0,11;-27,33;-3,42;27,24;-0,12;0,13;0,00;;;;-1,00;-0,27;;297.585.219,00
ASPL.WS;2,27;;-8,29;-2,27;0,28;;;;;-36,36;0,01;;;-17,62;-0,28;0,11;-27,33;-3,42;27,24;-0,12;0,13;0,00;;;;-1,00;-0,27;;297.585.219,00
ASPN;11,85;;-15,16;2,03;1,38;19,45;-24,04;-25,64;-23,96;-14,33;1,85;-0,23;3,89;5,98;-2,06;3,27;-13,40;-9,07;-12,56;0,68;0,32;0,35;10,07;;;5,83;-0,78;;832.544.265,00
ASPS;3,14;;-1,53;-0,73;0,51;20,13;-11,54;-37,39;-40,68;-15,37;-10,43;;0,57;3,44;-0,82;1,66;-47,96;-33,50;-22,83;-0,70;1,70;0,90;-30,47;;;-4,29;-2,06;;83.186.764,00
ASPU;0,18;;-1,00;0,14;0,05;66,83;-1,82;-7,80;1,35;-17,55;-13,27;0,42;0,08;0,42;-0,08;1,46;-13,57;-5,15;-2,32;0,38;0,62;0,66;40,03;;;1,33;-0,18;;4.583.214,00
ASR;292,41;3,89;18,95;3,66;2,50;58,23;54,67;37,95;;13,08;-0,08;-0,02;7,19;13,44;-3,36;3,70;19,31;13,20;16,47;0,68;0,32;0,35;14,25;12,05;;79,89;15,43;;8.772.300.000,00
ASRT;0,88;;-0,45;0,43;0,22;86,24;-123,73;-109,78;-0,47;-0,22;0,18;-0,20;0,49;1,18;-0,43;1,62;-96,44;-48,95;-102,36;0,51;0,49;0,45;-16,32;;;2,04;-1,96;;83.308.280,00
ASRV;3,16;3,80;18,54;0,53;0,04;0,00;8,91;3,83;6,19;-16,88;-24,86;-1,67;0,71;;-0,04;;2,88;0,21;3,33;0,07;0,93;0,06;2,19;17,73;;5,91;0,17;;54.185.468,00
ASRVP;27,31;;160,26;4,62;0,34;0,00;8,91;3,83;53,50;-16,88;-24,86;-1,67;6,14;;-0,34;;2,88;0,21;3,33;0,07;0,93;0,06;2,19;17,73;;5,91;0,17;;54.185.468,00
ASTC;7,30;;-1,24;0,30;0,28;42,48;-881,62;-881,62;-1,32;2,65;3,89;-0,92;10,93;0,31;-4,43;18,61;-23,80;-22,46;-23,80;0,94;0,06;0,03;54,21;;;24,75;-5,89;;12.422.410,00
ASTE;35,96;1,81;46,46;1,29;0,76;23,15;2,63;1,30;13,13;24,43;1,39;0,08;0,61;1,76;-2,49;2,64;2,77;1,64;3,25;0,59;0,41;1,26;1,47;;;27,90;0,77;;817.705.228,00
ASUR;8,72;;-32,40;1,13;0,55;72,75;-0,62;-5,48;10,62;-18,69;265,70;-1,06;1,77;6,85;-1,27;1,16;-3,49;-1,70;-0,48;0,49;0,51;0,31;11,97;;;7,71;-0,27;;216.702.464,00
ASX;9,43;6,06;7,93;2,02;0,84;20,02;11,77;11,07;;8,28;0,82;0,22;0,88;10,48;-1,53;1,22;25,49;10,56;13,65;0,41;0,59;0,95;17,47;20,63;;4,66;1,19;;20.328.584.822,00
ASYS;4,42;;-4,99;0,71;0,46;31,37;-12,94;-11,10;-6,50;-4,11;0,17;-0,03;0,55;1,22;-1,12;2,73;-14,24;-9,18;-17,43;0,64;0,36;0,83;2,52;;;6,23;-0,89;;62.724.220,00
AT;3,02;;5,65;-32,28;0,33;40,30;26,59;17,70;2,00;11,06;7,30;;1,00;-6,90;-0,37;0,70;-571,43;5,83;8,90;-0,01;0,81;0,33;-8,33;;;-0,09;0,53;;271.189.349,96
ATAC;10,01;;-68,82;17,20;2,51;;;;;-68,82;0,00;0,00;;-2,94;-2,51;0,00;-25,00;-3,65;-25,00;0,15;0,85;0,00;;;;0,58;-0,15;;344.093,75
ATAC.U;10,59;;-72,81;18,20;2,66;;;;;-68,82;0,00;0,00;;-3,11;-2,66;0,00;-25,00;-3,65;-25,00;0,15;0,85;0,00;;;;0,58;-0,15;;344.093,75
ATAC.WS;1,75;;-12,03;3,01;0,44;;;;;-68,82;0,00;0,00;;-0,51;-0,44;0,00;-25,00;-3,65;-25,00;0,15;0,85;0,00;;;;0,58;-0,15;;344.093,75
ATAX;17,15;;5,72;;0,27;93,50;135,40;96,35;3,94;13,27;9,20;;5,51;;-0,27;;;4,65;9,28;0,00;0,72;0,05;3,65;9,88;;0,00;3,00;;385.550.865,00
ATCO;15,49;0,81;9,21;1,14;0,41;79,48;45,69;28,44;;9,50;3,77;0,75;2,62;-7,71;-0,44;0,55;12,39;4,48;10,36;0,36;0,64;0,16;15,35;28,85;;13,57;1,68;;4.457.583.633,00
ATCX;12,25;;-63,02;-4,50;0,97;46,09;6,62;-1,24;;24,21;12,45;;0,78;4,61;-1,54;2,30;-7,13;-1,53;9,59;-0,21;1,21;1,24;;;;-2,72;-0,19;;471.037.000,00
ATEC;16,24;;-12,78;-50,12;3,30;63,05;-35,42;-38,47;-21,83;-16,30;-2,42;;4,92;11,93;-6,57;2,25;-392,20;-25,84;-34,39;-0,07;1,03;0,67;28,09;;;-0,32;-1,27;;2.213.523.368,00
ATEN;13,83;1,74;25,58;5,21;2,71;80,52;15,86;15,48;20,61;20,85;-4,12;-0,86;3,96;6,69;-9,06;2,38;20,35;10,61;20,35;0,52;0,48;0,69;3,55;;;2,66;0,54;;1.025.331.306,00
ATEX;29,93;;75,13;3,19;2,01;100,00;306,71;262,72;56,92;58,80;-5,56;-0,28;197,39;12,00;-2,58;4,06;4,25;2,67;4,25;0,63;0,37;0,01;-21,30;;;9,38;0,40;;561.777.121,00
ATGE;60,34;;23,24;1,74;0,86;55,13;12,36;7,06;7,54;15,65;2,38;0,31;1,64;-105,84;-1,04;0,95;7,50;3,70;8,16;0,49;0,51;0,52;8,60;22,55;;34,61;2,60;;2.403.251.690,00
ATH;83,33;;5,95;0,79;0,07;22,07;14,95;13,77;4,69;4,93;-0,55;-0,08;0,82;;-0,07;;13,20;1,20;9,94;0,09;0,91;0,09;;-49,54;;106,11;14,01;;16.011.151.195,00
ATHA;3,08;;-0,97;0,76;0,63;;;;-0,97;0,46;1,43;-1,12;;0,78;-18,92;6,24;-77,87;-65,25;-77,87;0,84;0,16;0,00;;;;4,07;-3,17;;117.208.168,00
ATHE;1,97;;;;;;;;;;;-0,98;;;;7,07;0,00;0,00;;0,86;0,14;0,00;;;;6,33;0,00;;8.011.005,00
ATHM;25,26;6,85;13,16;0,92;0,74;83,86;16,45;22,63;;-0,08;-18,19;-0,92;2,98;1,08;-3,80;6,49;6,97;5,59;4,80;0,80;0,20;0,25;0,92;-3,83;;27,53;1,92;;3.112.597.824,00
ATHX;0,01;;-0,02;-0,02;0,08;100,00;-46.883,75;-46.883,75;-0,02;-0,28;-0,26;;7,71;-0,02;-0,12;0,06;-103,06;-504,94;146,45;-4,90;5,90;0,01;7,51;;;-0,59;-0,61;;617.188,00
ATI;41,14;;17,57;4,24;1,11;18,99;10,04;7,25;9,44;16,92;4,23;1,41;1,27;2,96;-2,46;3,13;24,11;6,31;11,59;0,26;0,74;0,87;1,70;;;9,71;2,34;;5.248.526.008,00
ATIF;0,95;;-2,69;10,01;3,01;100,00;-147,87;-149,23;-3,28;-2,48;0,24;-0,90;4,02;20,01;-8,41;1,31;-371,44;-111,64;-371,44;0,30;0,70;0,75;-14,33;;;0,09;-0,35;;9.146.125,00
ATKR;153,25;;8,29;3,90;1,95;38,07;25,17;19,61;5,59;6,88;0,42;0,26;1,63;5,87;-4,10;2,72;46,99;23,51;32,51;0,50;0,50;1,20;13,91;38,24;;39,34;18,49;;5.718.998.825,00
ATLC;35,88;;6,95;1,39;0,20;0,00;20,46;6,75;2,20;0,73;-1,56;-0,94;0,47;;-0,20;;20,00;2,90;53,10;0,15;0,80;0,43;53,93;;;25,83;5,17;;523.399.500,00
ATLO;21,39;5,05;14,69;1,31;0,09;0,00;24,92;16,23;7,93;-23,97;-33,54;-4,60;2,39;;-0,09;;8,93;0,61;5,51;0,07;0,93;0,04;5,78;7,09;;16,31;1,46;;192.343.158,00
ATNF;0,22;;-0,04;-11,04;0,33;;;;-0,04;0,02;0,05;;;-1,15;-1,04;0,70;-27.147,65;-815,85;-22.268,72;-0,03;1,03;0,00;;;;-0,02;-5,41;;1.644.610,00
ATNFW;0,00;;;;;;;;;0,02;0,05;;;;;0,70;-27.147,65;-815,85;-22.268,72;-0,03;1,03;0,00;;;;-0,02;-5,41;;1.644.610,00
ATNI;37,61;2,31;-57,47;1,06;0,33;57,60;2,46;-1,34;3,31;56,54;25,30;0,86;0,77;123,20;-0,39;1,02;-1,85;-0,58;1,20;0,31;0,63;0,43;8,57;;;35,39;-0,65;;580.002.615,00
ATNX;0,20;;-0,02;-0,27;0,01;25,97;-70,79;-100,59;-0,03;-0,03;-0,01;;0,02;0,17;-0,02;1,09;-1.589,72;-50,69;-238,11;-0,03;1,03;0,50;22,00;;;-0,75;-11,94;;1.732.640,00
ATO;113,54;2,66;19,33;1,58;0,76;66,03;26,59;20,72;9,81;21,11;6,05;0,63;4,01;-36,69;-0,79;0,65;8,15;3,93;5,76;0,48;0,52;0,19;6,53;7,99;;72,07;5,87;;17.125.635.590,00
ATOM;7,81;;-10,34;10,35;8,12;100,00;-385.520,00;-389.640,00;-11,18;-9,57;0,88;-0,87;40.298,04;11,27;-50,47;7,06;-100,09;-78,46;-84,44;0,78;0,22;0,00;28,27;;;0,75;-0,76;;201.490.190,00
ATOS;0,81;;-3,40;1,03;1,00;;;;-3,40;-0,25;3,16;-0,96;;1,08;-25,08;28,35;-30,36;-29,33;-30,36;0,97;0,03;0,00;;;;0,78;-0,24;;101.496.321,00
ATR;131,73;1,20;30,82;3,94;2,02;35,61;11,84;8,16;13,31;23,74;2,50;0,46;2,52;31,96;-3,10;1,22;12,78;6,54;9,53;0,51;0,49;0,80;6,11;1,69;;33,44;4,27;;8.665.370.649,00
ATRA;0,60;;-0,21;-1,20;0,32;-26,07;-6.305,35;-6.390,31;-0,22;0,14;0,36;;13,46;1,54;-0,87;1,50;-570,93;-153,74;563,35;-0,27;1,27;0,02;;;;-0,50;-2,85;;61.153.380,00
ATRC;33,27;;-63,53;3,41;2,63;75,03;-4,67;-6,52;-511,30;-85,15;3,47;-0,13;4,14;9,27;-4,54;3,06;-5,36;-4,13;-3,40;0,77;0,23;0,63;13,59;;;9,77;-0,52;;1.576.834.977,00
ATRI;309,04;2,82;25,52;2,26;2,05;38,11;14,25;12,64;14,09;22,64;0,00;0,00;3,23;5,41;-3,65;7,58;8,87;8,05;8,76;0,91;0,09;0,64;4,59;-0,88;;136,48;12,11;;543.848.592,00
ATRO;17,26;;-15,47;2,52;0,93;13,73;-7,17;-6,69;;-18,41;-3,98;0,69;1,03;2,63;-2,35;2,41;-16,30;-6,00;-11,24;0,37;0,63;0,90;-3,05;;;6,85;-1,12;;585.813.030,00
ATRS;5,59;;23,77;5,43;3,74;61,52;31,38;21,90;15,53;15,84;-0,74;-0,24;5,21;8,24;-11,36;3,08;22,86;15,71;22,03;0,69;0,31;0,72;28,64;;;1,03;0,24;;955.064.916,00
ATSG;16,48;;9,12;0,80;0,28;76,44;10,86;5,65;1,81;11,99;7,24;1,22;0,52;-36,02;-0,31;0,92;8,75;3,07;6,03;0,35;0,65;0,54;13,87;60,76;;20,65;1,81;;1.075.697.392,00
ATTO;0,47;;-0,05;-0,05;0,01;91,70;-1,18;-9,93;;-29,09;-28,68;;0,00;0,81;-0,01;1,02;-107,46;-13,65;-6,71;-0,13;1,13;1,37;-3,78;;;-9,03;-9,70;;6.814.859,00
ATUS;2,67;;-54,92;-3,98;0,04;67,11;19,81;-0,24;0,34;14,14;13,48;;0,13;-0,52;-0,04;0,26;-7,25;-0,07;6,42;-0,01;1,01;0,29;0,72;-33,47;;-0,67;-0,05;;1.214.216.142,00
ATV;20,89;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ATVI;74,59;1,33;27,09;2,82;2,06;70,38;30,84;24,88;19,10;18,33;-3,53;-0,46;6,74;4,82;-4,51;4,66;10,42;7,60;9,32;0,73;0,27;0,31;1,42;40,84;;26,43;2,75;;58.687.285.197,00
ATXI;0,15;;-0,19;-0,54;3,96;;;;-0,22;-0,20;0,02;;;-0,44;;0,10;-286,08;-2.080,08;249,01;-7,27;8,27;0,00;;;;-0,28;-0,79;;1.987.140,00
AU;17,49;1,22;11,04;1,99;0,99;23,74;18,34;18,91;8,55;12,53;1,15;0,20;2,09;6,03;-1,36;2,59;18,02;8,99;7,48;0,50;0,50;0,48;5,81;;;8,79;1,58;;7.340.264.415,00
AUB;35,54;4,33;13,10;1,12;0,13;0,00;30,55;20,72;7,76;-0,45;-9,34;-1,17;2,71;;-0,13;;8,52;0,98;8,62;0,12;0,88;0,05;14,75;26,32;;31,84;2,71;;2.666.328.082,00
AUBAP;25,38;;9,35;0,80;0,09;0,00;30,55;20,72;5,54;-0,45;-9,34;-1,17;1,94;;-0,09;;8,52;0,98;8,62;0,12;0,88;0,05;14,75;26,32;;31,84;2,71;;2.666.328.082,00
AUBN;20,13;5,37;7,20;1,14;0,07;0,00;32,32;25,68;4,19;-26,96;-32,68;-6,53;1,85;;-0,07;;15,87;0,95;15,58;0,06;0,94;0,04;2,70;5,69;;17,62;2,80;;70.209.414,00
AUDC;12,06;2,99;13,32;2,10;1,19;65,45;11,92;10,41;;10,11;-1,52;-0,27;1,39;8,67;-2,14;1,44;15,76;8,91;15,08;0,57;0,43;0,86;11,91;47,84;;5,74;0,91;;375.243.282,00
AUPH;7,99;;-14,86;2,93;2,07;93,63;-47,07;-48,59;-14,96;-11,97;3,37;-0,64;7,22;3,25;-8,93;5,77;-19,70;-13,91;-15,86;0,71;0,29;0,29;217,11;;;2,73;-0,54;;1.147.429.518,00
AUTL;5,91;;-7,05;4,79;3,28;100,00;-7.494,93;-6.551,06;;-4,86;1,30;-1,01;461,73;4,60;-18,69;7,29;-68,01;-46,47;-88,90;0,68;0,32;0,01;30,30;;;1,23;-0,84;;1.028.276.172,00
AUTO;0,38;;-0,37;1,07;0,23;21,83;-17,95;-20,25;-0,53;-0,57;-0,15;0,39;0,08;-1,95;-0,60;0,84;-288,88;-62,94;-132,18;0,22;0,78;3,11;-14,50;;;0,36;-1,03;;5.339.418,00
AUUD;0,21;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AUUDW;0,02;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AUVI;2,74;;-0,18;0,19;0,05;20,38;-46,95;-51,24;-0,26;-0,67;-0,48;0,48;0,09;-0,17;-0,07;0,51;-108,14;-27,16;-63,37;0,25;0,68;0,53;;;;14,43;-15,60;;3.414.314,00
AUY;5,85;1,71;21,70;1,08;0,67;60,07;23,23;13,99;;13,58;0,51;0,04;3,04;13,20;-0,75;1,98;4,98;3,09;4,50;0,62;0,38;0,22;0,04;;;5,42;0,27;;5.628.851.865,00
AVA;33,83;5,44;15,86;1,09;0,35;58,36;15,97;9,46;4,81;19,25;9,85;1,14;1,50;-72,21;-0,38;0,94;6,85;2,21;4,97;0,32;0,68;0,23;3,41;6,01;;31,15;2,13;;2.617.345.908,00
AVAL;2,56;6,58;2,56;0,34;0,04;72,04;0,00;14,56;;;;-0,55;0,37;0,31;-0,21;1,16;13,14;1,43;;0,11;0,89;0,10;-6,81;-1,08;;7,62;1,00;;3.039.193.088,00
AVAN;7,75;;12,98;-23,53;0,97;;;;12,98;12,98;0,00;;;-819,82;-0,97;0,23;-181,28;7,45;-181,28;-0,04;0,04;0,00;;;;-0,33;0,60;;581.250.000,00
AVAN.U;10,02;;16,78;-30,42;1,25;;;;16,78;12,98;0,00;;;-1.059,94;-1,25;0,23;-181,28;7,45;-181,28;-0,04;0,04;0,00;;;;-0,33;0,60;;581.250.000,00
AVAN.WS;0,00;;;;;;;;;12,98;0,00;;;;;0,23;-181,28;7,45;-181,28;-0,04;0,04;0,00;;;;-0,33;0,60;;581.250.000,00
AVAV;121,97;;-28,26;4,32;3,41;39,00;-17,48;-18,58;-113,22;-29,84;0,19;-0,03;5,25;8,27;-7,11;4,79;-15,30;-12,06;-13,60;0,79;0,21;0,65;15,03;;;28,21;-4,32;;3.431.638.147,00
AVCO;0,52;;-6,06;296,51;5,02;30,14;-582,62;-603,40;-6,71;-6,74;-0,46;21,64;36,59;-9,28;-5,98;0,23;-4.889,66;-82,80;-160,45;0,02;0,98;0,14;17,69;;;0,00;-0,09;;51.591.904,00
AVCT;0,59;;-0,16;1,10;0,62;52,97;111,27;448,84;;-0,29;0,37;-0,61;;1,33;-3,42;2,29;-667,08;-374,69;-165,18;0,56;0,44;-0,83;;;;0,54;-3,59;;19.157.300,00
AVCTW;0,01;;0,00;0,02;0,01;52,97;111,27;448,84;;-0,29;0,37;-0,61;;0,02;-0,06;2,29;-667,08;-374,69;-165,18;0,56;0,44;-0,83;;;;0,54;-3,59;;19.157.300,00
AVD;10,77;1,11;69,77;0,86;0,39;38,03;2,62;0,78;7,86;34,74;13,90;0,58;0,55;1,10;-0,93;2,49;1,24;0,55;2,50;0,45;0,55;0,71;11,42;6,21;;12,48;0,15;;309.641.808,00
AVDL;13,82;;-7,81;11,27;6,11;98,20;-1.744,64;-1.867,69;-8,78;-7,47;0,89;-1,20;145,84;10,50;-40,24;3,19;-144,30;-78,26;-113,29;0,54;0,46;0,04;;;;1,23;-1,77;;1.241.114.774,00
AVEO;15,00;;-17,96;18,08;5,15;87,81;-25,91;-30,79;-21,47;-19,76;1,58;-1,34;5,53;8,94;-1.038,74;2,37;-100,67;-28,69;-36,19;0,28;0,72;0,93;75,85;;;0,83;-0,84;;521.446.500,00
AVGO;1.206,32;1,58;40,10;23,54;7,75;68,93;46,68;39,31;27,48;35,28;1,50;1,04;15,77;42,01;-10,86;2,82;58,70;19,33;24,84;0,33;0,67;0,49;11,43;2,81;;51,24;30,08;;564.727.368.592,00
AVGOP;1.406,70;;46,76;27,45;9,04;68,93;46,68;39,31;32,04;35,28;1,50;1,04;18,39;48,99;-12,66;2,82;58,70;19,33;24,84;0,33;0,67;0,49;11,43;2,81;;51,24;30,08;;564.727.368.592,00
AVGR;2,87;;-0,23;-2,90;0,22;29,84;-204,04;-225,61;-0,25;-0,57;-0,32;;0,51;-1,47;-1,82;0,85;-1.290,84;-97,95;-127,07;-0,08;1,08;0,43;-3,59;;;-0,99;-12,76;;3.932.187,00
AVID;27,04;;36,86;-10,01;4,05;64,13;8,14;7,59;27,10;39,54;5,16;;2,80;126,49;-9,91;1,06;-27,16;10,99;24,49;-0,40;1,40;1,45;-0,08;;;-2,70;0,73;;1.190.887.568,00
AVIR;3,87;;-2,46;0,56;0,53;;;;-2,24;2,09;4,56;-1,02;;0,55;-67,85;31,93;-22,56;-21,58;-22,56;0,96;0,04;0,00;;;;6,97;-1,57;;322.895.385,00
AVK;11,55;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AVLR;93,48;;-49,59;8,04;3,12;70,21;-20,12;-21,08;-73,33;-48,83;3,13;-0,48;10,45;7,02;-8,86;3,18;-16,21;-6,29;-8,10;0,39;0,61;0,30;33,08;;;11,63;-1,89;;8.251.077.636,00
AVNS;19,15;;-16,05;0,73;0,52;54,24;6,20;-6,78;9,01;20,64;3,10;0,13;1,09;2,51;-0,74;3,07;-4,53;-3,21;2,19;0,71;0,29;0,47;6,04;-8,63;;26,32;-1,19;;889.050.240,00
AVNT;36,81;2,72;5,67;1,47;0,58;26,62;3,96;18,41;9,46;39,28;12,90;0,72;1,04;5,27;-0,76;1,88;25,98;10,22;1,94;0,39;0,60;0,56;5,57;;;24,98;6,49;;3.355.651.134,00
AVNW;30,55;;19,59;1,58;0,97;35,86;7,54;5,18;10,96;12,12;-1,33;-0,16;1,01;3,11;-2,84;1,89;8,08;4,94;8,08;0,61;0,39;0,95;7,40;44,26;;19,30;1,56;;358.046.000,00
AVO;10,20;;-257,66;1,43;0,79;8,73;1,12;-0,29;16,51;82,22;14,79;0,31;0,76;5,88;-1,04;2,26;-0,56;-0,31;1,21;0,55;0,45;1,04;2,10;;;7,12;-0,04;;721.442.940,00
AVRO;1,32;;-14,38;0,57;0,53;;;;-18,74;11,56;25,93;-1,03;;0,58;-43,52;14,44;-3,98;-3,70;-3,98;0,93;0,07;0,00;;;;2,31;-0,09;;58.837.548,00
AVT;47,18;2,54;4,83;0,89;0,34;11,77;4,90;3,38;2,99;5,58;2,25;0,60;0,16;0,64;-2,46;2,54;18,34;6,99;13,70;0,38;0,62;2,07;6,87;5,68;;53,30;9,77;;4.269.101.172,00
AVTR;22,67;;42,09;3,01;1,20;34,21;10,73;5,18;13,10;27,45;7,14;1,06;2,18;17,10;-1,47;1,60;7,14;2,85;6,09;0,40;0,60;0,55;43,20;;;7,54;0,54;;15.333.675.154,00
AVXL;6,34;;-10,96;3,67;3,37;;;;-10,96;-7,78;3,18;-1,06;;3,67;;12,32;-33,49;-30,77;-33,49;0,92;0,08;0,00;;;;1,73;-0,58;;520.428.410,00
AVY;200,64;1,58;23,18;7,83;1,99;26,73;11,46;7,93;12,42;19,13;3,08;1,50;1,84;230,83;-3,04;1,03;33,79;8,57;14,69;0,25;0,75;1,08;6,45;21,85;;25,62;8,66;;16.157.800.032,00
AVYA;0,27;;-1,30;0,05;0,00;53,47;5,58;-0,62;0,04;15,50;15,36;5,79;0,01;0,04;-0,01;1,66;-4,17;-0,31;3,96;0,07;0,90;0,50;-4,29;;;4,97;-0,21;;23.448.690,00
AWF;10,41;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AWH;5,30;;-36,40;-1.004,85;76,45;57,57;-198,23;-198,23;-36,87;-36,21;0,19;;72,16;274,77;-607,52;1,47;-2.760,55;-210,02;-1.795,85;-0,08;1,08;1,06;21,26;;;-0,01;-0,15;;662.198.430,00
AWI;98,76;1,06;19,32;7,45;2,55;37,98;26,16;17,54;10,32;14,59;1,64;0,94;3,39;26,56;-3,20;1,88;38,57;13,18;21,20;0,34;0,66;0,75;6,65;11,15;;13,25;5,11;;4.363.246.428,00
