datetime;PETR3_open;PETR3_high;PETR3_low;PETR3_close;PETR3_volume;PETR4_open;PETR4_high;PETR4_low;PETR4_close;PETR4_volume;VALE3_open;VALE3_high;VALE3_low;VALE3_close;VALE3_volume;BBAS3_open;BBAS3_high;BBAS3_low;BBAS3_close;BBAS3_volume
2024-11-08 10:00:00;35.91695044;36.69126392;35.87963413;36.45803696;14165065.34633947;33.24838592;33.68427829;32.96088244;33.55443801;53688870.77243694;61.44157509;61.50104427;59.1718347;60.093607;48645566.84340796;25.431908;25.46114;25.237028;25.324724;16286901.0
2024-11-11 10:00:00;36.19682278;36.64461853;36.01024122;36.51401143;6458837.60088148;33.3782262;33.77702134;33.29475745;33.61935815;23089167.75295688;59.22139235;59.34033071;58.13112404;58.13112404;24702240.4744551;25.431908;25.431908;25.285748;25.344212;10791328.0
2024-11-12 10:00:00;36.52334051;37.20436321;36.49535328;36.8685164;8585521.49435901;33.72137551;34.41694844;33.7028269;34.25001093;42496226.98798251;58.06174333;58.07165486;56.69395217;56.81289053;27208311.66118337;25.344212;25.422164;25.139587;25.285748;15795831.0
2024-11-13 10:00:00;36.90583271;37.44691924;36.62596037;37.2510086;11090163.42253421;34.26855955;34.37985121;33.87903871;34.20363941;36757468.55728602;56.81289053;57.20935174;56.6047484;56.65430605;20536586.97964303;25.324724;25.402676;25.21754;25.285748;27912588.0
2024-11-14 10:00:00;37.14838874;37.94136037;37.14838874;37.79209512;10195434.06472892;34.24073663;34.62098316;34.18509079;34.56533733;32413100.22158168;56.65430605;56.83271359;56.33713709;56.33713709;18087721.89472542;25.120099;25.129843;24.155441;24.720594;82899714.99999999
2024-11-18 10:00:00;37.79209512;38.83695186;37.78276605;38.76231924;10820040.26670944;34.50041719;35.52059081;34.50041719;35.42784776;42056086.22338632;56.58492534;57.26882092;56.46598698;57.04085573;14427641.19739696;24.730338;25.149331;24.691362;25.051891;24000550.0
2024-11-19 10:00:00;38.6503703;38.90225541;38.13727101;38.2678781;5496577.45412;35.3351047;35.52059081;34.91776094;35.05687553;28037354.87399652;57.28864398;57.46705152;56.95165195;57.16970562;13017263.60090457;25.110355;25.285748;24.983683;25.188308;30113218.0
2024-11-21 10:00:00;38.37049796;38.74366108;38.03465115;38.33318165;10597939.00525352;35.21453873;35.36292762;34.82501789;35.15889289;38869109.10943002;56.99129808;57.28864398;56.7038637;57.11023644;15566214.14084189;25.139587;25.188308;24.584178;24.61341;32424686.0
2024-11-22 10:00:00;39.06084974;40.84270364;38.96755896;40.33893343;20687253.25876557;35.90083735;36.93955959;35.67825401;36.55931305;91870812.5391988;56.93182889;57.75448589;56.74350982;57.66528212;12692389.44247367;24.808291;24.944707;24.574434;24.944707;14058869.0
2024-11-25 10:00:00;40.22698449;40.75874194;39.78851782;39.94711215;13957327.77650281;36.52221583;36.9673825;36.3089068;36.33672972;44337011.6849904;57.66528212;58.04192027;57.60581294;57.65537059;17600208.8718875;25.129843;25.178564;24.944707;25.090867;37542797.0
2024-11-26 10:00:00;40.08704832;40.20832633;39.62059442;39.74187243;7794017.77110104;36.50366722;36.6427818;36.22543805;36.29035819;37941600.32524177;57.77430895;57.97253955;56.64439452;56.92191736;21597674.40952432;25.18352;25.600597;25.034564;25.491362;22198479.0
2024-11-27 10:00:00;39.75120151;40.00308662;39.38736747;39.61126534;8406511.30776085;36.35527833;36.50366722;35.93793457;36.16051791;32995138.40073166;57.35802469;57.90315884;57.09041338;57.61572447;22318652.89901102;25.531084;25.600597;24.93526;25.044494;21030350.0
2024-11-28 10:00:00;39.43401286;39.90046676;38.82762279;38.9489008;5577185.63395342;35.9935804;36.44802138;35.59478526;35.78954568;35704559.5503576;57.38775928;58.27979699;56.76333288;57.02103267;20649687.57951913;25.014703;25.034564;24.240131;24.309644;27173097.0
2024-11-29 10:00:00;38.9489008;40.0963774;38.9489008;39.76053059;18048407.286506;35.70607693;36.37382694;35.62260818;36.07704916;47432229.90853234;57.73466283;58.68616972;57.63554753;58.25997393;31292141.260813;24.349365;24.667138;24.150757;24.597626;22729273.0
2024-12-02 10:00:00;39.65791073;40.18966818;39.54596179;39.86315045;10470809.61525028;36.07704916;36.54076444;35.95648318;36.3089068;34193179.56570674;58.32935464;58.85466573;58.17077016;58.39873535;19141444.16511432;24.627417;24.746582;24.289783;24.399017;21637575.0
2024-12-03 10:00:00;39.95644123;40.1803391;39.60193626;39.90979584;7512639.48378358;36.54076444;36.6335075;36.24398666;36.6335075;24299608.76798795;58.77537349;58.83484267;57.95271649;57.95271649;16099935.97254979;24.538043;24.726721;24.478461;24.69693;22335029.0
2024-12-04 10:00:00;39.84449229;40.4788696;39.35938023;39.52730364;9006463.41218594;36.6335075;36.9673825;36.1512436;36.40164986;34055810.79204296;57.88333578;57.96262802;56.45607545;56.82280206;25333323.66109648;24.71679;25.153729;24.627417;24.994842;19510976.0
2024-12-05 10:00:00;39.74187243;40.27362988;39.55529087;40.11503555;7685646.93358563;36.53149014;36.92101097;36.36455263;36.76334778;27187156.4592878;56.95165195;57.28864398;56.36687168;57.28864398;14286391.56329657;25.213311;25.42185;25.094146;25.302685;18366210.0
2024-12-06 10:00:00;39.77918875;39.96577031;39.14481144;39.28474761;11687757.30893226;36.76334778;36.81899361;36.13269499;36.19761513;33430966.17400403;56.96156348;57.14988256;56.24793332;56.3074025;18005595.32175562;25.074285;25.173589;24.329505;24.557904;33881078.0
2024-12-09 10:00:00;39.601936;40.42289424;39.51797407;40.32027518;8466752.44551297;36.52221583;37.25488598;36.50366722;37.13432001;30782573.85161019;57.98245109;59.65749967;57.85360119;59.30068459;40801571.09143018;24.667138;24.71679;24.250061;24.498321;17898656.0
2024-12-10 10:00:00;40.48819868;40.83337456;40.35759158;40.66545116;6593041.64496585;37.37545195;37.49601793;37.19924015;37.27343459;23546344.83328217;59.21148082;59.40971142;58.76546196;59.24121541;13206134.54021594;24.607556;24.746582;24.349365;24.657208;15373685.0
2024-12-11 10:00:00;40.7120962;41.04794293;40.15235133;40.95465244;14117579.22657128;37.42182435;37.80207022;37.05085212;37.64440692;50570792.8149833;58.973603;59.062807;57.932893;58.319443;30407515.0;24.726721;25.471502;24.498321;25.18352;29294762.0
2024-12-12 10:00:00;40.56949178;40.81126468;39.75713485;39.91186951;10860605.362731;37.33752563;37.50145588;36.75894827;36.9710933;39729000.11158404;57.4;57.68;56.67;56.71;28840800.0;25.05;25.09;24.59;24.85;19824400.0
2024-12-13 10:00:00;40.29870614;40.32771889;39.26391815;39.71845119;8206978.70205839;37.22181016;37.34716859;36.56608915;36.73966236;24008405.7212332;56.48;56.71;55.7;55.86;18519100.0;24.85;24.99;24.5;24.51;17206100.0
2024-12-16 10:00:00;39.76680577;39.90219859;39.25424723;39.33161456;8025403.34391082;36.82644896;36.89394966;36.47930255;36.58537506;22139891.5436304;55.85;56.54;55.34;55.83;18958500.0;24.52;24.6;24.13;24.16;16061900.0
2024-12-17 10:00:00;39.4766783;40.18265515;39.4766783;39.94088225;15965292.55274873;36.58537506;37.11573764;36.47930255;36.93252148;41084082.51577629;55.88;56.4;55.65;56.11;22987600.0;24.25;24.49;24.01;24.42;27695800.0
2024-12-18 10:00:00;39.79581852;40.04726233;38.87708152;39.051158;18666898.1235469;36.91323557;37.02895104;35.97786884;35.97786884;60250611.94928194;55.77;55.87;54.76;54.81;34658200.0;24.4;24.4;23.73;23.74;29428400.0
2024-12-19 10:00:00;39.36062731;39.64108386;38.2581429;38.69333412;13982233.20277486;36.3153723;36.57573211;35.65965129;35.8332245;44870473.32788825;55.02;55.17;53.6;53.77;29529900.0;23.81;24.05;23.75;23.89;16306300.0
2024-12-20 10:00:00;38.770702;38.838398;38.277485;38.412878;22037932.0;35.8332245;36.01644066;35.39929148;35.53429286;61345297.02302904;53.42;54.62;53.33;54.62;64721400.0;23.92;24.14;23.87;24.08;49163700.0
2024-12-23 10:00:00;38.528929;38.703005;38.209789;38.703005;9382874.0;35.678937;35.727152;35.408934;35.543936;45406823.0;54.67;55.23;54.4;54.85;18587700.0;24.07;24.13;23.88;23.92;12707900.0
2024-12-26 10:00:00;38.8;39.28;38.52;39.28;8614500.0;35.63;36.0;35.6;35.77;22920700.0;54.85;55.4;54.4;55.01;13155800.0;23.95;24.4;23.93;24.2;15208900.0
2024-12-27 10:00:00;39.36;39.36;38.83;38.84;9593900.0;36.0;36.0;35.61;35.66;24155900.0;54.73;55.08;54.46;54.74;16618700.0;24.34;24.37;24.11;24.11;10459500.0
2024-12-30 10:00:00;39.02;39.63;39.02;39.41;7914800.0;35.78;36.37;35.77;36.19;22355600.0;54.9;55.19;54.55;54.55;11250900.0;24.1;24.33;24.09;24.17;27146200.0
2025-01-02 10:00:00;39.55;40.81;39.45;40.52;11081500.0;36.42;37.09;36.19;36.77;30046800.0;54.71;55.1;54.23;54.25;17623900.0;24.17;24.28;23.84;23.92;14492900.0
2025-01-03 10:00:00;40.49;40.72;39.96;40.38;16509100.0;36.88;37.04;36.32;36.38;23274100.0;53.9;54.0;52.88;53.24;23595200.0;23.92;24.06;23.68;23.74;13769200.0
2025-01-06 10:00:00;40.45;40.58;39.88;40.0;9440100.0;36.6;36.69;36.06;36.21;23760200.0;53.48;53.79;52.48;52.56;21689500.0;23.98;24.05;23.81;23.96;12112300.0
2025-01-07 10:00:00;40.38;41.43;40.1;41.12;12535000.0;36.55;37.25;36.3;36.98;37753300.0;52.63;52.89;51.94;52.05;22070200.0;24.14;24.38;24.02;24.25;15724400.0
2025-01-08 10:00:00;41.0;41.23;40.45;40.73;7930200.0;36.99;37.12;36.43;36.68;24483500.0;52.03;52.29;51.43;51.55;24423800.0;24.23;24.27;23.95;24.16;16417000.0
2025-01-09 10:00:00;40.74;41.14;40.67;40.72;3171600.0;36.7;36.97;36.7;36.84;11526600.0;52.05;52.25;51.14;51.23;15865200.0;24.16;24.27;23.99;24.27;8286700.0
2025-01-10 10:00:00;41.08;41.76;40.9;40.92;10357700.0;37.25;37.52;36.9;36.94;40311200.0;51.54;52.31;51.23;51.52;25832500.0;24.25;24.44;24.13;24.21;17143900.0
2025-01-13 10:00:00;41.29;41.63;40.93;40.95;5703800.0;37.3;37.53;36.97;37.07;22897100.0;52.0;52.31;50.87;51.51;30845300.0;24.21;24.43;24.16;24.21;9941700.0
2025-01-14 10:00:00;40.88;41.16;40.52;41.12;5705900.0;37.11;37.13;36.58;36.82;29173100.0;51.95;52.43;51.63;51.85;21379000.0;24.25;24.67;24.17;24.65;18049200.0
2025-01-15 10:00:00;41.34;41.66;41.03;41.66;8106600.0;36.93;37.32;36.8;37.29;32512700.0;52.14;52.68;51.63;52.6;35137700.0;24.91;25.37;24.75;25.27;19626500.0
2025-01-16 10:00:00;41.53;41.68;41.23;41.63;6450900.0;37.21;37.24;36.77;37.05;26733200.0;52.29;53.27;52.0;52.67;220262800.0;25.28;25.46;25.11;25.38;13590200.0
2025-01-17 10:00:00;41.6;41.93;41.39;41.6;5263400.0;37.01;37.4;36.85;37.2;39781800.0;53.15;54.49;52.98;54.49;54274500.0;25.44;25.49;25.19;25.35;13153700.0
2025-01-20 10:00:00;41.57;42.0;41.5;41.9;3191500.0;37.22;37.43;37.11;37.29;13912800.0;54.22;54.49;53.76;54.29;12317600.0;25.35;25.6;25.26;25.43;10499700.0
2025-01-21 10:00:00;41.7;41.75;41.03;41.55;6313900.0;37.1;37.35;36.72;37.3;23612200.0;54.29;54.32;53.25;54.02;28798700.0;25.45;25.75;25.45;25.66;10675500.0
2025-01-22 10:00:00;41.59;41.87;41.13;41.13;4959900.0;37.36;37.63;37.03;37.09;21832200.0;54.28;54.29;52.42;52.66;34645400.0;25.58;26.28;25.57;26.13;19236600.0
2025-01-23 10:00:00;41.14;41.63;40.65;40.75;5706400.0;37.12;37.41;36.7;36.83;26725700.0;52.95;52.99;51.84;52.32;25097300.0;26.24;27.07;26.24;26.72;30067700.0
2025-01-24 10:00:00;40.75;40.86;40.26;40.63;4548800.0;36.88;36.9;36.4;36.64;16203700.0;52.6;53.19;52.6;53.03;20486100.0;26.71;26.85;26.51;26.62;9078800.0
2025-01-27 10:00:00;40.6;41.16;40.43;41.08;7749000.0;36.57;37.3;36.47;37.18;29809700.0;52.89;53.98;52.57;53.96;24531300.0;26.57;27.71;26.55;27.71;21719600.0
2025-01-28 10:00:00;41.09;41.33;40.45;40.98;10420200.0;37.4;37.49;36.88;37.13;27621700.0;53.59;53.78;52.54;52.65;22932900.0;27.69;27.7;27.32;27.53;13016900.0
2025-01-29 10:00:00;41.05;41.18;40.46;40.57;5538800.0;37.2;37.33;36.76;36.9;18204400.0;52.8;53.51;52.63;52.8;19220300.0;27.6;27.75;27.35;27.44;11592900.0
2025-01-30 10:00:00;40.78;41.5;40.43;41.37;8276500.0;37.04;37.51;36.8;37.39;30916000.0;53.3;55.6;53.28;55.03;40562400.0;27.37;27.94;27.28;27.64;22311000.0
2025-01-31 10:00:00;41.38;42.4;41.12;41.65;8664800.0;37.39;38.37;37.25;37.69;37023300.0;54.99;55.21;54.0;54.17;25461000.0;27.74;28.0;27.66;27.68;19668300.0
2025-02-03 10:00:00;41.65;41.75;41.07;41.14;8342300.0;37.76;37.81;37.38;37.5;24877600.0;53.73;54.28;53.33;54.21;27216400.0;27.6;27.72;27.36;27.61;13290300.0
2025-02-04 10:00:00;40.9;41.14;40.31;40.62;8210900.0;37.3;37.35;36.82;37.13;34290300.0;54.13;54.71;53.81;54.02;32648700.0;27.58;28.08;27.47;27.77;16154100.0
2025-02-05 10:00:00;40.64;40.64;40.06;40.21;7432900.0;37.05;37.07;36.75;36.86;20539800.0;53.91;54.46;53.86;54.31;21674800.0;27.82;28.12;27.59;27.83;13663000.0
2025-02-06 10:00:00;40.23;40.5;39.84;39.97;6065800.0;36.84;37.12;36.7;36.79;17512400.0;55.4;55.64;54.97;55.13;32789000.0;27.83;28.19;27.58;28.15;13960200.0
2025-02-07 10:00:00;40.05;40.25;39.32;39.7;8882200.0;36.86;37.03;36.37;36.58;21429000.0;55.3;55.78;54.56;54.83;24389300.0;28.15;28.28;27.67;27.78;15265200.0
2025-02-10 10:00:00;40.0;40.3;39.86;40.03;5350200.0;36.81;37.03;36.72;36.83;17483300.0;54.87;55.4;54.84;55.4;15566300.0;27.88;28.1;27.8;27.82;10942700.0
2025-02-11 10:00:00;40.36;40.36;39.74;40.25;6814000.0;37.01;37.09;36.68;36.83;16624300.0;54.91;55.19;54.39;55.16;18198300.0;27.86;28.22;27.86;28.06;18486400.0
2025-02-12 10:00:00;39.81;40.07;39.18;39.32;13940300.0;36.65;36.75;36.11;36.28;37364500.0;55.01;55.29;54.7;54.79;35432600.0;27.65;27.98;27.5;27.6;18063900.0
2025-02-13 10:00:00;39.2;39.56;39.03;39.43;4389900.0;36.2;36.33;36.02;36.32;15351300.0;54.85;55.0;54.13;54.86;21749900.0;27.59;27.59;27.28;27.45;19004600.0
2025-02-14 10:00:00;39.68;41.06;39.58;40.85;9945600.0;36.44;37.58;36.4;37.44;40203500.0;55.22;55.81;55.0;55.67;49800100.0;27.56;28.98;27.56;28.75;35286900.0
2025-02-17 10:00:00;41.0;41.61;40.9;41.31;3941000.0;37.64;37.92;37.47;37.67;22615200.0;55.64;55.92;55.28;55.37;12391400.0;28.74;29.5;28.71;29.16;21145100.0
2025-02-18 10:00:00;41.26;42.19;41.2;42.08;15844000.0;37.72;38.44;37.71;38.36;44062600.0;55.6;55.97;55.51;55.74;27608200.0;29.02;29.63;29.0;29.45;27342000.0
2025-02-19 10:00:00;41.71;42.56;41.54;42.25;10749600.0;38.11;38.66;37.87;38.44;32648200.0;55.3;55.73;54.72;55.69;26472500.0;29.28;29.29;28.66;28.86;22819400.0
2025-02-20 10:00:00;42.25;42.56;42.1;42.5;9136600.0;38.42;38.57;38.31;38.5;26641200.0;56.8;58.16;56.48;57.74;76934000.0;28.1;28.31;27.79;28.0;88971000.0
2025-02-21 10:00:00;42.66;42.66;42.34;42.45;658100.0;38.53;38.53;38.27;38.4;3669700.0;57.9;58.15;57.64;57.75;3010000.0;28.0;28.05;27.82;27.83;2145000.0
