datetime;PETR3_open;PETR3_high;PETR3_low;PETR3_close;PETR3_volume;PETR4_open;PETR4_high;PETR4_low;PETR4_close;PETR4_volume;VALE3_open;VALE3_high;VALE3_low;VALE3_close;VALE3_volume;BBAS3_open;BBAS3_high;BBAS3_low;BBAS3_close;BBAS3_volume
2024-09-27 10:00:00;37.04576888;37.1204015;36.69126392;36.8685164;9139809.92244229;33.73992412;33.73992412;33.32258036;33.48951787;37239876.63685569;64.12759975;64.46459177;62.61113564;63.39414652;37570283.92619218;26.776584;26.913;26.503751;26.552471;15245956.0
2024-09-30 10:00:00;36.98046533;37.02711072;36.43937881;36.63528945;8810838.50766999;33.5358894;33.64718106;33.31330606;33.39677481;22800952.10774237;64.74211461;64.74211461;62.94812767;62.94812767;29238976.93656805;26.610935;26.776584;26.484263;26.484263;15184892.0
2024-10-01 10:00:00;36.60730221;37.96934761;36.34608803;37.61484264;12829349.2174774;33.39677481;34.79719497;33.22983731;34.28710816;53640888.74395941;62.93821614;63.68158089;62.59131258;63.2553851;18252983.96662288;26.406311;26.552471;26.191942;26.386823;19759901.0
2024-10-02 10:00:00;38.16525824;38.58506676;37.89471498;38.05330931;6681796.39616542;35.010504;35.1774415;34.63953177;34.76009775;34519565.18413708;63.8500769;64.7718492;63.40405805;63.60228865;20491891.55970984;26.601191;26.81556;26.455031;26.455031;12995038.0
2024-10-03 10:00:00;37.92270222;38.70634477;37.77343697;38.5664086;9164571.21172623;34.72300052;35.27945887;34.50969149;35.18671581;33461264.93805389;63.06706603;63.23556204;61.87768241;62.38317045;26913503.4962967;26.416055;26.425799;26.06527;26.21143;19603292.0
2024-10-04 10:00:00;38.66902846;38.79030647;38.30519442;38.58506676;6265678.10612107;35.38147623;35.42784776;34.93630956;35.09397275;24289473.23837696;62.36334739;62.45255116;61.74883252;61.92724006;16413510.16025265;26.308871;26.347847;26.084758;26.172454;12224515.0
2024-10-07 10:00:00;38.80896463;39.23810222;38.62238307;39.23810222;7511889.14168406;35.27945887;35.59478526;35.14961859;35.58551095;39267629.50775131;62.34352433;63.17609286;61.88759394;62.47237422;22667943.06562213;26.357591;26.425799;26.143222;26.299127;9830124.0
2024-10-08 10:00:00;38.57573768;38.75299016;38.015993;38.38915612;8123739.52797286;35.05687553;35.12179567;34.60243455;34.87138942;36813537.44449572;60.47024514;60.57927197;60.06387241;60.57927197;38367537.2180931;26.21143;26.299127;26.094502;26.289383;12036810.0
2024-10-09 10:00:00;38.20257456;38.34251073;37.94136037;38.09062562;7984283.0891919;34.65808038;34.79719497;34.32420538;34.5189658;33199035.06556542;60.13325312;60.51980279;59.71696885;60.42068749;22961540.51935937;26.11399;26.221174;25.675509;25.753461;20058956.0
2024-10-10 10:00:00;38.38915612;38.83695186;38.38915612;38.72500293;5497006.22103401;34.6859033;35.0012297;34.61170886;34.91776094;22244360.57740294;60.90635246;60.90635246;60.21254536;60.70812186;17345555.96012365;25.958086;25.958086;25.519604;25.529348;21024471.0
2024-10-11 10:00:00;38.61305399;38.76231924;38.45445966;38.65969938;4843458.25235797;34.87138942;34.91776094;34.61170886;34.88993803;17621804.30131198;60.45042208;61.71909793;60.44051055;61.58033651;21126304.20201216;25.607301;25.782693;25.500116;25.656021;12495245.0
2024-10-14 10:00:00;38.47311782;38.80896463;38.37049796;38.59439583;5903477.25551318;34.75082344;35.14961859;34.63953177;34.97340678;24022283.4258661;61.76865558;61.96688619;60.7874141;61.38210591;45355257.50963518;25.733973;25.899621;25.607301;25.841157;12267105.0
2024-10-15 10:00:00;38.12794193;38.32385257;37.89471498;38.15592917;7329556.01150235;34.50969149;34.69517761;34.37057691;34.6859033;30411548.77297827;60.55944891;60.65856421;60.03413782;60.62882962;25787441.23472924;25.987318;26.055526;25.743717;25.792437;14797476.0
2024-10-16 10:00:00;38.29586534;38.4824469;37.99733484;38.04398023;20022235.77513984;34.82501789;34.8528408;34.49114288;34.50969149;24844123.92262067;61.38210591;61.82812476;61.03520236;61.78847864;29997184.79389978;25.821669;26.26015;25.685253;26.075014;26712160.0
2024-10-17 10:00:00;37.85739867;37.96001853;37.65215895;37.86672775;5500865.12326008;34.50969149;34.50969149;34.0274276;34.25001093;23909390.87796502;60.48015667;60.77750257;60.10351853;60.22245689;20526800.39785179;25.997062;26.143222;25.821669;26.036038;12751196.0
2024-10-18 10:00:00;37.96934761;38.05330931;37.40027385;37.66148803;6232127.09509998;34.29638246;34.37985121;33.76774704;34.15726788;34504793.188853;60.64865268;60.92617552;59.92511098;60.01431476;22018295.64135612;26.084758;26.279638;25.841157;26.006806;16399791.0
2024-10-21 10:00:00;38.00666392;38.00666392;36.97113626;36.97113626;6250028.1137598;34.31493107;34.3613026;33.57298662;33.61935815;30611455.92083749;60.80723716;60.83697175;59.73679191;59.79626109;19214893.97484653;26.006806;26.269894;25.860645;25.938598;25789030.0
2024-10-22 10:00:00;36.89650363;37.18570505;36.68193484;36.79388377;6005845.35623249;33.57298662;33.66572968;33.3782262;33.48951787;31424778.25972751;59.61785355;60.12334159;59.3700653;59.87555333;14946229.13973696;25.870389;25.91911;25.597557;25.626789;28110864.0
2024-10-23 10:00:00;36.50468235;36.72858023;36.20615186;36.2714554;5416290.84947208;33.30403175;33.33185467;32.98870536;33.07217411;33176715.33546463;59.36015377;59.3700653;58.62670054;58.82493114;18453154.87666228;25.626789;25.763205;25.490372;25.656021;12444957.0
2024-10-24 10:00:00;36.38340434;36.49535328;36.12219016;36.39273342;7795304.07184307;33.24838592;33.41532342;32.97943105;33.29475745;24863208.90922859;58.81501961;59.1718347;58.68616972;59.1718347;11432846.27668134;25.733973;25.782693;25.578069;25.685253;8956871.0
2024-10-25 10:00:00;36.39273342;36.96180718;36.37407526;36.75656746;8392147.6161416;33.35040328;33.84194148;33.24838592;33.52661509;35135675.99474528;60.03413782;61.91732853;59.98458017;61.18387531;38809345.89503996;25.685253;25.821669;25.578069;25.694997;8012908.0
2024-10-28 10:00:00;36.08487384;36.73790931;35.8889632;36.68193484;6208544.91482956;32.91451091;33.50806648;32.77539633;33.47096926;29659470.91088654;61.94706313;62.32370127;61.63980569;62.32370127;16720324.54403786;25.821669;25.870389;25.519604;25.646277;18670002.0
2024-10-29 10:00:00;36.8685164;36.94314902;36.4860242;36.58864406;5126444.41560297;33.69355259;33.77702134;33.20201439;33.39677481;28131701.55920515;62.69042788;62.87874695;62.09573608;62.10564761;15075068.98455567;25.694997;25.772949;25.480628;25.500116;13786292.0
2024-10-30 10:00:00;36.67260576;36.92449087;36.24346817;36.2714554;8104337.82511402;33.49879217;33.73064982;33.24838592;33.24838592;28190466.06599225;61.94706313;62.1353822;61.57042498;61.91732853;12372761.69902365;25.50986;25.714485;25.422164;25.694997;14755296.0
2024-10-31 10:00:00;36.24346817;36.49535328;36.0195703;36.43937881;11903855.83359207;33.26693453;33.43387203;33.04435119;33.30403175;27599909.72897771;61.78847864;62.0362669;61.25325602;61.5109558;16701054.05824273;25.656021;25.782693;25.558581;25.656021;11456557.0
2024-11-01 10:00:00;36.60730221;36.67260576;35.68372349;35.73036888;9452488.19448231;33.57298662;33.73064982;32.73829911;32.84959077;33000098.34075406;61.59024804;61.88759394;61.24334449;61.48122121;15372399.464337;25.675509;25.724229;25.344212;25.422164;15616131.0
2024-11-04 10:00:00;36.19682278;36.30877172;35.66506533;35.76768519;6581679.32174465;33.29475745;33.34112898;32.81249355;32.92378522;25881829.63513262;61.84794782;62.31378974;61.57042498;62.11555914;12470324.8391487;25.597557;25.743717;25.480628;25.568325;12489395.0
2024-11-05 10:00:00;35.77701427;35.87963413;35.20794051;35.59043271;8333728.12410807;32.92378522;33.01652828;32.48789285;32.82176786;25867812.41333019;62.39308198;62.55166646;61.4118405;61.57042498;16514907.21901758;25.597557;25.617045;25.392932;25.578069;14419706.0
2024-11-06 10:00:00;35.29190221;35.67439441;35.09599157;35.55311639;8209171.33558887;32.50644146;32.886688;32.49716716;32.83104216;30666230.91065005;60.75767951;61.08476001;60.20263383;60.87661787;19902880.58551121;25.431908;25.694997;25.276004;25.626789;12772337.0
2024-11-07 10:00:00;35.45982561;36.21548094;35.45049654;35.8050015;12251692.99258071;32.91451091;33.28548314;32.71047619;32.93305953;36747979.97637362;61.47130968;63.42388111;61.45148662;62.99768532;38514033.26717435;25.626789;25.958086;25.46114;25.519604;11974207.0
