,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
170,HGRE11,LAJES CORPORATIVAS,,"2.266.213,11","0,83",,"0,57 %",,,,,,,,"-0,75 %",,,"1.833.534.361,27",,,,,,,,,145.947,,,
171,HGRS11,IMÓVEIS RESIDENCIAIS,,N/A,N/A,,N/A,,,,,,,,N/A,,,"149.352.650,08",,,,,,,,,6,,,
172,HGRU11,MISTO,,"8.951.268,07","1,04",,"0,61 %",,,,,,,,"4,50 %",,,"2.273.137.516,92",,,,,,,,,205.857,,,
173,HILG11,INDEFINIDO,,N/A,N/A,,"0,00 %",,,,,,,,"0,00 %",,,"94.644.763,45",,,,,,,,,50,,,
174,HLOG11,IMÓVEIS INDUSTRIAIS E LOGÍSTICOS,,"97.157,36","0,77",,"0,71 %",,,,,,,,"-2,14 %",,,"490.468.556,56",,,,,,,,,4.326,,,
175,HOFC11,LAJES CORPORATIVAS,,"87.749,50","0,24",,"0,52 %",,,,,,,,"-10,23 %",,,"337.067.202,74",,,,,,,,,7.538,,,
176,HOSI11,IMÓVEIS RESIDENCIAIS,,"10.670,56","0,71",,"0,67 %",,,,,,,,"-3,43 %",,,"53.004.123,14",,,,,,,,,1.692,,,
177,HPDP11,SHOPPINGS,,"14.266,65","0,94",,"0,63 %",,,,,,,,"3,34 %",,,"263.314.928,12",,,,,,,,,430,,,
178,HRDF11,FUNDO DE DESENVOLVIMENTO,,"755,86","0,57",,N/A,,,,,,,,N/A,,,"9.310.369,63",,,,,,,,,1.137,,,
179,HREC11,PAPÉIS,,"175.096,96","0,90",,"0,99 %",,,,,,,,"1,46 %",,,"482.142.700,63",,,,,,,,,1.540,,,
180,HSAF11,PAPÉIS,,"396.284,25","0,90",,"0,82 %",,,,,,,,"-0,82 %",,,"232.926.347,97",,,,,,,,,10.064,,,
181,HSLG11,IMÓVEIS INDUSTRIAIS E LOGÍSTICOS,,"954.646,71","0,87",,"0,77 %",,,,,,,,"2,44 %",,,"1.316.708.958,32",,,,,,,,,34.922,,,
182,HSML11,SHOPPINGS,,"2.633.143,79","0,98",,"0,79 %",,,,,,,,"-2,78 %",,,"1.494.660.725,10",,,,,,,,,165.405,,,
183,HSRE11,MISTO,,"3.265.776,30","1,11",,"0,00 %",,,,,,,,"0,00 %",,,"831.526.432,14",,,,,,,,,209,,,
184,HTMX11,HOTÉIS,,"723.675,32","1,09",,"1,98 %",,,,,,,,"4,52 %",,,"204.607.303,48",,,,,,,,,27.844,,,
185,HUCG11,HOSPITALAR,,"10.056,43","0,87",,"0,21 %",,,,,,,,"3,78 %",,,"116.343.166,48",,,,,,,,,244,,,
186,HUSC11,HOSPITALAR,,"6.203,80","0,77",,"0,83 %",,,,,,,,"-2,19 %",,,"119.224.638,81",,,,,,,,,783,,,
187,HUSI11,HOSPITALAR,,"3.478,00","1,04",,"0,00 %",,,,,,,,"0,00 %",,,"129.424.229,98",,,,,,,,,88,,,
188,IAAG11,INDEFINIDO,,"102.909,57","1,04",,"0,80 %",,,,,,,,"1,01 %",,,"52.471.824,91",,,,,,,,,1.460,,,
189,IBCR11,PAPÉIS,,"171.923,86","0,83",,"1,23 %",,,,,,,,"5,51 %",,,"92.357.756,12",,,,,,,,,4.120,,,
190,IBFF11,FUNDO DE FUNDOS,,"162.549,50","4,49",,"0,00 %",,,,,,,,"0,00 %",,,"9.855.905,16",,,,,,,,,3.870,,,
191,IDFI11,INDEFINIDO,,"62.687,25","0,88",,N/A,,,,,,,,N/A,,,"60.948.451,48",,,,,,,,,358,,,
192,IDGR11,MISTO,,"1.710,71","1,19",,"8,24 %",,,,,,,,"0,00 %",,,"11.562.094,15",,,,,,,,,32,,,
193,IFRA11,FUNDO DE DESENVOLVIMENTO,,"1.183.443,18",N/A,,"1,03 %",,,,,,,,"-0,72 %",,,N/A,,,,,,,,,0,,,
194,IRDM11,PAPÉIS,,"5.259.032,11","0,91",,"1,00 %",,,,,,,,"-3,51 %",,,"3.185.832.525,71",,,,,,,,,292.765,,,
195,IRIM11,INDEFINIDO,,"66.604,50","0,90",,"0,90 %",,,,,,,,"-7,09 %",,,"181.908.752,91",,,,,,,,,2.824,,,
196,ITIP11,PAPÉIS,,"82.066,61","1,01",,"0,86 %",,,,,,,,"-0,22 %",,,"56.935.514,35",,,,,,,,,4.070,,,
197,ITIT11,FUNDO DE FUNDOS,,"153.810,39","0,89",,"0,72 %",,,,,,,,"-1,39 %",,,"78.498.492,14",,,,,,,,,9.450,,,
198,JASC11,IMÓVEIS COMERCIAIS - OUTROS,,"5.382.933,33","0,97",,"0,00 %",,,,,,,,"0,00 %",,,"279.179.722,80",,,,,,,,,73,,,
199,JBFO11,PAPÉIS,,"87,00","1,00",,"0,00 %",,,,,,,,"0,00 %",,,"111.042.439,85",,,,,,,,,364,,,
200,JCCJ11,PAPÉIS,,"653.975,67","0,68",,"0,26 %",,,,,,,,"0,00 %",,,"285.631.848,25",,,,,,,,,128,,,
201,JFLL11,IMÓVEIS RESIDENCIAIS,,"58.156,29","0,72",,"0,83 %",,,,,,,,"-0,52 %",,,"151.502.094,27",,,,,,,,,3.826,,,
202,JGPX11,INDEFINIDO,,"737.428,89","1,00",,"0,81 %",,,,,,,,"-4,05 %",,,"81.077.596,44",,,,,,,,,4.135,,,
203,JPPA11,PAPÉIS,,"249.904,07","0,98",,"1,11 %",,,,,,,,"-4,38 %",,,"89.209.448,81",,,,,,,,,9.579,,,
204,JRDM11,SHOPPINGS,,"610.682,00","0,97",,N/A,,,,,,,,N/A,,,"224.143.181,16",,,,,,,,,4.001,,,
205,JSAF11,FUNDO DE FUNDOS,,"1.119.306,93","0,97",,"1,00 %",,,,,,,,"1,39 %",,,"155.939.199,09",,,,,,,,,10.789,,,
206,JSRE11,MISTO,,"2.622.349,18","0,64",,"0,61 %",,,,,,,,"-1,82 %",,,"2.337.117.873,12",,,,,,,,,104.211,,,
207,JURO11,FUNDO DE DESENVOLVIMENTO,,"1.933.434,61",N/A,,"1,40 %",,,,,,,,"-1,82 %",,,N/A,,,,,,,,,0,,,
208,KCRE11,INDEFINIDO,,"419.326,75","0,91",,"0,60 %",,,,,,,,"-3,05 %",,,"372.999.187,90",,,,,,,,,9.126,,,
209,KDIF11,FUNDO DE DESENVOLVIMENTO,,"2.581.615,29",N/A,,"0,75 %",,,,,,,,"-2,33 %",,,N/A,,,,,,,,,0,,,
210,KEVE11,FUNDO DE DESENVOLVIMENTO,,"142.787,78","1,14",,"0,00 %",,,,,,,,"0,00 %",,,"136.191.337,55",,,,,,,,,495,,,
211,KFOF11,FUNDO DE FUNDOS,,"1.426.964,71","0,98",,"0,81 %",,,,,,,,"1,81 %",,,"450.723.245,72",,,,,,,,,19.107,,,
212,KINP11,FUNDO DE DESENVOLVIMENTO,,"38.394,20","2,66",,"0,00 %",,,,,,,,"0,00 %",,,"26.408.606,84",,,,,,,,,1.932,,,
213,KISU11,FUNDO DE FUNDOS,,"747.135,82","0,90",,"0,86 %",,,,,,,,"0,00 %",,,"406.566.602,11",,,,,,,,,123.999,,,
214,KIVO11,PAPÉIS,,"215.938,79","0,94",,"1,09 %",,,,,,,,"0,28 %",,,"114.420.948,80",,,,,,,,,3.023,,,
215,KNCA11,INDEFINIDO,,"3.246.361,96","1,02",,"1,03 %",,,,,,,,"-0,01 %",,,"2.232.043.437,19",,,,,,,,,53.157,,,
216,KNCR11,PAPÉIS,,"13.228.587,82","0,99",,"1,09 %",,,,,,,,"1,27 %",,,"5.764.202.757,89",,,,,,,,,272.678,,,
217,KNHF11,INDEFINIDO,,"991.786,04","1,01",,"0,79 %",,,,,,,,"1,92 %",,,"1.000.075.858,59",,,,,,,,,11.940,,,
218,KNHY11,PAPÉIS,,"2.161.448,18","1,00",,"0,87 %",,,,,,,,"0,69 %",,,"1.896.920.982,51",,,,,,,,,15.360,,,
219,KNIP11,PAPÉIS,,"10.741.713,54","0,94",,"0,64 %",,,,,,,,"1,28 %",,,"7.935.640.251,58",,,,,,,,,74.277,,,
220,KNOX11,N/A,,"441.365,50",N/A,,"2,35 %",,,,,,,,"1,27 %",,,N/A,,,,,,,,,0,,,
221,KNPR11,INDEFINIDO,,N/A,N/A,,"0,00 %",,,,,,,,"0,00 %",,,"59.795.088,34",,,,,,,,,593,,,
222,KNRE11,FUNDO DE DESENVOLVIMENTO,,"7.163,04","0,70",,"12,52 %",,,,,,,,"-44,00 %",,,"14.209.667,58",,,,,,,,,6.699,,,
223,KNRI11,MISTO,,"3.765.441,89","1,00",,"0,61 %",,,,,,,,"2,70 %",,,"3.862.057.395,12",,,,,,,,,258.215,,,
224,KNSC11,PAPÉIS,,"2.601.595,04","0,98",,"0,82 %",,,,,,,,"1,26 %",,,"1.211.979.480,13",,,,,,,,,106.452,,,
225,KNUQ11,INDEFINIDO,,N/A,N/A,,"0,00 %",,,,,,,,"0,00 %",,,"327.060.120,88",,,,,,,,,1,,,
226,LASC11,SHOPPINGS,,"1.328.092,62","0,99",,"0,56 %",,,,,,,,"-1,51 %",,,"300.288.516,84",,,,,,,,,390,,,
227,LAVF11,INDEFINIDO,,N/A,N/A,,"0,00 %",,,,,,,,"0,00 %",,,"116.243,80",,,,,,,,,7,,,
228,LFTT11,PAPÉIS,,"14.031,68","1,74",,N/A,,,,,,,,N/A,,,"178.471.176,76",,,,,,,,,492,,,
229,LGCP11,IMÓVEIS INDUSTRIAIS E LOGÍSTICOS,,"616.799,18","0,87",,"0,74 %",,,,,,,,"-0,29 %",,,"345.946.675,25",,,,,,,,,16.579,,,
230,LIFE11,IMÓVEIS COMERCIAIS - OUTROS,,"213.790,00","1,00",,"1,19 %",,,,,,,,"-1,66 %",,,"226.020.540,51",,,,,,,,,4.042,,,
231,LLAO11,MISTO,,"551.253,00","0,99",,N/A,,,,,,,,N/A,,,"28.357.632,26",,,,,,,,,78,,,
232,LOFT11B,FUNDO DE DESENVOLVIMENTO,,N/A,"2,54",,"0,00 %",,,,,,,,"0,00 %",,,"23.059.276,07",,,,,,,,,1,,,
233,LPLP11,INDEFINIDO,,N/A,N/A,,"0,00 %",,,,,,,,"0,00 %",,,"118.867.831,96",,,,,,,,,4,,,
234,LSAG11,MISTO,,"71.368,54",N/A,,"1,43 %",,,,,,,,"-1,41 %",,,N/A,,,,,,,,,0,,,
235,LSPA11,PAPÉIS,,"49.535,00","0,89",,"0,00 %",,,,,,,,"0,00 %",,,"46.253.985,81",,,,,,,,,224,,,
236,LUGG11,FUNDO DE DESENVOLVIMENTO,,"46.143,25","0,71",,"0,67 %",,,,,,,,"0,00 %",,,"139.522.161,21",,,,,,,,,5.672,,,
237,LVBI11,IMÓVEIS INDUSTRIAIS E LOGÍSTICOS,,"3.060.438,54","1,01",,"0,67 %",,,,,,,,"1,71 %",,,"1.363.338.408,25",,,,,,,,,79.298,,,
238,MALL11,SHOPPINGS,,"2.559.389,93","0,96",,"0,72 %",,,,,,,,"0,32 %",,,"1.093.206.451,26",,,,,,,,,129.196,,,
239,MANA11,INDEFINIDO,,"154.523,04","0,97",,"1,01 %",,,,,,,,"-1,49 %",,,"209.671.912,26",,,,,,,,,3.941,,,
240,MATV11,INDEFINIDO,,"13.027,43","0,92",,"0,73 %",,,,,,,,"-1,41 %",,,"39.926.993,67",,,,,,,,,325,,,
241,MAXR11,VAREJO,,"147.696,07","0,60",,"0,97 %",,,,,,,,"2,09 %",,,"138.879.529,47",,,,,,,,,4.450,,,
242,MBRF11,LAJES CORPORATIVAS,,N/A,N/A,,"0,00 %",,,,,,,,"0,00 %",,,N/A,,,,,,,,,0,,,
243,MCCI11,PAPÉIS,,"3.653.350,32","0,99",,"0,95 %",,,,,,,,"-0,51 %",,,"1.612.330.602,13",,,,,,,,,116.432,,,
244,MCHF11,PAPÉIS,,"1.021.881,25","0,95",,"0,96 %",,,,,,,,"0,11 %",,,"309.383.097,75",,,,,,,,,83.205,,,
245,MCHY11,PAPÉIS,,"40.523,79","1,12",,"1,17 %",,,,,,,,"0,23 %",,,"355.903.779,66",,,,,,,,,982,,,
246,MFAI11,FUNDO DE FUNDOS,,"30.217,25","0,84",,"0,81 %",,,,,,,,"-7,55 %",,,"28.127.681,21",,,,,,,,,3.032,,,
247,MFII11,FUNDO DE DESENVOLVIMENTO,,"479.641,75","0,93",,"1,14 %",,,,,,,,"-1,04 %",,,"441.298.348,48",,,,,,,,,29.640,,,
248,MGCR11,PAPÉIS,,"259.145,59","0,96",,"0,00 %",,,,,,,,"0,00 %",,,"131.240.792,97",,,,,,,,,4.360,,,
249,MGFF11,FUNDO DE FUNDOS,,"1.218.430,54","0,87",,"0,78 %",,,,,,,,"-2,11 %",,,"676.971.296,25",,,,,,,,,47.046,,,
250,MGHT11,HOTÉIS,,"90.564,57","0,64",,"0,93 %",,,,,,,,"-7,82 %",,,"112.969.407,37",,,,,,,,,4.442,,,
251,MGLG11,IMÓVEIS INDUSTRIAIS E LOGÍSTICOS,,"55.314,19","0,55",,"0,86 %",,,,,,,,"-3,60 %",,,"116.088.485,68",,,,,,,,,3.712,,,
252,MGRI11,INDEFINIDO,,N/A,N/A,,"0,00 %",,,,,,,,"0,00 %",,,"23.220.578,30",,,,,,,,,1,,,
253,MMPD11,INDEFINIDO,,N/A,N/A,,"0,00 %",,,,,,,,"0,00 %",,,"58.616.386,42",,,,,,,,,55,,,
254,MORC11,PAPÉIS,,"496.682,68","0,94",,"1,34 %",,,,,,,,"-1,05 %",,,"187.680.283,81",,,,,,,,,6.619,,,
255,MORE11,FUNDO DE FUNDOS,,"453.834,93","0,88",,"0,79 %",,,,,,,,"0,09 %",,,"194.992.581,77",,,,,,,,,17.261,,,
256,MXRF11,PAPÉIS,,"12.124.198,79","1,10",,"0,99 %",,,,,,,,"0,91 %",,,"2.592.808.439,29",,,,,,,,,953.489,,,
257,NAVT11,PAPÉIS,,"270.216,04","0,92",,"1,13 %",,,,,,,,"-4,49 %",,,"99.835.843,25",,,,,,,,,2.659,,,
258,NCHB11,PAPÉIS,,"413.624,79","0,89",,"0,90 %",,,,,,,,"-3,33 %",,,"154.180.914,37",,,,,,,,,11.604,,,
259,NCRA11,INDEFINIDO,,"206.282,64","1,02",,"1,45 %",,,,,,,,"-2,04 %",,,"43.354.529,39",,,,,,,,,8.060,,,
260,NCRI11,PAPÉIS,,"1.988,89","0,91",,"0,74 %",,,,,,,,"5,23 %",,,"40.323.347,06",,,,,,,,,589,,,
261,NEWL11,IMÓVEIS INDUSTRIAIS E LOGÍSTICOS,,"568.484,32","0,78",,"0,88 %",,,,,,,,"-2,97 %",,,"279.049.926,60",,,,,,,,,3.677,,,
262,NEWU11,LAJES CORPORATIVAS,,"193.020,12","1,07",,"0,27 %",,,,,,,,"2,58 %",,,"51.169.004,01",,,,,,,,,1.462,,,
263,NSLU11,HOSPITALAR,,"127.352,71","0,94",,"0,83 %",,,,,,,,"-5,13 %",,,"258.154.497,69",,,,,,,,,6.372,,,
264,NVHO11,HOSPITALAR,,"2.340,75","0,77",,"0,69 %",,,,,,,,"9,19 %",,,"581.003.817,19",,,,,,,,,2.234,,,
265,NVIF11B,FUNDO DE DESENVOLVIMENTO,,N/A,"0,61",,"0,00 %",,,,,,,,"0,00 %",,,"126.060.306,89",,,,,,,,,7,,,
266,OCRE11,PAPÉIS,,"23.539,15","1,00",,"0,67 %",,,,,,,,"0,00 %",,,"29.388.335,84",,,,,,,,,380,,,
267,OGHY11,INDEFINIDO,,"4.816,39","1,13",,"1,24 %",,,,,,,,"2,94 %",,,"20.213.946,93",,,,,,,,,441,,,
268,OIAG11,INDEFINIDO,,"251.080,32","0,96",,"1,31 %",,,,,,,,"-1,76 %",,,"88.823.455,95",,,,,,,,,9.969,,,
269,ONEF11,LAJES CORPORATIVAS,,"63.361,75","0,87",,"0,51 %",,,,,,,,"0,50 %",,,"209.521.662,66",,,,,,,,,2.736,,,
270,OPTM11,MISTO,,N/A,N/A,,"0,00 %",,,,,,,,"0,00 %",,,"10.935.410,73",,,,,,,,,64,,,
271,ORPD11,FUNDO DE DESENVOLVIMENTO,,"402,75","0,64",,"0,00 %",,,,,,,,"0,00 %",,,"42.455.924,78",,,,,,,,,6,,,
272,OUFF11,FUNDO DE FUNDOS,,"189.833,46","0,90",,"0,98 %",,,,,,,,"-0,54 %",,,"140.576.404,48",,,,,,,,,7.835,,,
273,OUJP11,PAPÉIS,,"555.795,18","0,99",,"1,00 %",,,,,,,,"-1,57 %",,,"322.857.685,09",,,,,,,,,29.292,,,
274,OULG11,IMÓVEIS INDUSTRIAIS E LOGÍSTICOS,,"127.942,00","0,60",,"1,02 %",,,,,,,,"-1,74 %",,,"168.219.416,45",,,,,,,,,5.108,,,
275,OURE11,MISTO,,"113.030,07","0,85",,"0,97 %",,,,,,,,"-2,95 %",,,"99.472.516,96",,,,,,,,,6.357,,,
276,PABY11,FUNDO DE DESENVOLVIMENTO,,"1.028,74",N/A,,N/A,,,,,,,,N/A,,,"-14.943.407,94",,,,,,,,,667,,,
277,PATB11,LAJES CORPORATIVAS,,N/A,N/A,,"0,00 %",,,,,,,,"0,00 %",,,"644.549.240,59",,,,,,,,,56,,,
278,PATC11,FUNDO DE DESENVOLVIMENTO,,"1.206.645,96","0,98",,"0,46 %",,,,,,,,"2,08 %",,,"259.910.267,59",,,,,,,,,7.250,,,
279,PATL11,IMÓVEIS INDUSTRIAIS E LOGÍSTICOS,,"536.318,21","0,70",,"0,82 %",,,,,,,,"0,00 %",,,"492.072.756,91",,,,,,,,,24.573,,,
280,PEMA11,PAPÉIS,,"1.050,24","0,60",,"1,57 %",,,,,,,,"-7,79 %",,,"39.778.168,59",,,,,,,,,373,,,
281,PFIN11,N/A,,"853.048,18",N/A,,"1,43 %",,,,,,,,"15,31 %",,,N/A,,,,,,,,,0,,,
282,PICE11,N/A,,"358.261,21",N/A,,"0,80 %",,,,,,,,"-6,89 %",,,N/A,,,,,,,,,0,,,
283,PLCA11,INDEFINIDO,,"61.870,64","0,93",,"1,23 %",,,,,,,,"-1,18 %",,,"52.911.784,18",,,,,,,,,1.783,,,
284,PLCR11,PAPÉIS,,"353.553,11","0,97",,"0,97 %",,,,,,,,"2,08 %",,,"195.237.870,42",,,,,,,,,16.361,,,
285,PLOG11,IMÓVEIS INDUSTRIAIS E LOGÍSTICOS,,"70.165,04","0,63",,"0,99 %",,,,,,,,"2,01 %",,,"79.648.071,76",,,,,,,,,3.284,,,
286,PLRI11,PAPÉIS,,"3.846,75","0,61",,N/A,,,,,,,,N/A,,,"27.877.471,02",,,,,,,,,721,,,
287,PMFO11,MISTO,,N/A,N/A,,"0,00 %",,,,,,,,"0,00 %",,,"49.304.756,92",,,,,,,,,92,,,
288,PNCR11,IMÓVEIS RESIDENCIAIS,,N/A,N/A,,N/A,,,,,,,,N/A,,,"45.086.785,63",,,,,,,,,110,,,
289,PNDL11,FUNDO DE DESENVOLVIMENTO,,"1.234.876,00","1,25",,"0,00 %",,,,,,,,"0,00 %",,,"118.301.209,67",,,,,,,,,57,,,
290,PNRC11,INDEFINIDO,,"112.459,00","1,01",,"0,00 %",,,,,,,,"0,00 %",,,"41.685.243,44",,,,,,,,,60,,,
291,PORD11,PAPÉIS,,"522.978,32","0,91",,"1,10 %",,,,,,,,"0,11 %",,,"365.307.035,47",,,,,,,,,26.289,,,
292,PPEI11,N/A,,"368.297,61",N/A,,"4,62 %",,,,,,,,"4,30 %",,,N/A,,,,,,,,,0,,,
293,PQAG11,IMÓVEIS INDUSTRIAIS E LOGÍSTICOS,,"9.118,96","1,00",,"0,77 %",,,,,,,,"0,85 %",,,"799.109.227,19",,,,,,,,,484,,,
294,PQDP11,SHOPPINGS,,"117.384,43","0,64",,"0,99 %",,,,,,,,"2,25 %",,,"765.551.181,97",,,,,,,,,4.087,,,
295,PRSV11,LAJES CORPORATIVAS,,"2.410,64","0,33",,N/A,,,,,,,,N/A,,,"40.948.703,63",,,,,,,,,980,,,
296,PRTS11,SHOPPINGS,,N/A,"1.961,67",,N/A,,,,,,,,N/A,,,"3.111.607,44",,,,,,,,,11,,,
297,PVBI11,LAJES CORPORATIVAS,,"3.972.305,75","1,03",,"0,65 %",,,,,,,,"1,88 %",,,"1.226.769.067,64",,,,,,,,,120.244,,,
298,QAGR11,INDEFINIDO,,"505.128,86","0,84",,"0,86 %",,,,,,,,"-2,91 %",,,"290.601.450,50",,,,,,,,,22.963,,,
299,QAMI11,PAPÉIS,,"84.087,25","0,90",,"0,88 %",,,,,,,,"-2,09 %",,,"75.741.064,68",,,,,,,,,1.441,,,
300,QIRI11,PAPÉIS,,"6.867,57","0,87",,"0,00 %",,,,,,,,"0,00 %",,,"13.441.852,95",,,,,,,,,173,,,
301,RBCO11,LAJES CORPORATIVAS,,N/A,N/A,,"0,00 %",,,,,,,,"0,00 %",,,N/A,,,,,,,,,0,,,
302,RBDS11,FUNDO DE DESENVOLVIMENTO,,"772,24","0,13",,"11,21 %",,,,,,,,"-51,20 %",,,"2.778.447,53",,,,,,,,,964,,,
303,RBED11,EDUCACIONAL,,"727.989,54","0,98",,"0,99 %",,,,,,,,"2,39 %",,,"339.684.584,13",,,,,,,,,13.076,,,
304,RBFF11,FUNDO DE FUNDOS,,"500.244,64","0,88",,"0,83 %",,,,,,,,"0,00 %",,,"259.288.149,83",,,,,,,,,19.618,,,
305,RBGS11,SHOPPINGS,,N/A,"0,31",,"0,62 %",,,,,,,,"-1,90 %",,,"97.865.283,71",,,,,,,,,2.808,,,
306,RBHG11,PAPÉIS,,"299.218,25","0,99",,"1,16 %",,,,,,,,"0,00 %",,,"157.129.376,24",,,,,,,,,9.735,,,
307,RBHY11,PAPÉIS,,"133.093,86","1,01",,"1,20 %",,,,,,,,"-0,57 %",,,"176.371.062,94",,,,,,,,,3.631,,,
308,RBIF11,FUNDO DE DESENVOLVIMENTO,,"28.587,64",N/A,,"0,90 %",,,,,,,,"-1,08 %",,,N/A,,,,,,,,,0,,,
309,RBIR11,FUNDO DE DESENVOLVIMENTO,,"90.446,73","0,85",,"2,15 %",,,,,,,,"8,91 %",,,"157.378.476,01",,,,,,,,,1.471,,,
310,RBLG11,IMÓVEIS INDUSTRIAIS E LOGÍSTICOS,,"2.092,64","1,00",,"0,95 %",,,,,,,,"0,00 %",,,"65.342.747,78",,,,,,,,,207,,,
311,RBOP11,LAJES CORPORATIVAS,,"24.619,50","0,34",,"0,82 %",,,,,,,,"-5,77 %",,,"85.886.670,82",,,,,,,,,3.712,,,
312,RBRD11,VAREJO,,"49.509,32","0,59",,"0,90 %",,,,,,,,"2,59 %",,,"122.586.609,47",,,,,,,,,9.059,,,
313,RBRF11,FUNDO DE FUNDOS,,"3.320.111,43","0,88",,"0,70 %",,,,,,,,"-7,42 %",,,"1.196.877.676,76",,,,,,,,,107.618,,,
314,RBRI11,FUNDO DE DESENVOLVIMENTO,,"48.495,00","0,77",,N/A,,,,,,,,N/A,,,"162.908.298,20",,,,,,,,,87,,,
315,RBRL11,IMÓVEIS INDUSTRIAIS E LOGÍSTICOS,,"1.826.659,43","0,85",,"0,81 %",,,,,,,,"-1,20 %",,,"704.246.906,97",,,,,,,,,12.507,,,
316,RBRM11,FUNDO DE DESENVOLVIMENTO,,N/A,"3,45",,"0,00 %",,,,,,,,"0,00 %",,,"14.835.510,66",,,,,,,,,54,,,
317,RBRP11,LAJES CORPORATIVAS,,"1.076.144,39","0,65",,"0,47 %",,,,,,,,"-9,06 %",,,"989.417.874,79",,,,,,,,,90.322,,,
318,RBRR11,PAPÉIS,,"3.706.732,04","0,94",,"0,72 %",,,,,,,,"-0,35 %",,,"1.268.765.238,43",,,,,,,,,139.457,,,
319,RBRS11,FUNDO DE DESENVOLVIMENTO,,"74.664,71","0,58",,"0,72 %",,,,,,,,"0,54 %",,,"163.505.731,40",,,,,,,,,1.243,,,
320,RBRX11,INDEFINIDO,,"907.351,61","0,97",,"1,18 %",,,,,,,,"-1,21 %",,,"181.120.056,41",,,,,,,,,4.547,,,
321,RBRY11,PAPÉIS,,"2.277.693,04","1,01",,"1,19 %",,,,,,,,"-1,30 %",,,"546.628.296,78",,,,,,,,,36.061,,,
322,RBTS11,FUNDO DE DESENVOLVIMENTO,,"1.111,00","1,40",,"0,00 %",,,,,,,,"0,00 %",,,"44.966.953,13",,,,,,,,,60,,,
323,RBVA11,VAREJO,,"863.051,61","1,03",,"0,88 %",,,,,,,,"1,57 %",,,"1.252.971.176,76",,,,,,,,,45.946,,,
324,RBVO11,PAPÉIS,,"2.241,04","0,47",,"0,35 %",,,,,,,,"0,71 %",,,"9.265.923,75",,,,,,,,,2.595,,,
325,RCFF11,FUNDO DE FUNDOS,,"415,00","0,89",,"1,32 %",,,,,,,,"0,00 %",,,"30.034.338,93",,,,,,,,,86,,,
326,RCRB11,LAJES CORPORATIVAS,,"977.524,86","0,73",,"0,51 %",,,,,,,,"1,66 %",,,"770.545.294,79",,,,,,,,,30.326,,,
327,RDPD11,PAPÉIS,,"98.337,21","1,06",,"1,32 %",,,,,,,,"7,36 %",,,"24.085.452,18",,,,,,,,,3.141,,,
328,RECR11,PAPÉIS,,"7.089.096,43","0,90",,"0,86 %",,,,,,,,"-2,99 %",,,"2.518.524.520,78",,,,,,,,,184.392,,,
329,RECT11,LAJES CORPORATIVAS,,"485.581,79","0,47",,"0,88 %",,,,,,,,"-7,66 %",,,"790.620.382,28",,,,,,,,,71.266,,,
330,RECX11,FUNDO DE FUNDOS,,"15.153,19","0,91",,"0,59 %",,,,,,,,"-0,29 %",,,"16.572.966,85",,,,,,,,,686,,,
331,REIT11,PAPÉIS,,"1.178,83","0,69",,N/A,,,,,,,,N/A,,,"7.587.276,09",,,,,,,,,71,,,
332,RELG11,IMÓVEIS INDUSTRIAIS E LOGÍSTICOS,,"83.359,36","0,41",,"0,99 %",,,,,,,,"-1,19 %",,,"165.586.668,52",,,,,,,,,6.522,,,
333,RFOF11,FUNDO DE FUNDOS,,"126.660,14","0,91",,"0,94 %",,,,,,,,"-2,28 %",,,"88.790.907,89",,,,,,,,,4.889,,,
334,RINV11,INDEFINIDO,,"134.335,21","1,01",,"1,06 %",,,,,,,,"2,35 %",,,"32.667.577,88",,,,,,,,,535,,,
335,RMAI11,LAJES CORPORATIVAS,,"159.484,08","0,55",,"0,51 %",,,,,,,,"-1,94 %",,,"242.379.457,99",,,,,,,,,1.185,,,
336,RNDP11,PAPÉIS,,"10.782,18","0,79",,"0,71 %",,,,,,,,"13,70 %",,,"18.732.999,36",,,,,,,,,1.173,,,
337,RNGO11,LAJES CORPORATIVAS,,"133.217,82","0,50",,"0,82 %",,,,,,,,"-6,99 %",,,"231.959.338,21",,,,,,,,,11.056,,,
338,ROOF11,FUNDO DE DESENVOLVIMENTO,,"818,00","0,89",,"0,00 %",,,,,,,,"0,00 %",,,"45.453.535,73",,,,,,,,,82,,,
339,RPRI11,PAPÉIS,,"272.273,29","1,00",,"0,81 %",,,,,,,,"-1,45 %",,,"228.351.705,47",,,,,,,,,2.832,,,
340,RRCI11,PAPÉIS,,"41.722,32","0,91",,"1,14 %",,,,,,,,"0,08 %",,,"44.311.459,21",,,,,,,,,2.192,,,
341,RSPD11,FUNDO DE DESENVOLVIMENTO,,"3.375,00","0,99",,"2,60 %",,,,,,,,"0,00 %",,,"170.145.012,93",,,,,,,,,105,,,
342,RURA11,MISTO,,"2.249.589,14",N/A,,"1,14 %",,,,,,,,"-0,47 %",,,N/A,,,,,,,,,0,,,
343,RVBI11,FUNDO DE FUNDOS,,"273.553,29","0,94",,"0,90 %",,,,,,,,"-0,72 %",,,"125.787.720,40",,,,,,,,,12.252,,,
344,RZAG11,INDEFINIDO,,"2.559.770,43","1,02",,"1,27 %",,,,,,,,"1,55 %",,,"648.179.649,52",,,,,,,,,71.704,,,
