IBXL - Carteira do Dia 13/09/23
Código;Ação;Tipo;Qtde. Teórica;Part. (%)
RRRP3;3R PETROLEUM;ON      NM;235.661.666;0,416;
ABEV3;AMBEV S/A;ON;4.394.245.879;3,232;
ASAI3;ASSAI;ON      NM;1.349.645.897;0,932;
AZUL4;AZUL;PN      N2;327.593.725;0,241;
B3SA3;B3;ON      NM;5.694.552.584;4,020;
BBSE3;BBSEGURIDADE;ON      NM;671.750.768;1,151;
BBDC4;BRADESCO;PN  EJ  N1;5.146.576.868;4,094;
BBAS3;BRASIL;ON  EJ  NM;1.420.949.112;3,606;
BRFS3;BRF SA;ON      NM;1.677.525.446;0,804;
BPAC11;BTGP BANCO;UNT     N2;1.150.645.866;1,954;
CCRO3;CCR SA;ON      NM;995.335.937;0,670;
CMIG4;CEMIG;PN      N1;1.437.415.777;0,965;
CIEL3;CIELO;ON      NM;1.095.462.329;0,216;
CPLE6;COPEL;PNB     N2;1.679.335.290;0,791;
CSAN3;COSAN;ON      NM;1.168.097.881;1,118;
CYRE3;CYRELA REALT;ON      NM;265.784.616;0,321;
ELET3;ELETROBRAS;ON      N1;1.980.568.384;3,812;
EMBR3;EMBRAER;ON      NM;734.632.705;0,714;
ENEV3;ENEVA;ON      NM;1.578.931.315;1,025;
EQTL3;EQUATORIAL;ON      NM;1.095.587.251;1,900;
GGBR4;GERDAU;PN      N1;1.118.525.506;1,544;
NTCO3;GRUPO NATURA;ON      NM;839.638.069;0,686;
HAPV3;HAPVIDA;ON      NM;4.324.011.467;1,076;
HYPE3;HYPERA;ON      NM;409.490.388;0,887;
ITSA4;ITAUSA;PN      N1;5.227.297.232;2,600;
ITUB4;ITAUUNIBANCO;PN  EJ  N1;4.801.593.832;7,112;
JBSS3;JBS;ON      NM;1.134.986.472;1,154;
KLBN11;KLABIN S/A;UNT     N2;706.747.385;0,862;
RENT3;LOCALIZA;ON      NM;846.394.333;2,823;
LREN3;LOJAS RENNER;ON      NM;951.318.467;0,817;
MGLU3;MAGAZ LUIZA;ON      NM;2.867.627.068;0,403;
MRFG3;MARFRIG;ON      NM;292.587.273;0,119;
BEEF3;MINERVA;ON      NM;261.036.182;0,120;
MRVE3;MRV;ON      NM;376.187.582;0,243;
MULT3;MULTIPLAN;ON      N2;266.965.257;0,365;
PETR3;PETROBRAS;ON      N2;3.701.760.571;7,320;
PETR4;PETROBRAS;PN      N2;4.566.445.852;8,214;
PRIO3;PETRORIO;ON      NM;798.274.909;2,060;
RADL3;RAIADROGASIL;ON      NM;1.263.596.819;1,881;
RDOR3;REDE D OR;ON      NM;1.168.230.366;1,822;
RAIL3;RUMO S.A.;ON      NM;1.218.352.541;1,488;
SBSP3;SABESP;ON      NM;340.001.799;1,085;
CSNA3;SID NACIONAL;ON;600.865.451;0,392;
SUZB3;SUZANO S.A.;ON      NM;683.452.836;1,843;
TOTS3;TOTVS;ON      NM;514.122.351;0,789;
USIM5;USIMINAS;PNA     N1;515.117.391;0,188;
VALE3;VALE;ON      NM;4.427.123.466;16,060;
VIIA3;VIA;ON      NM;1.582.929.157;0,099;
VBBR3;VIBRA;ON      NM;1.114.412.532;1,132;
WEGE3;WEG;ON      NM;1.481.593.024;2,834;
Quantidade Teórica Total;;;82.500.984.874;100,000
Redutor;;;95.187.940,29959298
